sample,time,window,precision,modulation,band,power,payload,crc,tx2rxdone
2839,53:14.4,2,4.00E-07,3,50,14,144,FALSE,0.74981415
2840,54:00.6,10,5.00E-07,1,11,9,113,TRUE,2.427043621
2841,54:02.8,0.1,1.00E-07,6,10,5,42,FALSE,0.047339347
2842,54:05.1,0.2,2.00E-07,6,18,3,82,FALSE,0.083099283
2843,54:36.8,1,2.00E-07,6,40,-2,252,TRUE,
2844,54:40.1,0.2,2.00E-07,5,19,21,29,FALSE,0.064676265
2845,55:11.0,0.04,4.00E-07,8,22,3,251,TRUE,
2846,55:13.4,0.2,2.00E-07,5,36,-2,55,TRUE,0.105635306
2847,55:21.9,1,2.00E-07,2,22,22,26,FALSE,0.394020079
2848,55:24.4,0.2,2.00E-07,5,3,7,29,TRUE,0.06973767
2849,55:39.5,4,8.00E-07,2,31,-3,115,FALSE,1.131252226
2850,55:40.7,0.01,1.00E-07,8,9,13,49,FALSE,0.004085641
2851,55:49.6,1,2.00E-07,5,19,13,217,FALSE,0.341115468
2852,56:22.5,2,4.00E-07,4,2,5,243,TRUE,
2853,57:32.8,20,1.00E-06,0,0,1,184,FALSE,6.658114333
2854,57:35.1,0.1,1.00E-07,6,31,17,38,TRUE,0.047260247
2855,57:50.2,4,8.00E-07,2,23,7,151,TRUE,1.418090684
2856,57:52.4,0.2,2.00E-07,7,48,11,145,FALSE,0.08012388
2857,58:01.1,1,2.00E-07,4,0,20,71,TRUE,0.231585646
2858,58:02.3,0.02,2.00E-07,8,12,18,89,TRUE,0.006771068
2859,58:04.8,0.2,2.00E-07,7,21,9,177,FALSE,0.096743097
2860,58:07.1,0.2,2.00E-07,7,51,0,147,FALSE,0.081380481
2861,58:18.0,2,4.00E-07,3,11,10,151,FALSE,0.770393354
2862,58:19.3,0.01,1.00E-07,9,24,8,102,FALSE,0.004748247
2863,58:20.6,0.02,2.00E-07,9,33,1,138,FALSE,0.006187862
2864,58:21.7,0.02,2.00E-07,9,14,18,209,TRUE,0.009108091
2865,58:24.4,0.4,4.00E-07,5,25,14,65,FALSE,0.115914916
2866,58:25.6,0.04,4.00E-07,8,1,10,162,TRUE,0.011445314
2867,58:57.2,1,2.00E-07,6,40,15,253,TRUE,
2868,58:59.3,0.01,1.00E-07,9,50,20,100,FALSE,0.004667947
2869,59:07.8,1,2.00E-07,2,51,16,17,TRUE,0.312218662
2870,59:10.4,0.4,4.00E-07,6,6,12,134,TRUE,0.129178129
2871,59:57.0,10,5.00E-07,1,22,-1,165,FALSE,3.328175666
2872,00:05.4,1,2.00E-07,2,28,3,26,FALSE,0.394021279
2873,00:07.9,0.4,4.00E-07,6,37,7,130,FALSE,0.124059724
2874,00:16.9,1,2.00E-07,3,0,11,36,TRUE,0.258377652
2875,01:03.7,10,5.00E-07,1,37,19,205,TRUE,4.065507203
2876,01:19.1,4,8.00E-07,1,19,16,91,FALSE,2.017386003
2877,01:27.6,1,2.00E-07,4,14,11,176,TRUE,0.4978635
2878,01:28.7,0.01,1.00E-07,9,38,0,93,FALSE,0.004387844
2879,01:40.3,2,4.00E-07,3,21,-2,104,TRUE,0.565596113
2880,01:48.8,1,2.00E-07,4,18,13,139,TRUE,0.405668881
2881,02:04.2,4,8.00E-07,2,2,7,175,TRUE,1.622845925
2882,02:39.8,4,8.00E-07,3,3,11,241,FALSE,
2883,02:44.4,0.01,1.00E-07,8,1,9,53,FALSE,0.004340643
2884,02:45.7,0.04,4.00E-07,6,39,13,9,TRUE,0.021699817
2885,02:54.3,1,2.00E-07,3,19,6,55,FALSE,0.340257468
2886,03:02.9,1,2.00E-07,4,4,9,130,FALSE,0.374985275
2887,03:04.1,0.02,2.00E-07,9,37,20,204,TRUE,0.008907689
2888,03:12.8,1,2.00E-07,1,34,14,5,FALSE,0.460899492
2889,04:21.4,20,1.00E-06,0,8,2,152,TRUE,
2890,04:37.1,4,8.00E-07,3,10,2,211,FALSE,1.056990611
2891,04:52.2,4,8.00E-07,0,23,15,35,TRUE,1.906707581
2892,04:53.5,0.02,2.00E-07,8,34,22,76,FALSE,0.005810858
2893,05:09.0,4,8.00E-07,1,25,6,46,TRUE,1.19827384
2894,05:20.5,2,4.00E-07,4,45,-2,194,TRUE,0.54898571
2895,05:31.1,2,4.00E-07,4,27,3,230,FALSE,0.630982526
2896,05:32.3,0.04,4.00E-07,8,19,13,209,TRUE,0.014451745
2897,06:15.7,10,5.00E-07,2,19,21,246,FALSE,
2898,06:33.4,1,2.00E-07,3,6,21,46,TRUE,0.29937926
2899,06:44.7,4,8.00E-07,3,10,22,252,TRUE,
2900,06:56.1,2,4.00E-07,0,20,4,11,TRUE,1.087554618
2901,07:10.9,4,8.00E-07,1,29,6,79,FALSE,1.771688354
2902,07:25.9,4,8.00E-07,2,9,-3,190,FALSE,1.745646749
2903,07:28.8,0.4,4.00E-07,7,32,22,220,TRUE,0.11978052
2904,07:31.2,0.4,4.00E-07,6,9,4,194,TRUE,0.18037898
2905,07:46.5,4,8.00E-07,1,41,22,92,TRUE,2.017508404
2906,08:34.2,10,5.00E-07,2,39,12,228,TRUE,2.073324104
2907,08:36.8,0.4,4.00E-07,7,3,2,207,FALSE,0.112099712
2908,09:22.5,10,5.00E-07,1,22,8,211,TRUE,4.229225711
2909,09:24.7,0.2,2.00E-07,6,24,-3,83,TRUE,0.085661686
2910,09:27.1,0.2,2.00E-07,7,17,12,153,FALSE,0.085159285
2911,10:13.1,10,5.00E-07,0,18,5,127,TRUE,4.855888743
2912,10:28.3,4,8.00E-07,3,4,4,228,TRUE,1.138950628
2913,10:29.5,0.02,2.00E-07,9,25,16,173,FALSE,0.007587276
2914,10:40.6,2,4.00E-07,1,24,7,28,TRUE,0.870594974
2915,11:27.6,10,5.00E-07,1,29,15,221,TRUE,4.39310672
2916,11:42.9,4,8.00E-07,2,28,9,227,TRUE,2.032523607
2917,12:30.0,10,5.00E-07,1,2,18,202,FALSE,3.983567699
2918,12:38.6,1,2.00E-07,3,21,5,34,TRUE,0.258299252
2919,12:41.0,0.4,4.00E-07,3,35,18,26,TRUE,0.217381417
2920,12:52.3,2,4.00E-07,3,45,16,122,FALSE,0.647436529
2921,12:54.5,0.1,1.00E-07,4,14,2,10,FALSE,0.067787168
2922,13:09.8,4,8.00E-07,2,6,10,221,TRUE,1.991521998
2923,13:40.8,0.04,4.00E-07,8,7,12,252,FALSE,
2924,13:43.3,0.2,2.00E-07,5,6,19,50,TRUE,0.1004543
2925,13:44.4,0.01,1.00E-07,9,3,13,97,FALSE,0.004549345
2926,14:30.5,10,5.00E-07,0,30,8,90,TRUE,3.708936185
2927,14:41.3,2,4.00E-07,2,0,5,106,TRUE,1.04945141
2928,14:50.0,1,2.00E-07,4,33,-2,180,TRUE,0.508103302
2929,14:51.3,0.02,2.00E-07,9,12,21,119,FALSE,0.005428854
2930,14:59.8,1,2.00E-07,3,23,5,35,FALSE,0.237960448
2931,16:08.6,20,1.00E-06,0,27,5,193,TRUE,6.985826349
2932,16:55.7,10,5.00E-07,1,46,10,190,TRUE,3.819688191
2933,17:11.0,4,8.00E-07,2,0,7,194,FALSE,1.745804349
2934,17:13.4,0.4,4.00E-07,4,18,1,29,FALSE,0.118952119
2935,17:22.3,1,2.00E-07,5,13,6,161,TRUE,0.259273452
2936,18:09.2,10,5.00E-07,1,30,8,153,TRUE,3.164295658
2937,18:24.7,4,8.00E-07,0,44,-3,31,TRUE,1.742911549
2938,18:33.2,1,2.00E-07,4,24,6,92,TRUE,0.282825057
2939,19:41.9,20,1.00E-06,0,18,17,239,FALSE,8.460334423
2940,19:51.0,1,2.00E-07,5,23,17,232,FALSE,0.361635072
2941,19:52.2,0.01,1.00E-07,9,37,20,57,TRUE,0.00302883
2942,20:03.4,2,4.00E-07,3,23,21,100,FALSE,0.545055309
2943,20:05.9,0.2,2.00E-07,6,29,8,61,FALSE,0.065179665
2944,20:51.8,10,5.00E-07,0,39,2,110,FALSE,4.20056821
2945,21:00.4,1,2.00E-07,3,39,10,49,FALSE,0.319717664
2946,21:01.4,0.004,4.00E-07,9,45,11,17,FALSE,0.001348135
2947,21:03.9,0.4,4.00E-07,5,49,7,120,FALSE,0.197796198
2948,21:14.6,2,4.00E-07,1,27,16,29,FALSE,0.870558174
2949,21:16.9,0.2,2.00E-07,6,7,8,77,TRUE,0.080539881
2950,21:25.2,1,2.00E-07,1,33,12,14,TRUE,0.624819525
2951,21:40.3,4,8.00E-07,2,50,-2,171,FALSE,1.581845116
2952,21:51.3,2,4.00E-07,3,3,13,134,FALSE,0.688515738
2953,22:00.4,1,2.00E-07,5,45,0,161,FALSE,0.259193252
2954,22:09.0,1,2.00E-07,3,50,2,73,FALSE,0.422179484
2955,22:10.0,0.004,4.00E-07,9,15,6,35,TRUE,0.002148215
2956,22:57.1,10,5.00E-07,1,26,16,105,FALSE,2.263166113
2957,22:59.6,0.4,4.00E-07,7,21,17,231,TRUE,0.126117726
2958,23:45.9,10,5.00E-07,1,13,11,165,FALSE,3.328174666
2959,24:01.1,4,8.00E-07,2,2,22,195,TRUE,1.786683557
2960,24:03.5,0.1,1.00E-07,7,41,21,39,TRUE,0.027578928
2961,24:04.7,0.04,4.00E-07,8,3,9,186,TRUE,0.01297933
2962,24:07.1,0.2,2.00E-07,7,50,12,133,FALSE,0.074919275
2963,24:15.9,1,2.00E-07,5,23,0,224,FALSE,0.35135247
2964,24:24.7,1,2.00E-07,5,5,-3,234,TRUE,0.366772673
2965,24:27.2,0.4,4.00E-07,6,6,10,128,FALSE,0.121541722
2966,25:35.5,20,1.00E-06,0,4,17,237,FALSE,8.460259423
2967,25:38.1,0.4,4.00E-07,5,8,9,80,TRUE,0.141495741
2968,25:53.2,4,8.00E-07,2,35,-2,123,FALSE,1.172329834
2969,25:54.4,0.01,1.00E-07,8,19,17,59,FALSE,0.004723947
2970,26:03.2,1,2.00E-07,4,38,8,88,TRUE,0.272584855
2971,26:50.1,10,5.00E-07,0,1,-2,59,TRUE,2.725861136
2972,27:01.2,2,4.00E-07,2,31,-2,48,TRUE,0.59877532
2973,27:02.4,0.01,1.00E-07,9,20,4,104,TRUE,0.004908049
2974,27:03.5,0.01,1.00E-07,8,14,1,48,TRUE,0.004147941
2975,27:14.5,2,4.00E-07,3,12,19,190,FALSE,0.954653391
2976,27:15.5,0.004,4.00E-07,9,10,2,16,TRUE,0.001387739
2977,27:26.3,2,4.00E-07,3,36,14,185,FALSE,0.934151787
2978,27:28.7,0.2,2.00E-07,6,41,9,53,TRUE,0.06005926
2979,27:39.8,2,4.00E-07,4,35,-1,232,FALSE,0.641142128
2980,27:42.1,0.1,1.00E-07,6,43,10,17,TRUE,0.029341029
2981,27:43.2,0.004,4.00E-07,9,32,-1,26,TRUE,0.001788579
2982,28:30.5,10,5.00E-07,1,46,14,137,FALSE,2.836618642
2983,28:32.9,0.2,2.00E-07,6,48,2,97,TRUE,0.095981296
2984,28:43.8,2,4.00E-07,2,9,9,98,FALSE,0.967531794
2985,28:59.1,4,8.00E-07,2,18,13,188,TRUE,1.745648349
2986,29:01.7,0.4,4.00E-07,5,24,8,126,TRUE,0.208077408
2987,29:12.4,2,4.00E-07,4,13,11,225,FALSE,0.620702124
2988,29:13.7,0.01,1.00E-07,9,16,-2,42,FALSE,0.002349023
2989,29:24.8,2,4.00E-07,4,7,8,189,FALSE,0.528542506
2990,29:27.1,0.2,2.00E-07,6,26,18,93,FALSE,0.090859691
2991,29:37.8,2,4.00E-07,2,19,9,56,TRUE,0.639858528
2992,29:40.4,0.4,4.00E-07,5,42,6,126,FALSE,0.207994208
2993,30:15.9,4,8.00E-07,3,44,5,241,FALSE,
2994,30:30.6,2,4.00E-07,3,26,13,140,TRUE,0.729435746
2995,30:33.2,0.4,4.00E-07,6,26,2,141,TRUE,0.134338934
2996,30:48.4,4,8.00E-07,0,32,10,36,TRUE,1.906749181
2997,30:49.7,0.02,2.00E-07,8,22,9,130,TRUE,0.009395294
2998,30:51.9,0.1,1.00E-07,7,0,18,51,FALSE,0.032702333
2999,30:54.4,0.4,4.00E-07,3,11,-2,14,TRUE,0.155998156
3000,30:56.9,0.2,2.00E-07,7,22,11,137,TRUE,0.077518078
3001,30:59.0,0.1,1.00E-07,7,16,14,31,TRUE,0.023718824
3002,31:00.3,0.02,2.00E-07,8,43,20,87,TRUE,0.006643866
3003,31:02.7,0.2,2.00E-07,4,4,20,12,FALSE,0.077950878
3004,31:49.5,10,5.00E-07,0,34,6,59,TRUE,2.725858636
3005,31:58.4,1,2.00E-07,4,30,15,123,FALSE,0.354548871
3006,31:59.7,0.04,4.00E-07,8,26,20,195,TRUE,0.013556136
3007,32:01.0,0.04,4.00E-07,8,50,3,172,TRUE,0.012084521
3008,33:10.3,20,1.00E-06,0,37,13,202,TRUE,7.313465366
3009,33:12.9,0.4,4.00E-07,7,12,-1,232,TRUE,0.126159326
3010,33:15.2,0.1,1.00E-07,7,32,-2,59,FALSE,0.036558137
3011,33:17.7,0.2,2.00E-07,4,39,6,15,FALSE,0.078068078
3012,33:19.8,0.1,1.00E-07,7,43,-3,73,TRUE,0.044279044
3013,33:28.6,1,2.00E-07,4,48,4,148,FALSE,0.426106485
3014,33:40.2,4,8.00E-07,3,36,-3,249,FALSE,
3015,34:27.0,10,5.00E-07,0,41,18,65,TRUE,2.889739644
3016,35:14.0,10,5.00E-07,0,13,1,74,TRUE,3.217374661
3017,35:25.1,2,4.00E-07,3,5,1,129,TRUE,0.688393738
3018,35:35.8,2,4.00E-07,3,47,19,122,TRUE,0.64751413
3019,35:44.6,1,2.00E-07,5,23,22,188,FALSE,0.295132859
3020,35:55.5,2,4.00E-07,4,49,4,191,FALSE,0.528622906
3021,36:42.4,10,5.00E-07,0,0,10,132,TRUE,5.019725751
3022,36:44.8,0.1,1.00E-07,4,16,11,9,TRUE,0.067829168
3023,37:32.4,10,5.00E-07,1,48,4,221,TRUE,4.39310222
3024,37:43.6,2,4.00E-07,2,9,19,82,FALSE,0.844614969
3025,37:54.7,2,4.00E-07,3,12,20,149,TRUE,0.770392554
3026,38:41.3,10,5.00E-07,1,28,20,142,TRUE,2.918636646
3027,38:43.6,0.1,1.00E-07,4,12,15,4,FALSE,0.057466957
3028,38:54.3,2,4.00E-07,4,41,0,215,FALSE,0.590062518
3029,39:41.7,10,5.00E-07,0,50,5,71,FALSE,3.053536653
3030,39:44.2,0.4,4.00E-07,6,43,6,126,TRUE,0.121537722
3031,39:53.3,1,2.00E-07,4,39,20,116,TRUE,0.344267269
3032,40:02.1,1,2.00E-07,4,5,14,112,FALSE,0.333945467
3033,40:11.3,1,2.00E-07,4,23,19,172,FALSE,0.487543298
3034,40:22.0,2,4.00E-07,3,32,6,103,TRUE,0.565557313
3035,40:30.8,1,2.00E-07,4,3,9,93,TRUE,0.282868857
3036,40:33.1,0.2,2.00E-07,6,4,15,91,TRUE,0.090860891
3037,41:16.5,10,5.00E-07,2,28,-2,244,FALSE,
3038,41:34.1,1,2.00E-07,4,29,5,102,TRUE,0.313464863
3039,41:49.2,4,8.00E-07,2,36,11,120,FALSE,1.172209034
3040,42:36.3,10,5.00E-07,1,34,4,212,FALSE,4.229184211
3041,42:38.7,0.4,4.00E-07,4,30,19,40,TRUE,0.14971055
3042,42:41.0,0.1,1.00E-07,5,5,4,15,TRUE,0.049256649
3043,42:55.9,4,8.00E-07,2,33,7,184,FALSE,1.663885133
3044,42:58.4,0.4,4.00E-07,6,41,22,111,TRUE,0.108739709
3045,43:00.9,0.4,4.00E-07,5,28,12,123,FALSE,0.202897803
3046,43:03.2,0.1,1.00E-07,6,38,14,32,TRUE,0.042142842
3047,43:05.6,0.2,2.00E-07,7,25,12,90,TRUE,0.053219453
3048,43:16.8,2,4.00E-07,3,39,-1,111,TRUE,0.606474921
3049,43:27.1,2,4.00E-07,4,10,7,189,TRUE,0.528622906
3050,43:28.4,0.02,2.00E-07,8,6,0,107,TRUE,0.007924679
3051,43:36.5,1,2.00E-07,4,33,20,88,FALSE,0.272506855
3052,43:38.8,0.2,2.00E-07,7,42,20,108,TRUE,0.062200662
3053,43:49.8,2,4.00E-07,3,6,15,134,FALSE,0.688517338
3054,43:52.0,0.2,2.00E-07,7,24,21,123,FALSE,0.06979787
3055,43:54.5,0.4,4.00E-07,6,25,10,112,TRUE,0.108778109
3056,44:41.3,10,5.00E-07,0,1,-3,125,FALSE,4.692088735
3057,44:52.5,2,4.00E-07,3,47,5,108,FALSE,0.585974917
3058,45:03.2,2,4.00E-07,3,46,16,141,FALSE,0.729394146
3059,45:18.4,4,8.00E-07,0,48,13,36,TRUE,1.906747581
3060,45:53.9,4,8.00E-07,3,35,18,250,FALSE,
3061,46:45.0,10,5.00E-07,1,15,0,102,TRUE,2.263125613
3062,46:54.2,1,2.00E-07,0,49,1,4,FALSE,0.760012952
3063,47:03.1,1,2.00E-07,4,24,11,131,TRUE,0.385186077
3064,47:04.2,0.01,1.00E-07,9,39,2,73,TRUE,0.003669037
3065,47:47.6,10,5.00E-07,2,18,19,243,TRUE,
3066,47:59.1,0.4,4.00E-07,6,47,14,180,TRUE,0.167621368
3067,49:07.5,20,1.00E-06,0,19,3,151,TRUE,5.675041284
3068,49:22.8,4,8.00E-07,1,29,20,65,TRUE,1.525993905
3069,49:54.4,1,2.00E-07,5,11,20,245,FALSE,
3070,49:56.5,0.04,4.00E-07,8,38,15,210,TRUE,0.014516145
3071,50:07.7,2,4.00E-07,4,5,6,240,TRUE,0.661703332
3072,51:16.9,20,1.00E-06,0,6,5,233,FALSE,8.296453415
3073,51:32.2,4,8.00E-07,1,26,1,49,TRUE,1.280132256
3074,51:40.9,1,2.00E-07,3,27,17,72,TRUE,0.422216684
3075,51:43.4,0.4,4.00E-07,4,20,9,39,TRUE,0.14967055
3076,51:44.7,0.02,2.00E-07,8,34,-2,85,TRUE,0.006515665
3077,51:46.9,0.2,2.00E-07,7,26,12,176,TRUE,0.097959898
3078,52:33.6,10,5.00E-07,0,4,17,63,TRUE,2.726020136
3079,52:34.8,0.04,4.00E-07,8,46,-2,164,TRUE,0.011571716
3080,52:36.9,0.1,1.00E-07,5,46,5,15,FALSE,0.044199444
3081,52:52.3,4,8.00E-07,2,0,14,154,TRUE,1.458965892
3082,54:01.1,20,1.00E-06,0,5,16,217,TRUE,7.80498239
3083,54:02.3,0.01,1.00E-07,9,36,9,46,TRUE,0.002587626
3084,54:04.8,0.4,4.00E-07,4,44,9,45,TRUE,0.15998936
3085,54:07.1,0.2,2.00E-07,7,43,17,111,FALSE,0.063418263
3086,54:15.9,1,2.00E-07,5,38,8,199,TRUE,0.315576263
3087,54:26.8,2,4.00E-07,2,30,2,88,FALSE,0.885614577
3088,54:27.8,0.004,4.00E-07,9,8,12,15,FALSE,0.001269327
3089,54:30.4,0.4,4.00E-07,7,22,-1,202,FALSE,0.10954291
3090,54:45.9,4,8.00E-07,2,10,5,218,FALSE,1.95056279
3091,55:32.8,10,5.00E-07,1,32,4,215,TRUE,4.311122716
3092,55:47.9,4,8.00E-07,1,47,3,84,FALSE,1.853627571
3093,55:58.9,2,4.00E-07,2,39,21,73,TRUE,0.803574961
3094,56:01.2,0.4,4.00E-07,3,19,-1,17,FALSE,0.156040556
3095,56:16.7,4,8.00E-07,2,18,22,207,TRUE,1.868683574
3096,56:19.2,0.4,4.00E-07,3,45,3,28,FALSE,0.217379817
3097,56:20.5,0.02,2.00E-07,8,13,6,140,TRUE,0.0100355
3098,56:29.6,1,2.00E-07,5,2,20,183,FALSE,0.289953058
3099,57:17.2,10,5.00E-07,0,45,15,97,FALSE,3.872778694
3100,58:03.8,10,5.00E-07,1,40,7,191,FALSE,3.819651691
3101,58:12.5,1,2.00E-07,5,8,21,167,FALSE,0.264414253
3102,58:59.6,10,5.00E-07,1,19,21,212,TRUE,4.229267711
3103,59:08.8,1,2.00E-07,4,21,19,120,FALSE,0.354424871
3104,59:17.6,1,2.00E-07,3,48,12,86,FALSE,0.483599097
3105,59:32.8,4,8.00E-07,1,2,-3,89,TRUE,2.017385203
3106,59:43.8,2,4.00E-07,3,45,13,189,TRUE,0.954692191
3107,59:45.0,0.01,1.00E-07,9,22,-1,70,TRUE,0.003548735
3108,00:32.2,10,5.00E-07,1,16,-1,117,TRUE,2.508940125
3109,00:34.8,0.4,4.00E-07,2,8,-2,10,FALSE,0.271098271
3110,00:37.3,0.4,4.00E-07,2,26,12,7,FALSE,0.23021863
3111,00:52.6,4,8.00E-07,2,51,0,194,FALSE,1.745805149
3112,01:39.8,10,5.00E-07,1,6,18,137,TRUE,2.836698642
3113,02:26.1,10,5.00E-07,1,47,-1,100,TRUE,2.181303109
3114,02:28.6,0.4,4.00E-07,6,23,9,223,FALSE,0.203420203
3115,03:16.2,10,5.00E-07,1,45,12,132,FALSE,2.754681638
3116,04:03.5,10,5.00E-07,1,11,12,179,FALSE,3.573953679
3117,04:05.9,0.4,4.00E-07,3,30,7,28,FALSE,0.217379417
3118,04:08.1,0.1,1.00E-07,6,48,6,44,TRUE,0.052380452
3119,04:16.6,1,2.00E-07,2,48,21,44,TRUE,0.557854512
3120,05:03.6,10,5.00E-07,0,19,1,106,FALSE,4.20041021
3121,05:50.7,10,5.00E-07,0,42,11,96,FALSE,3.872734694
3122,05:51.9,0.01,1.00E-07,9,39,17,68,TRUE,0.003470335
3123,05:53.1,0.02,2.00E-07,9,16,0,201,TRUE,0.008788288
3124,06:40.4,10,5.00E-07,1,22,22,195,FALSE,3.901547695
3125,06:41.7,0.01,1.00E-07,8,24,2,62,FALSE,0.004917149
3126,06:44.3,0.4,4.00E-07,6,34,-2,126,TRUE,0.121537722
3127,07:31.6,10,5.00E-07,1,31,6,113,FALSE,2.426961121
3128,07:46.7,4,8.00E-07,1,19,18,78,FALSE,1.771649954
3129,07:57.4,2,4.00E-07,4,49,21,195,TRUE,0.54902291
3130,09:06.7,20,1.00E-06,0,32,3,215,FALSE,7.641181382
3131,09:15.7,1,2.00E-07,3,23,9,69,FALSE,0.40171648
3132,09:17.0,0.01,1.00E-07,9,44,14,78,TRUE,0.003868139
3133,09:47.9,0.04,4.00E-07,9,26,2,249,FALSE,
3134,09:50.7,0.4,4.00E-07,3,24,18,13,TRUE,0.155961756
3135,09:51.9,0.01,1.00E-07,8,19,-2,46,TRUE,0.00402014
3136,10:38.6,10,5.00E-07,2,41,12,238,FALSE,2.114400106
3137,10:47.3,1,2.00E-07,4,25,12,100,TRUE,0.303305261
3138,10:48.6,0.02,2.00E-07,9,45,2,134,TRUE,0.006107861
3139,10:51.1,0.2,2.00E-07,6,41,21,99,TRUE,0.098498498
3140,11:00.0,1,2.00E-07,5,25,8,179,TRUE,0.284895657
3141,11:02.8,0.4,4.00E-07,6,47,21,110,TRUE,0.108701709
3142,11:04.0,0.02,2.00E-07,8,51,21,136,TRUE,0.009780098
3143,11:05.2,0.02,2.00E-07,9,19,-1,236,TRUE,0.010190902
3144,11:13.8,1,2.00E-07,1,37,11,14,TRUE,0.624820525
3145,11:15.1,0.02,2.00E-07,9,51,17,224,FALSE,0.009627096
3146,12:23.8,20,1.00E-06,0,8,-2,178,TRUE,
3147,12:55.5,1,2.00E-07,6,24,3,251,TRUE,
3148,13:07.1,2,4.00E-07,2,47,1,66,FALSE,0.721693344
3149,13:09.4,0.2,2.00E-07,7,17,15,157,FALSE,0.086499086
3150,13:12.0,0.4,4.00E-07,6,4,10,152,TRUE,0.144539345
3151,13:14.5,0.4,4.00E-07,3,16,-1,15,TRUE,0.156040956
3152,13:16.8,0.1,1.00E-07,6,16,7,37,FALSE,0.044699945
3153,13:25.4,1,2.00E-07,3,26,22,87,TRUE,0.483718697
3154,13:27.9,0.4,4.00E-07,4,25,21,53,FALSE,0.18038658
3155,13:43.0,4,8.00E-07,1,41,11,46,FALSE,1.19819384
3156,13:51.7,1,2.00E-07,6,3,8,223,TRUE,0.203500641
3157,14:37.9,10,5.00E-07,0,42,14,77,FALSE,3.217418161
3158,14:39.2,0.02,2.00E-07,9,47,11,201,FALSE,0.008707487
3159,15:48.3,20,1.00E-06,0,34,13,197,FALSE,7.149546357
3160,15:59.3,2,4.00E-07,4,23,-3,214,FALSE,0.590026118
3161,16:08.0,1,2.00E-07,2,49,17,31,TRUE,0.435056087
3162,16:23.7,4,8.00E-07,2,0,11,174,TRUE,1.622807525
3163,16:26.2,0.4,4.00E-07,5,36,3,91,FALSE,0.156794557
3164,16:37.3,2,4.00E-07,3,44,4,169,FALSE,0.85231257
3165,16:48.3,2,4.00E-07,2,33,5,81,TRUE,0.844652169
3166,17:35.2,10,5.00E-07,0,40,12,81,FALSE,3.381219669
3167,17:37.9,0.4,4.00E-07,7,25,16,196,TRUE,0.108197708
3168,18:15.4,10,5.00E-07,1,33,1,251,FALSE,
3169,18:24.0,1,2.00E-07,1,14,4,7,TRUE,0.461059092
3170,18:26.5,0.4,4.00E-07,3,51,0,21,FALSE,0.176498576
3171,18:41.8,4,8.00E-07,2,12,15,201,TRUE,1.827687566
3172,18:57.1,4,8.00E-07,0,10,12,36,TRUE,1.906747581
3173,18:58.3,0.04,4.00E-07,6,43,3,6,TRUE,0.019138991
3174,18:59.5,0.04,4.00E-07,8,45,13,168,TRUE,0.011828118
3175,19:08.1,1,2.00E-07,2,25,21,37,TRUE,0.476056895
3176,19:19.0,2,4.00E-07,3,44,5,139,TRUE,0.729393746
3177,19:34.3,4,8.00E-07,3,27,13,211,TRUE,1.057074611
3178,19:49.7,4,8.00E-07,3,11,15,216,FALSE,1.077490615
3179,19:51.0,0.02,2.00E-07,9,20,-3,197,FALSE,0.008548285
3180,21:00.6,20,1.00E-06,0,6,1,187,TRUE,6.821946341
3181,21:03.2,0.4,4.00E-07,7,27,19,188,FALSE,0.103079303
3182,21:04.3,0.04,4.00E-07,7,3,-1,22,TRUE,0.018638186
3183,22:13.5,20,1.00E-06,0,16,3,205,FALSE,7.313503366
3184,22:15.9,0.4,4.00E-07,7,31,0,234,FALSE,0.126158526
3185,22:18.3,0.1,1.00E-07,7,15,6,77,FALSE,0.045543146
3186,22:19.6,0.02,2.00E-07,9,28,15,236,TRUE,0.010188502
3187,22:21.9,0.2,2.00E-07,6,11,14,94,FALSE,0.093338893
3188,23:09.1,10,5.00E-07,0,22,13,75,FALSE,3.053697153
3189,23:17.9,1,2.00E-07,5,45,6,171,FALSE,0.274535055
3190,23:19.0,0.004,4.00E-07,8,40,-1,17,FALSE,0.002037004
3191,23:20.3,0.02,2.00E-07,9,42,-3,185,FALSE,0.008068081
3192,23:31.4,2,4.00E-07,4,20,2,200,TRUE,0.559305312
3193,23:33.7,0.2,2.00E-07,3,11,12,0,FALSE,0.094547495
3194,23:44.4,2,4.00E-07,3,51,19,133,TRUE,0.708853342
3195,23:55.3,2,4.00E-07,3,44,17,170,FALSE,0.85235297
3196,24:10.7,4,8.00E-07,3,3,-3,233,TRUE,1.159452232
3197,24:19.1,1,2.00E-07,4,33,22,95,TRUE,0.293025859
3198,24:20.2,0.01,1.00E-07,8,22,0,58,TRUE,0.004787548
3199,24:53.2,2,4.00E-07,4,31,3,247,TRUE,
3200,24:56.1,0.02,2.00E-07,8,12,1,85,FALSE,0.006388064
3201,25:05.0,1,2.00E-07,3,41,20,89,FALSE,0.483719897
3202,25:52.5,10,5.00E-07,0,20,2,134,FALSE,5.019724751
3203,25:54.7,0.1,1.00E-07,4,3,4,9,TRUE,0.067827168
3204,26:38.1,10,5.00E-07,2,4,7,245,FALSE,
3205,27:02.3,4,8.00E-07,2,40,15,158,FALSE,1.459048292
3206,27:13.9,4,8.00E-07,3,4,8,250,TRUE,
3207,27:15.2,0.01,1.00E-07,9,49,3,61,FALSE,0.003106931
3208,27:26.3,2,4.00E-07,3,19,13,152,TRUE,0.790816158
