sample,time,window,precision,modulation,band,power,payload,tx2rxdone
8189,2018-06-02 04:46:44.715336,0.4,4.000040000400005e-06,6,36,21,97,0.09852098520985211
8190,2018-06-02 04:46:45.979004,0.4,4.000040000400005e-06,3,44,1,6,0.13547735477354775
8191,2018-06-02 04:46:53.164006,4.0,4.000004000004e-06,2,39,11,113,1.1313571313571313
8192,2018-06-02 04:46:54.160849,0.01,1.0001000100010001e-06,9,6,21,75,0.0037883788378837886
8193,2018-06-02 04:46:55.089638,0.004,4.004004004004004e-06,9,21,13,28,0.0019099099099099098
8194,2018-06-02 04:46:58.088963,1.0,1.000001000001e-06,4,0,1,87,0.2827252827252827
8195,2018-06-02 04:47:02.797276,2.0,2.000002000002e-06,3,39,17,118,0.6474566474566474
8196,2018-06-02 04:47:23.037780,10.0,2.00000040000008e-06,0,6,5,52,2.5620425124085027
8197,2018-06-02 04:47:30.226208,4.0,4.000004000004e-06,1,10,13,70,1.6897736897736897
8198,2018-06-02 04:47:33.154472,1.0,1.000001000001e-06,2,28,14,23,0.39407639407639405
8199,2018-06-02 04:47:53.895546,10.0,2.00000040000008e-06,0,13,-2,53,2.562080512416103
8200,2018-06-02 04:48:14.376366,10.0,2.00000040000008e-06,0,40,20,113,4.528148905629782
8201,2018-06-02 04:48:17.324862,1.0,1.000001000001e-06,4,3,11,123,0.3748853748853748
8202,2018-06-02 04:48:18.689244,0.4,4.000040000400005e-06,5,44,11,53,0.10565705657056572
8203,2018-06-02 04:48:39.275868,10.0,2.00000040000008e-06,0,38,14,112,4.5281129056225815
8204,2018-06-02 04:48:46.576452,4.0,4.000004000004e-06,2,45,9,98,1.0084730084730085
8205,2018-06-02 04:48:49.569083,1.0,1.000001000001e-06,3,27,-3,76,0.46307546307546305
8206,2018-06-02 04:48:50.548252,0.01,1.0001000100010001e-06,9,20,7,34,0.0021482148214821482
8207,2018-06-02 04:48:54.971189,2.0,2.000002000002e-06,3,24,22,88,0.5041545041545041
8208,2018-06-02 04:49:15.593949,10.0,2.00000040000008e-06,0,18,21,62,2.8897205779441157
8209,2018-06-02 04:49:19.893173,2.0,2.000002000002e-06,3,51,6,113,0.6269586269586269
8210,2018-06-02 04:49:20.875857,0.01,1.0001000100010001e-06,8,6,10,40,0.0037003700370037006
8211,2018-06-02 04:49:22.141402,0.4,4.000040000400005e-06,5,26,1,94,0.16705767057670579
8212,2018-06-02 04:49:23.100973,0.004,4.004004004004004e-06,9,12,16,14,0.0013493493493493493
8213,2018-06-02 04:49:27.555558,2.0,2.000002000002e-06,0,30,22,7,
8214,2018-06-02 04:49:28.858225,0.1,1.0000100001000012e-06,7,23,10,53,0.03531935319353194
8215,2018-06-02 04:49:29.823808,0.02,2.0002000200020003e-06,8,7,4,77,0.006070607060706071
8216,2018-06-02 04:49:37.208613,4.0,4.000004000004e-06,2,17,11,125,1.254109254109254
8217,2018-06-02 04:49:57.789249,10.0,2.00000040000008e-06,1,6,22,127,2.7546585509317105
8218,2018-06-02 04:50:18.350765,10.0,2.00000040000008e-06,1,49,15,117,2.5090405018081006
8219,2018-06-02 04:50:19.772090,0.2,2.0000200002000023e-06,7,20,19,93,0.055800558005580064
8220,2018-06-02 04:50:20.894083,0.2,2.0000200002000023e-06,7,13,16,87,0.05319853198531986
8221,2018-06-02 04:50:22.117131,0.2,2.0000200002000023e-06,5,26,20,31,0.07489474894748949
8222,2018-06-02 04:50:23.266917,0.2,2.0000200002000023e-06,6,4,19,82,0.0857228572285723
8223,2018-06-02 04:50:30.415046,4.0,4.000004000004e-06,0,26,11,36,
8224,2018-06-02 04:50:33.446597,1.0,1.000001000001e-06,2,22,20,17,0.35307735307735305
8225,2018-06-02 04:50:37.766087,2.0,2.000002000002e-06,1,32,4,10,0.6247586247586246
8226,2018-06-02 04:50:44.960040,4.0,4.000004000004e-06,1,8,5,49,1.28023328023328
8227,2018-06-02 04:50:45.967187,0.02,2.0002000200020003e-06,8,42,-3,87,0.006706670667066707
8228,2018-06-02 04:50:53.188410,4.0,4.000004000004e-06,1,31,-2,65,1.6078336078336077
8229,2018-06-02 04:51:13.915255,10.0,2.00000040000008e-06,0,1,19,48,2.3982404796480963
8230,2018-06-02 04:51:14.891508,0.004,4.004004004004004e-06,9,15,15,12,
8231,2018-06-02 04:51:17.819366,1.0,1.000001000001e-06,4,51,11,87,0.2827252827252827
8232,2018-06-02 04:51:20.841348,1.0,1.000001000001e-06,4,7,1,99,0.3134473134473134
8233,2018-06-02 04:51:22.176014,0.4,4.000040000400005e-06,4,23,3,42,0.15996959969599697
8234,2018-06-02 04:51:25.067032,1.0,1.000001000001e-06,2,37,7,21,0.39399639399639397
8235,2018-06-02 04:51:26.152674,0.1,1.0000100001000012e-06,5,30,6,11,0.04421544215442155
8236,2018-06-02 04:51:33.350127,4.0,4.000004000004e-06,0,47,4,23,1.5790495790495789
8237,2018-06-02 04:51:36.208318,1.0,1.000001000001e-06,3,42,3,73,0.4426554426554426
8238,2018-06-02 04:51:39.188957,1.0,1.000001000001e-06,4,0,11,121,0.3647263647263647
8239,2018-06-02 04:51:42.046685,1.0,1.000001000001e-06,4,30,12,95,0.30320630320630315
8240,2018-06-02 04:51:43.050509,0.01,1.0001000100010001e-06,9,49,4,94,0.004547454745474548
8241,2018-06-02 04:51:46.057671,1.0,1.000001000001e-06,3,49,6,75,0.4427364427364427
8242,2018-06-02 04:51:47.072745,0.02,2.0002000200020003e-06,8,48,3,112,0.008308830883088309
8243,2018-06-02 04:51:48.029633,0.02,2.0002000200020003e-06,9,35,1,103,0.004908490849084909
8244,2018-06-02 04:52:08.465926,10.0,2.00000040000008e-06,0,51,13,99,4.036670807334162
8245,2018-06-02 04:52:09.818943,0.4,4.000040000400005e-06,4,34,-3,41,0.15992959929599299
8246,2018-06-02 04:52:30.692801,10.0,2.00000040000008e-06,0,30,15,96,4.036552807310562
8247,2018-06-02 04:52:31.667428,0.04,4.0004000400040005e-06,6,14,2,2,0.01908190819081908
8248,2018-06-02 04:52:36.017697,2.0,2.000002000002e-06,3,16,1,110,0.6065346065346064
8249,2018-06-02 04:52:38.969424,1.0,1.000001000001e-06,2,49,21,9,0.27124227124227124
8250,2018-06-02 04:52:40.278698,0.4,4.000040000400005e-06,3,17,6,14,0.1764057640576406
8251,2018-06-02 04:52:43.303445,1.0,1.000001000001e-06,4,28,3,106,0.3238053238053238
8252,2018-06-02 04:52:47.766402,2.0,2.000002000002e-06,3,25,6,102,0.5656145656145656
8253,2018-06-02 04:52:48.745086,0.01,1.0001000100010001e-06,9,18,9,53,0.0029082908290829082
8254,2018-06-02 04:52:49.734812,0.01,1.0001000100010001e-06,8,42,2,45,0.004020402040204021
8255,2018-06-02 04:52:56.871412,4.0,4.000004000004e-06,2,26,20,113,1.1313531313531313
8256,2018-06-02 04:52:57.889017,0.02,2.0002000200020003e-06,8,44,19,116,0.008564856485648566
8257,2018-06-02 04:52:59.287928,0.2,2.0000200002000023e-06,5,38,14,34,0.07999879998799989
8258,2018-06-02 04:53:02.221466,1.0,1.000001000001e-06,1,31,0,0,
8259,2018-06-02 04:53:03.225452,0.01,1.0001000100010001e-06,9,36,3,80,0.003987398739873987
8260,2018-06-02 04:53:04.554399,0.4,4.000040000400005e-06,4,29,16,27,0.12912929129291295
8261,2018-06-02 04:53:05.762072,0.2,2.0000200002000023e-06,7,42,21,80,0.04937849378493786
8262,2018-06-02 04:53:06.900750,0.2,2.0000200002000023e-06,5,36,12,37,0.0851008510085101
8263,2018-06-02 04:53:07.895279,0.01,1.0001000100010001e-06,9,36,19,86,0.00422942294229423
8264,2018-06-02 04:53:09.235611,0.4,4.000040000400005e-06,5,31,14,68,0.12617326173261734
8265,2018-06-02 04:53:12.315444,1.0,1.000001000001e-06,3,41,-3,62,0.3813173813173813
8266,2018-06-02 04:53:13.360894,0.1,1.0000100001000012e-06,5,28,13,5,0.03401634016340164
8267,2018-06-02 04:53:14.346694,0.02,2.0002000200020003e-06,9,15,7,112,0.005268526852685269
8268,2018-06-02 04:53:15.284956,0.004,4.004004004004004e-06,9,29,0,21,0.0016296296296296295
8269,2018-06-02 04:53:16.632852,0.4,4.000040000400005e-06,5,50,6,82,0.14665346653466538
8270,2018-06-02 04:53:17.594576,0.004,4.004004004004004e-06,8,22,3,13,0.00196996996996997
8271,2018-06-02 04:53:52.265571,20.0,4.00000080000016e-06,0,25,11,124,4.855868971173795
8272,2018-06-02 04:53:56.556758,2.0,2.000002000002e-06,2,12,-2,65,0.7625947625947626
8273,2018-06-02 04:53:59.482693,1.0,1.000001000001e-06,2,21,9,33,0.47599647599647593
8274,2018-06-02 04:54:00.465079,0.01,1.0001000100010001e-06,9,25,3,36,0.002228222822282228
8275,2018-06-02 04:54:07.651044,4.0,4.000004000004e-06,2,20,4,127,1.254189254189254
8276,2018-06-02 04:54:09.097293,0.4,4.000040000400005e-06,6,16,17,125,0.12404124041240415
8277,2018-06-02 04:54:10.067290,0.004,4.004004004004004e-06,9,17,1,29,0.0019499499499499497
8278,2018-06-02 04:54:14.482822,2.0,2.000002000002e-06,0,35,-1,3,0.9236949236949236
8279,2018-06-02 04:54:15.479258,0.02,2.0002000200020003e-06,8,21,3,75,0.005940594059405941
8280,2018-06-02 04:54:19.928529,2.0,2.000002000002e-06,3,40,7,93,0.5246565246565246
8281,2018-06-02 04:54:21.294554,0.2,2.0000200002000023e-06,6,48,6,72,0.07800078000780009
8282,2018-06-02 04:54:22.249299,0.04,4.0004000400040005e-06,7,30,14,9,0.013501350135013503
8283,2018-06-02 04:54:23.299472,0.1,1.0000100001000012e-06,5,39,16,19,
8284,2018-06-02 04:54:24.666732,0.2,2.0000200002000023e-06,7,31,15,128,0.07372273722737228
8285,2018-06-02 04:54:26.071792,0.4,4.000040000400005e-06,6,42,-1,92,0.09588095880958811
8286,2018-06-02 04:54:27.307932,0.4,4.000040000400005e-06,4,20,18,24,0.11892918929189293
8287,2018-06-02 04:54:28.421021,0.2,2.0000200002000023e-06,6,44,4,49,0.057562575625756264
8288,2018-06-02 04:54:29.743036,0.4,4.000040000400005e-06,6,11,4,116,0.11636116361163613
8289,2018-06-02 04:54:30.767285,0.02,2.0002000200020003e-06,8,14,10,125,0.009142914291429143
8290,2018-06-02 04:54:31.685701,0.004,4.004004004004004e-06,9,37,22,20,
8291,2018-06-02 04:54:34.690832,1.0,1.000001000001e-06,4,23,10,117,0.35448435448435445
8292,2018-06-02 04:54:35.771403,0.1,1.0000100001000012e-06,5,3,2,18,
8293,2018-06-02 04:54:36.730140,0.01,1.0001000100010001e-06,9,50,0,53,0.0029072907290729074
8294,2018-06-02 04:54:44.083677,4.0,4.000004000004e-06,1,1,14,72,1.6898496898496898
8295,2018-06-02 04:54:46.996158,1.0,1.000001000001e-06,4,9,17,100,0.31348631348631345
8296,2018-06-02 04:54:51.347800,2.0,2.000002000002e-06,3,19,4,102,0.5656145656145656
8297,2018-06-02 04:54:54.280049,1.0,1.000001000001e-06,2,49,16,27,0.434996434996435
8298,2018-06-02 04:54:58.666996,2.0,2.000002000002e-06,2,31,11,85,0.9264349264349263
8299,2018-06-02 04:55:01.564594,1.0,1.000001000001e-06,3,20,1,63,0.4016584016584016
8300,2018-06-02 04:55:05.926133,2.0,2.000002000002e-06,1,10,12,34,
8301,2018-06-02 04:55:07.155916,0.4,4.000040000400005e-06,4,34,18,33,0.13944939449394497
8302,2018-06-02 04:55:11.591023,2.0,2.000002000002e-06,3,48,-3,120,0.6475386475386474
8303,2018-06-02 04:55:15.826262,2.0,2.000002000002e-06,2,6,-2,63,0.7217547217547217
8304,2018-06-02 04:55:17.041612,0.2,2.0000200002000023e-06,7,8,5,101,0.060840608406084074
8305,2018-06-02 04:55:24.259117,4.0,4.000004000004e-06,0,27,9,32,1.9066899066899066
8306,2018-06-02 04:55:44.838586,10.0,2.00000040000008e-06,0,28,21,48,2.3982404796480963
8307,2018-06-02 04:55:45.840256,0.02,2.0002000200020003e-06,8,4,8,74,0.005876587658765877
8308,2018-06-02 04:55:53.185763,4.0,4.000004000004e-06,2,4,-1,106,1.0903090903090902
8309,2018-06-02 04:55:54.186860,0.02,2.0002000200020003e-06,8,3,15,81,0.006322632263226323
8310,2018-06-02 04:55:55.129241,0.01,1.0001000100010001e-06,9,20,14,61,0.003227322732273227
8311,2018-06-02 04:55:56.450307,0.4,4.000040000400005e-06,3,16,21,12,0.15602156021560218
8312,2018-06-02 04:55:59.425884,1.0,1.000001000001e-06,2,28,8,18,0.3531183531183531
8313,2018-06-02 04:56:20.336071,10.0,2.00000040000008e-06,0,43,17,82,3.545076709015342
8314,2018-06-02 04:56:21.556560,0.1,1.0000100001000012e-06,7,31,-1,39,0.028864288642886433
8315,2018-06-02 04:56:25.928405,2.0,2.000002000002e-06,2,35,14,57,0.6807546807546807
8316,2018-06-02 04:56:30.191107,2.0,2.000002000002e-06,3,49,6,88,0.5041565041565041
8317,2018-06-02 04:56:51.009252,10.0,2.00000040000008e-06,0,44,4,53,2.562080512416103
8318,2018-06-02 04:56:55.352728,2.0,2.000002000002e-06,2,14,9,87,0.9265169265169264
8319,2018-06-02 04:56:56.328540,0.04,4.0004000400040005e-06,7,36,12,11,0.014761476147614761
8320,2018-06-02 04:56:57.491854,0.1,1.0000100001000012e-06,5,9,10,15,0.049355493554935556
8321,2018-06-02 04:56:58.493505,0.1,1.0000100001000012e-06,6,42,16,22,0.03452234522345224
8322,2018-06-02 04:56:59.438860,0.02,2.0002000200020003e-06,7,10,-1,2,0.009680968096809682
8323,2018-06-02 04:57:00.748331,0.4,4.000040000400005e-06,3,4,14,15,0.1764417644176442
8324,2018-06-02 04:57:01.995555,0.2,2.0000200002000023e-06,4,1,15,12,0.0882088820888209
8325,2018-06-02 04:57:02.978832,0.02,2.0002000200020003e-06,8,17,16,87,0.006708670867086709
8326,2018-06-02 04:57:04.479829,0.4,4.000040000400005e-06,5,32,7,56,0.11075710757107572
8327,2018-06-02 04:57:05.498159,0.02,2.0002000200020003e-06,9,45,4,110,0.005188518851885189
8328,2018-06-02 04:57:06.457850,0.04,4.0004000400040005e-06,7,20,11,9,0.013501350135013503
8329,2018-06-02 04:57:07.437229,0.01,1.0001000100010001e-06,8,13,18,45,0.004020402040204021
8330,2018-06-02 04:57:10.260298,1.0,1.000001000001e-06,2,37,14,20,0.3939563939563939
8331,2018-06-02 04:57:11.613061,0.4,4.000040000400005e-06,6,24,-1,122,0.12148121481214814
8332,2018-06-02 04:57:12.968132,0.4,4.000040000400005e-06,4,43,-3,46,0.170209702097021
8333,2018-06-02 04:57:14.303007,0.4,4.000040000400005e-06,5,39,16,84,0.15171751717517176
8334,2018-06-02 04:57:15.298005,0.02,2.0002000200020003e-06,8,18,5,67,0.00543054305430543
8335,2018-06-02 04:57:22.573363,4.0,4.000004000004e-06,1,19,1,80,1.8536498536498536
8336,2018-06-02 04:57:43.244384,10.0,2.00000040000008e-06,0,25,0,59,2.7259605451921094
8337,2018-06-02 04:57:44.224164,0.04,4.0004000400040005e-06,6,10,2,4,0.019157915791579157
8338,2018-06-02 04:57:45.212012,0.02,2.0002000200020003e-06,9,4,16,107,0.0050705070507050705
8339,2018-06-02 04:57:46.614445,0.2,2.0000200002000023e-06,6,42,5,50,0.06003860038600387
8340,2018-06-02 04:57:47.890807,0.4,4.000040000400005e-06,6,45,10,96,0.09848098480984811
8341,2018-06-02 04:58:08.590488,10.0,2.00000040000008e-06,0,2,14,57,2.725884545176909
8342,2018-06-02 04:58:09.952458,0.2,2.0000200002000023e-06,6,3,7,90,0.0933589335893359
8343,2018-06-02 04:58:12.842865,1.0,1.000001000001e-06,3,1,-3,74,0.44269744269744266
8344,2018-06-02 04:58:15.797691,1.0,1.000001000001e-06,2,33,17,8,0.2711992711992712
8345,2018-06-02 04:58:17.210394,0.4,4.000040000400005e-06,5,43,0,52,0.10561705617056172
8346,2018-06-02 04:58:18.642289,0.4,4.000040000400005e-06,6,46,13,127,0.12412124121241214
8347,2018-06-02 04:58:19.994268,0.4,4.000040000400005e-06,5,31,0,100,0.17726177261772622
8348,2018-06-02 04:58:40.952063,10.0,2.00000040000008e-06,0,29,-1,110,4.3643848728769745
8349,2018-06-02 04:58:43.863147,1.0,1.000001000001e-06,3,29,16,29,0.23789823789823789
8350,2018-06-02 04:59:04.630959,10.0,2.00000040000008e-06,1,50,11,115,2.5089625017925004
8351,2018-06-02 04:59:05.603492,0.004,4.004004004004004e-06,9,18,14,22,0.0016696696696696695
8352,2018-06-02 04:59:08.699591,1.0,1.000001000001e-06,4,50,8,126,0.37500437500437495
8353,2018-06-02 04:59:15.909732,4.0,4.000004000004e-06,0,1,12,35,1.9068099068099067
8354,2018-06-02 04:59:17.046542,0.1,1.0000100001000012e-06,7,7,15,33,0.02508125081250813
8355,2018-06-02 04:59:24.155793,4.0,4.000004000004e-06,1,46,19,62,1.525977525977526
8356,2018-06-02 04:59:44.842990,10.0,2.00000040000008e-06,0,32,1,53,2.5620825124165028
8357,2018-06-02 05:00:05.314823,10.0,2.00000040000008e-06,0,50,7,50,2.398322479664496
8358,2018-06-02 05:00:09.689236,2.0,2.000002000002e-06,3,47,21,87,0.5041145041145041
8359,2018-06-02 05:00:10.688502,0.02,2.0002000200020003e-06,8,22,-3,69,0.005556555655565557
8360,2018-06-02 05:00:11.923397,0.2,2.0000200002000023e-06,6,10,14,69,0.07544475444754449
8361,2018-06-02 05:00:12.886046,0.004,4.004004004004004e-06,9,9,3,17,0.0014694694694694693
8362,2018-06-02 05:00:14.246357,0.4,4.000040000400005e-06,5,11,11,106,0.1824778247782478
8363,2018-06-02 05:00:15.245886,0.02,2.0002000200020003e-06,8,28,3,82,0.006388638863886389
8364,2018-06-02 05:00:22.525711,4.0,4.000004000004e-06,2,49,17,115,1.1721891721891722
8365,2018-06-02 05:00:26.877939,2.0,2.000002000002e-06,3,43,-3,126,0.6883746883746883
8366,2018-06-02 05:00:27.872069,0.02,2.0002000200020003e-06,8,34,-1,63,0.005174517451745174
8367,2018-06-02 05:00:28.799080,0.01,1.0001000100010001e-06,8,32,22,19,0.0023572357235723575
8368,2018-06-02 05:00:36.028057,4.0,4.000004000004e-06,1,32,8,53,1.362137362137362
8369,2018-06-02 05:00:37.032043,0.01,1.0001000100010001e-06,9,27,20,77,0.0038683868386838686
8370,2018-06-02 05:00:38.219725,0.2,2.0000200002000023e-06,7,22,-2,101,0.060840608406084074
8371,2018-06-02 05:00:41.167564,1.0,1.000001000001e-06,3,5,8,47,0.3198213198213198
8372,2018-06-02 05:00:42.425322,0.2,2.0000200002000023e-06,5,33,2,39,0.0851788517885179
8373,2018-06-02 05:00:43.545570,0.2,2.0000200002000023e-06,4,31,10,8,0.07797077970779709
8374,2018-06-02 05:00:44.712302,0.2,2.0000200002000023e-06,4,8,22,20,
8375,2018-06-02 05:00:51.965137,4.0,4.000004000004e-06,1,6,9,61,1.5259335259335258
8376,2018-06-02 05:01:12.889251,10.0,2.00000040000008e-06,0,2,2,104,4.200504840100968
8377,2018-06-02 05:01:33.349357,10.0,2.00000040000008e-06,0,40,9,48,2.398246479649296
8378,2018-06-02 05:01:34.488665,0.1,1.0000100001000012e-06,7,18,3,37,0.027602276022760233
8379,2018-06-02 05:01:41.707214,4.0,4.000004000004e-06,1,14,20,54,1.362173362173362
8380,2018-06-02 05:01:46.094613,2.0,2.000002000002e-06,3,48,19,128,0.6884566884566884
8381,2018-06-02 05:02:06.936784,10.0,2.00000040000008e-06,0,30,21,75,3.217518643503729
8382,2018-06-02 05:02:14.148646,4.0,4.000004000004e-06,2,4,15,98,1.0084730084730085
8383,2018-06-02 05:02:17.302639,1.0,1.000001000001e-06,2,15,15,31,0.47591647591647585
8384,2018-06-02 05:02:18.280822,0.01,1.0001000100010001e-06,8,22,-2,39,0.0036363636363636364
8385,2018-06-02 05:02:19.209178,0.01,1.0001000100010001e-06,8,47,3,46,0.004084408440844085
8386,2018-06-02 05:02:22.230174,1.0,1.000001000001e-06,4,24,-3,58,0.2009282009282009
8387,2018-06-02 05:02:23.474213,0.2,2.0000200002000023e-06,6,2,2,88,0.0908389083890839
8388,2018-06-02 05:02:44.032708,10.0,2.00000040000008e-06,1,28,18,104,2.345042469008494
8389,2018-06-02 05:02:45.477818,0.4,4.000040000400005e-06,4,11,7,41,0.15992959929599299
8390,2018-06-02 05:03:06.208579,10.0,2.00000040000008e-06,1,17,6,124,2.672800534560107
8391,2018-06-02 05:03:07.635519,0.4,4.000040000400005e-06,3,25,5,13,0.1763657636576366
8392,2018-06-02 05:03:08.618805,0.01,1.0001000100010001e-06,8,32,4,49,0.004276427642764277
8393,2018-06-02 05:03:09.551925,0.004,4.004004004004004e-06,9,32,14,26,0.0018298298298298297
8394,2018-06-02 05:03:11.032577,0.4,4.000040000400005e-06,6,45,13,104,0.10612106121061213
8395,2018-06-02 05:03:31.472511,10.0,2.00000040000008e-06,0,49,11,79,3.3813186762637355
8396,2018-06-02 05:03:32.480388,0.01,1.0001000100010001e-06,9,12,-3,91,0.004428442844284428
8397,2018-06-02 05:03:33.612742,0.1,1.0000100001000012e-06,6,33,-2,34,0.044760447604476054
8398,2018-06-02 05:03:34.571501,0.004,4.004004004004004e-06,8,24,8,13,0.001973973973973974
8399,2018-06-02 05:03:37.658463,1.0,1.000001000001e-06,3,2,9,44,0.2993992993992994
8400,2018-06-02 05:03:38.649819,0.01,1.0001000100010001e-06,9,40,11,71,0.0036283628362836283
8401,2018-06-02 05:03:42.929653,2.0,2.000002000002e-06,1,39,14,29,0.9524749524749524
8402,2018-06-02 05:03:47.133348,2.0,2.000002000002e-06,0,23,7,9,
8403,2018-06-02 05:04:07.598944,10.0,2.00000040000008e-06,0,25,19,59,2.7259605451921094
8404,2018-06-02 05:04:11.923581,2.0,2.000002000002e-06,3,39,4,120,0.6475346475346475
8405,2018-06-02 05:04:13.206926,0.2,2.0000200002000023e-06,6,14,20,81,0.0856808568085681
8406,2018-06-02 05:04:14.242173,0.02,2.0002000200020003e-06,8,39,3,88,0.006770677067706771
8407,2018-06-02 05:04:15.153633,0.02,2.0002000200020003e-06,7,46,11,4,
8408,2018-06-02 05:04:19.423452,2.0,2.000002000002e-06,1,6,8,25,0.8705788705788705
8409,2018-06-02 05:04:20.825205,0.4,4.000040000400005e-06,6,12,16,119,0.11892118921189214
8410,2018-06-02 05:04:25.323183,2.0,2.000002000002e-06,3,18,20,127,0.6884166884166883
8411,2018-06-02 05:04:26.645764,0.4,4.000040000400005e-06,5,35,6,53,0.10565305653056532
8412,2018-06-02 05:04:31.120912,2.0,2.000002000002e-06,3,28,13,87,0.5041185041185041
8413,2018-06-02 05:04:34.133721,1.0,1.000001000001e-06,2,40,0,11,0.31208031208031206
8414,2018-06-02 05:04:35.414155,0.4,4.000040000400005e-06,5,37,19,58,0.11581715817158174
8415,2018-06-02 05:04:36.408990,0.02,2.0002000200020003e-06,8,16,-1,59,0.0049164916491649165
8416,2018-06-02 05:04:37.654122,0.2,2.0000200002000023e-06,6,15,7,48,0.05751857518575187
8417,2018-06-02 05:04:44.792440,4.0,4.000004000004e-06,1,6,22,67,1.6079096079096078
8418,2018-06-02 05:04:47.747491,1.0,1.000001000001e-06,4,7,0,70,0.23164923164923162
8419,2018-06-02 05:04:48.703817,0.002,2.002002002002002e-06,9,38,13,5,0.000988988988988989
8420,2018-06-02 05:04:50.039249,0.4,4.000040000400005e-06,6,44,18,127,0.12412124121241214
8421,2018-06-02 05:04:51.404849,0.4,4.000040000400005e-06,4,27,22,53,0.19064990649906502
8422,2018-06-02 05:04:54.564465,1.0,1.000001000001e-06,3,35,4,48,0.3198603198603198
8423,2018-06-02 05:05:01.750962,4.0,4.000004000004e-06,1,29,20,80,1.8536538536538534
8424,2018-06-02 05:05:03.185549,0.2,2.0000200002000023e-06,6,6,9,42,0.05240052400524006
8425,2018-06-02 05:05:23.772315,10.0,2.00000040000008e-06,1,35,-1,95,2.1812044362408876
8426,2018-06-02 05:05:25.077263,0.2,2.0000200002000023e-06,7,32,17,108,0.06348263482634828
8427,2018-06-02 05:05:45.612927,10.0,2.00000040000008e-06,0,32,4,67,3.0535566107113223
8428,2018-06-02 05:05:52.710910,4.0,4.000004000004e-06,1,7,-2,55,1.4439534439534438
8429,2018-06-02 05:05:53.754932,0.02,2.0002000200020003e-06,8,51,4,93,0.007090709070907091
8430,2018-06-02 05:05:54.958282,0.2,2.0000200002000023e-06,6,18,2,46,0.055004550045500464
8431,2018-06-02 05:05:56.190976,0.2,2.0000200002000023e-06,7,39,8,87,0.053202532025320264
8432,2018-06-02 05:06:17.004704,10.0,2.00000040000008e-06,0,30,21,46,2.398164479632896
8433,2018-06-02 05:06:18.256964,0.2,2.0000200002000023e-06,7,8,-3,95,0.057062570625706265
8434,2018-06-02 05:06:38.620013,10.0,2.00000040000008e-06,1,43,-2,88,2.0174484034896807
8435,2018-06-02 05:06:45.656555,4.0,4.000004000004e-06,0,22,12,16,1.415133415133415
8436,2018-06-02 05:06:46.936604,0.4,4.000040000400005e-06,5,31,20,63,0.12099720997209974
8437,2018-06-02 05:06:49.857848,1.0,1.000001000001e-06,2,25,21,13,0.31216131216131215
8438,2018-06-02 05:06:50.832958,0.01,1.0001000100010001e-06,8,15,16,39,0.0036353635363536355
8439,2018-06-02 05:06:52.192844,0.4,4.000040000400005e-06,4,31,10,30,0.12924929249292494
8440,2018-06-02 05:06:55.172600,1.0,1.000001000001e-06,2,27,-1,35,
8441,2018-06-02 05:06:56.298718,0.1,1.0000100001000012e-06,7,51,-3,29,0.02374223742237423
8442,2018-06-02 05:06:57.595206,0.2,2.0000200002000023e-06,7,42,19,114,0.06725867258672588
8443,2018-06-02 05:07:00.558354,1.0,1.000001000001e-06,4,22,2,128,0.3851643851643851
8444,2018-06-02 05:07:04.900895,2.0,2.000002000002e-06,2,48,20,74,0.8037168037168037
8445,2018-06-02 05:07:06.030987,0.2,2.0000200002000023e-06,4,4,17,7,0.07793077930779309
8446,2018-06-02 05:07:13.288103,4.0,4.000004000004e-06,0,49,-1,20,1.4152934152934151
8447,2018-06-02 05:07:14.622323,0.4,4.000040000400005e-06,5,1,19,91,0.16195761957619578
8448,2018-06-02 05:07:18.971640,2.0,2.000002000002e-06,3,33,4,123,0.6679546679546678
8449,2018-06-02 05:07:19.981697,0.02,2.0002000200020003e-06,8,42,15,95,0.007220722072207221
8450,2018-06-02 05:07:21.208330,0.4,4.000040000400005e-06,3,5,3,7,0.13552135521355216
8451,2018-06-02 05:07:22.278045,0.1,1.0000100001000012e-06,7,51,3,73,0.04555845558455585
8452,2018-06-02 05:07:23.245741,0.01,1.0001000100010001e-06,9,51,13,89,0.00434943494349435
8453,2018-06-02 05:07:27.717524,2.0,2.000002000002e-06,3,20,6,101,0.5655785655785656
8454,2018-06-02 05:07:28.968660,0.2,2.0000200002000023e-06,6,17,3,73,0.0780447804478045
8455,2018-06-02 05:07:33.583914,2.0,2.000002000002e-06,3,31,11,89,0.5041985041985042
8456,2018-06-02 05:07:34.584245,0.01,1.0001000100010001e-06,9,15,7,74,0.0037473747374737474
8457,2018-06-02 05:07:35.506447,0.01,1.0001000100010001e-06,8,30,8,27,0.0028682868286828683
8458,2018-06-02 05:07:36.615271,0.1,1.0000100001000012e-06,7,13,11,41,0.030120301203012036
8459,2018-06-02 05:07:43.849249,4.0,4.000004000004e-06,1,3,-1,70,1.6897736897736897
8460,2018-06-02 05:07:44.845995,0.02,2.0002000200020003e-06,8,26,16,63,0.0051725172517251726
8461,2018-06-02 05:07:51.993337,4.0,4.000004000004e-06,2,19,21,125,1.254113254113254
8462,2018-06-02 05:08:12.419030,10.0,2.00000040000008e-06,1,11,0,101,2.2631824526364905
8463,2018-06-02 05:08:32.854042,10.0,2.00000040000008e-06,0,5,-1,49,2.398280479656096
