sample,time,window,precision,modulation,band,power,payload,tx2rxdone
1603,2018-06-01 20:51:52.906823,0.01,1.0001000100010001e-06,9,15,-1,83,0.0041084108410841085
1604,2018-06-01 20:51:53.789874,0.01,1.0001000100010001e-06,9,2,22,38,0.002308230823082308
1605,2018-06-01 20:52:14.078802,10.0,2.00000040000008e-06,0,17,14,67,3.0535586107117223
1606,2018-06-01 20:52:15.040159,0.01,1.0001000100010001e-06,9,8,14,73,
1607,2018-06-01 20:52:16.350598,0.4,4.000040000400005e-06,3,20,10,8,0.13556135561355614
1608,2018-06-01 20:52:17.314055,0.01,1.0001000100010001e-06,9,1,5,97,0.004667466746674668
1609,2018-06-01 20:52:18.367001,0.1,1.0000100001000012e-06,6,45,7,12,0.026800268002680032
1610,2018-06-01 20:52:19.288698,0.02,2.0002000200020003e-06,8,15,14,69,0.0055545554555455545
1611,2018-06-01 20:52:20.154910,0.004,4.004004004004004e-06,8,48,17,10,0.0017817817817817817
1612,2018-06-01 20:52:27.292569,4.0,4.000004000004e-06,1,29,1,54,1.362173362173362
1613,2018-06-01 20:52:31.664026,2.0,2.000002000002e-06,2,24,0,84,0.8856328856328856
1614,2018-06-01 20:52:32.611617,0.01,1.0001000100010001e-06,8,8,10,55,0.004661466146614662
1615,2018-06-01 20:52:33.728721,0.2,2.0000200002000023e-06,6,13,18,67,0.07291872918729188
1616,2018-06-01 20:52:36.652348,1.0,1.000001000001e-06,1,45,17,8,
1617,2018-06-01 20:52:43.837998,4.0,4.000004000004e-06,2,1,3,100,1.0493130493130491
1618,2018-06-01 20:52:46.602679,1.0,1.000001000001e-06,1,47,14,4,0.461042461042461
1619,2018-06-01 20:52:53.857795,4.0,4.000004000004e-06,0,8,16,26,1.7428097428097427
1620,2018-06-01 20:52:54.823542,0.02,2.0002000200020003e-06,8,23,0,88,0.006770677067706771
1621,2018-06-01 20:52:55.741516,0.02,2.0002000200020003e-06,8,23,-1,112,0.008306830683068308
1622,2018-06-01 20:53:02.947338,4.0,4.000004000004e-06,1,19,21,45,1.1983371983371982
1623,2018-06-01 20:53:03.871632,0.004,4.004004004004004e-06,9,31,14,13,0.0013093093093093093
1624,2018-06-01 20:53:05.047276,0.4,4.000040000400005e-06,6,42,4,91,0.09339693396933971
1625,2018-06-01 20:53:07.941759,1.0,1.000001000001e-06,4,30,22,107,0.3339283339283339
1626,2018-06-01 20:53:12.166357,2.0,2.000002000002e-06,3,45,21,128,0.6884546884546884
1627,2018-06-01 20:53:46.602069,20.0,4.00000080000016e-06,0,16,17,128,5.019661003932201
1628,2018-06-01 20:53:47.969534,0.2,2.0000200002000023e-06,7,39,11,76,0.048040480404804055
1629,2018-06-01 20:53:48.909377,0.01,1.0001000100010001e-06,9,35,12,44,0.0025482548254825484
1630,2018-06-01 20:53:50.037604,0.1,1.0000100001000012e-06,7,26,5,41,0.030121301213012135
1631,2018-06-01 20:53:50.948282,0.01,1.0001000100010001e-06,9,21,14,88,0.00430943094309431
1632,2018-06-01 20:53:53.773998,1.0,1.000001000001e-06,5,5,11,120,0.20295620295620292
1633,2018-06-01 20:53:58.187411,2.0,2.000002000002e-06,2,32,2,60,0.7216367216367215
1634,2018-06-01 20:53:59.447281,0.2,2.0000200002000023e-06,7,40,9,100,0.05961859618596187
1635,2018-06-01 20:54:00.685768,0.2,2.0000200002000023e-06,7,22,-3,101,0.060840608406084074
1636,2018-06-01 20:54:21.296679,10.0,2.00000040000008e-06,1,25,1,128,2.75469855093971
1637,2018-06-01 20:54:25.651081,2.0,2.000002000002e-06,2,47,20,65,0.7625967625967626
1638,2018-06-01 20:54:26.900887,0.2,2.0000200002000023e-06,6,32,9,71,0.07796077960779609
1639,2018-06-01 20:54:28.186411,0.4,4.000040000400005e-06,6,22,12,106,0.10619706197061972
1640,2018-06-01 20:54:48.591121,10.0,2.00000040000008e-06,0,21,20,93,3.872796774559355
1641,2018-06-01 20:54:49.736444,0.2,2.0000200002000023e-06,5,31,11,32,0.07493674936749369
1642,2018-06-01 20:54:50.675936,0.02,2.0002000200020003e-06,9,46,1,115,0.005388538853885389
1643,2018-06-01 20:54:51.941098,0.2,2.0000200002000023e-06,7,25,6,128,0.07371873718737189
1644,2018-06-01 20:54:52.980462,0.2,2.0000200002000023e-06,4,15,16,4,0.06772867728677288
1645,2018-06-01 20:54:54.107516,0.2,2.0000200002000023e-06,7,29,17,88,0.05324453244532446
1646,2018-06-01 20:54:57.005699,1.0,1.000001000001e-06,2,4,5,8,0.27119827119827117
1647,2018-06-01 20:54:57.959776,0.01,1.0001000100010001e-06,9,49,1,67,0.0034683468346834684
1648,2018-06-01 20:55:02.308141,2.0,2.000002000002e-06,3,47,17,110,0.6065346065346064
1649,2018-06-01 20:55:06.614453,2.0,2.000002000002e-06,2,35,-2,74,0.8037148037148036
1650,2018-06-01 20:55:07.829215,0.1,1.0000100001000012e-06,7,10,6,57,0.03784037840378404
1651,2018-06-01 20:55:28.768273,10.0,2.00000040000008e-06,1,2,15,124,2.672800534560107
1652,2018-06-01 20:55:30.081160,0.2,2.0000200002000023e-06,6,25,19,45,0.05496054960549606
1653,2018-06-01 20:55:31.315702,0.4,4.000040000400005e-06,5,0,21,56,0.11075710757107572
1654,2018-06-01 20:55:32.529610,0.4,4.000040000400005e-06,5,36,18,78,0.14151341513415136
1655,2018-06-01 20:55:33.615902,0.2,2.0000200002000023e-06,4,33,17,5,0.06777067770677708
1656,2018-06-01 20:55:34.629284,0.1,1.0000100001000012e-06,7,40,20,53,0.03531935319353194
1657,2018-06-01 20:55:37.612935,1.0,1.000001000001e-06,4,7,-3,55,0.20080520080520078
1658,2018-06-01 20:55:58.301354,10.0,2.00000040000008e-06,1,16,2,107,2.345162469032494
1659,2018-06-01 20:55:59.664693,0.4,4.000040000400005e-06,5,25,15,54,0.10569705697056972
1660,2018-06-01 20:56:03.924520,2.0,2.000002000002e-06,3,14,18,96,0.545074545074545
1661,2018-06-01 20:56:10.989365,4.0,4.000004000004e-06,0,14,9,30,1.7429697429697428
1662,2018-06-01 20:56:11.939626,0.02,2.0002000200020003e-06,8,50,3,60,0.004978497849784979
1663,2018-06-01 20:56:13.165510,0.2,2.0000200002000023e-06,7,16,20,92,0.055760557605576064
1664,2018-06-01 20:56:17.474668,2.0,2.000002000002e-06,0,35,14,8,
1665,2018-06-01 20:56:21.709267,2.0,2.000002000002e-06,2,2,10,47,0.5988365988365988
1666,2018-06-01 20:56:42.160795,10.0,2.00000040000008e-06,0,25,2,111,4.528056905611382
1667,2018-06-01 20:56:43.138792,0.02,2.0002000200020003e-06,8,32,17,103,0.007732773277327733
1668,2018-06-01 20:56:44.062881,0.01,1.0001000100010001e-06,9,4,7,76,0.0038293829382938295
1669,2018-06-01 20:56:46.979033,1.0,1.000001000001e-06,3,29,-2,72,0.4426194426194426
1670,2018-06-01 20:56:54.205797,4.0,4.000004000004e-06,2,43,17,115,1.1721891721891722
1671,2018-06-01 20:56:58.572605,2.0,2.000002000002e-06,3,23,20,109,0.6064946064946064
1672,2018-06-01 20:56:59.515049,0.01,1.0001000100010001e-06,9,32,4,53,0.0029072907290729074
1673,2018-06-01 20:57:04.188243,2.0,2.000002000002e-06,2,5,-2,66,0.7626347626347626
1674,2018-06-01 20:57:05.110182,0.004,4.004004004004004e-06,9,8,6,31,
1675,2018-06-01 20:57:08.095270,1.0,1.000001000001e-06,4,16,3,71,0.24176524176524175
1676,2018-06-01 20:57:09.294471,0.2,2.0000200002000023e-06,7,47,-2,123,0.07115871158711588
1677,2018-06-01 20:57:10.417341,0.1,1.0000100001000012e-06,7,51,4,38,0.02763827638276383
1678,2018-06-01 20:57:11.317187,0.01,1.0001000100010001e-06,9,39,16,67,0.0034683468346834684
1679,2018-06-01 20:57:32.191585,10.0,2.00000040000008e-06,1,24,9,93,2.099384419876884
1680,2018-06-01 20:57:33.136814,0.01,1.0001000100010001e-06,9,44,18,41,0.0024292429242924293
1681,2018-06-01 20:57:34.004345,0.002,2.002002002002002e-06,9,3,2,5,0.000988988988988989
1682,2018-06-01 20:57:34.913873,0.01,1.0001000100010001e-06,9,30,13,71,0.0036283628362836283
1683,2018-06-01 20:57:37.793820,1.0,1.000001000001e-06,5,2,9,115,0.19777719777719777
1684,2018-06-01 20:57:38.784580,0.01,1.0001000100010001e-06,8,24,0,52,0.004468446844684468
1685,2018-06-01 20:57:39.672010,0.01,1.0001000100010001e-06,9,19,21,44,0.002547254725472547
1686,2018-06-01 20:58:00.325365,10.0,2.00000040000008e-06,0,35,5,52,2.5620425124085027
1687,2018-06-01 20:58:03.206477,1.0,1.000001000001e-06,3,42,6,52,0.3403173403173403
1688,2018-06-01 20:58:06.121573,1.0,1.000001000001e-06,5,28,3,115,0.19777419777419775
1689,2018-06-01 20:58:41.082034,20.0,4.00000080000016e-06,0,48,20,123,4.855828971165795
1690,2018-06-01 20:58:45.497232,2.0,2.000002000002e-06,3,45,9,115,0.627034627034627
1691,2018-06-01 20:58:46.463341,0.01,1.0001000100010001e-06,9,24,22,92,0.0044694469446944695
1692,2018-06-01 20:58:49.345387,1.0,1.000001000001e-06,2,49,12,26,0.43495643495643493
1693,2018-06-01 20:59:09.909512,10.0,2.00000040000008e-06,1,35,9,109,2.4269804853960975
1694,2018-06-01 20:59:12.931030,1.0,1.000001000001e-06,3,46,19,71,0.42227642227642226
1695,2018-06-01 20:59:14.114493,0.2,2.0000200002000023e-06,6,13,8,44,0.05492054920549206
1696,2018-06-01 20:59:15.373933,0.4,4.000040000400005e-06,6,41,4,99,0.10104501045010451
1697,2018-06-01 20:59:16.335251,0.01,1.0001000100010001e-06,9,2,12,87,0.004270427042704271
1698,2018-06-01 20:59:36.748176,10.0,2.00000040000008e-06,0,24,20,118,4.691990938398188
1699,2018-06-01 20:59:38.086863,0.2,2.0000200002000023e-06,4,6,7,22,
1700,2018-06-01 20:59:39.159655,0.2,2.0000200002000023e-06,6,6,22,73,0.07804278042780428
1701,2018-06-01 20:59:43.495368,2.0,2.000002000002e-06,2,40,14,76,0.8445528445528445
1702,2018-06-01 20:59:44.786536,0.4,4.000040000400005e-06,5,29,21,62,0.12095720957209574
1703,2018-06-01 20:59:45.722101,0.01,1.0001000100010001e-06,8,42,18,48,0.004212421242124212
1704,2018-06-01 20:59:52.962359,4.0,4.000004000004e-06,2,20,17,96,1.0083930083930084
1705,2018-06-01 20:59:57.233195,2.0,2.000002000002e-06,1,9,-3,28,0.9524389524389524
1706,2018-06-01 21:00:01.642521,2.0,2.000002000002e-06,3,1,12,101,0.5655745655745655
1707,2018-06-01 21:00:02.588030,0.01,1.0001000100010001e-06,8,44,10,53,0.004532453245324533
1708,2018-06-01 21:00:03.519603,0.02,2.0002000200020003e-06,8,49,6,109,0.008116811681168117
1709,2018-06-01 21:00:04.573277,0.1,1.0000100001000012e-06,6,47,12,35,0.047243472434724355
1710,2018-06-01 21:00:07.585285,1.0,1.000001000001e-06,4,18,0,97,0.30328630328630324
1711,2018-06-01 21:00:08.504646,0.004,4.004004004004004e-06,8,47,7,4,0.0013973973973973972
1712,2018-06-01 21:00:12.736045,2.0,2.000002000002e-06,0,33,16,2,0.9236569236569235
1713,2018-06-01 21:00:13.708223,0.02,2.0002000200020003e-06,8,25,11,97,0.007348734873487349
1714,2018-06-01 21:00:15.044137,0.4,4.000040000400005e-06,5,5,13,59,0.11585715857158574
1715,2018-06-01 21:00:16.041456,0.1,1.0000100001000012e-06,6,45,4,24,0.03703937039370394
1716,2018-06-01 21:00:17.354133,0.4,4.000040000400005e-06,4,45,11,24,0.11893318933189334
1717,2018-06-01 21:00:20.153158,1.0,1.000001000001e-06,5,16,0,111,0.19263819263819262
1718,2018-06-01 21:00:24.413993,2.0,2.000002000002e-06,2,40,17,91,0.9674309674309673
1719,2018-06-01 21:00:28.672036,2.0,2.000002000002e-06,2,29,18,76,0.8445548445548444
1720,2018-06-01 21:00:32.931244,2.0,2.000002000002e-06,1,38,18,12,0.6248366248366247
1721,2018-06-01 21:00:34.016717,0.1,1.0000100001000012e-06,5,28,0,15,0.049357493574935754
1722,2018-06-01 21:00:41.250917,4.0,4.000004000004e-06,0,35,2,39,
1723,2018-06-01 21:00:42.478018,0.2,2.0000200002000023e-06,4,13,20,13,0.0882468824688247
1724,2018-06-01 21:00:45.396187,1.0,1.000001000001e-06,3,41,21,37,0.2788172788172788
1725,2018-06-01 21:00:46.545989,0.1,1.0000100001000012e-06,6,40,1,10,0.024280242802428027
1726,2018-06-01 21:00:47.475533,0.02,2.0002000200020003e-06,8,43,9,109,0.008116811681168117
1727,2018-06-01 21:00:50.494714,1.0,1.000001000001e-06,3,9,5,58,0.3811573811573811
1728,2018-06-01 21:00:53.460034,1.0,1.000001000001e-06,3,27,10,32,0.2583202583202583
1729,2018-06-01 21:00:57.896624,2.0,2.000002000002e-06,1,14,8,17,0.7067807067807067
1730,2018-06-01 21:00:59.086074,0.2,2.0000200002000023e-06,5,5,20,29,0.06983669836698368
1731,2018-06-01 21:01:00.070199,0.1,1.0000100001000012e-06,7,35,14,23,0.019958199581995822
1732,2018-06-01 21:01:00.995443,0.01,1.0001000100010001e-06,8,16,8,21,0.0024832483248324834
1733,2018-06-01 21:01:01.881920,0.01,1.0001000100010001e-06,9,13,14,35,0.002188218821882188
1734,2018-06-01 21:01:02.926321,0.1,1.0000100001000012e-06,7,6,1,34,0.02630026300263003
1735,2018-06-01 21:01:05.878555,1.0,1.000001000001e-06,5,13,15,123,0.20805320805320804
1736,2018-06-01 21:01:06.896405,0.1,1.0000100001000012e-06,6,33,0,25,0.037081370813708145
1737,2018-06-01 21:01:11.211620,2.0,2.000002000002e-06,2,1,13,57,0.6807546807546807
1738,2018-06-01 21:01:15.365137,2.0,2.000002000002e-06,3,1,19,88,0.5041545041545041
1739,2018-06-01 21:01:19.586589,2.0,2.000002000002e-06,2,37,10,93,0.9675149675149675
1740,2018-06-01 21:01:20.544075,0.02,2.0002000200020003e-06,8,13,15,72,0.005748574857485748
1741,2018-06-01 21:01:21.446342,0.02,2.0002000200020003e-06,8,32,8,74,0.005874587458745875
1742,2018-06-01 21:01:22.457555,0.1,1.0000100001000012e-06,7,0,22,48,0.03276132761327614
1743,2018-06-01 21:01:25.334309,1.0,1.000001000001e-06,2,15,19,23,0.39407639407639405
1744,2018-06-01 21:01:26.301191,0.01,1.0001000100010001e-06,9,15,10,96,0.004627462746274628
1745,2018-06-01 21:01:47.061833,10.0,2.00000040000008e-06,1,14,5,93,2.099384419876884
1746,2018-06-01 21:01:48.139192,0.1,1.0000100001000012e-06,7,42,3,50,0.034018340183401836
1747,2018-06-01 21:01:49.133078,0.1,1.0000100001000012e-06,6,48,5,23,0.03700337003370034
1748,2018-06-01 21:01:50.116658,0.1,1.0000100001000012e-06,7,35,-3,68,0.04299942999429995
1749,2018-06-01 21:01:51.086632,0.1,1.0000100001000012e-06,6,26,10,36,0.04728147281472816
1750,2018-06-01 21:01:58.182411,4.0,4.000004000004e-06,0,14,19,28,1.7428897428897427
1751,2018-06-01 21:02:00.976253,1.0,1.000001000001e-06,3,51,21,40,0.2992382992382992
1752,2018-06-01 21:02:01.913999,0.01,1.0001000100010001e-06,8,10,21,48,0.004211421142114212
1753,2018-06-01 21:02:02.815293,0.01,1.0001000100010001e-06,9,6,17,80,0.0039883988398839885
1754,2018-06-01 21:02:03.856547,0.1,1.0000100001000012e-06,5,7,9,7,0.03907739077390775
1755,2018-06-01 21:02:08.282142,2.0,2.000002000002e-06,3,17,8,109,0.6064986064986064
1756,2018-06-01 21:02:09.249705,0.02,2.0002000200020003e-06,8,5,0,80,0.0062606260626062605
1757,2018-06-01 21:02:13.635515,2.0,2.000002000002e-06,2,25,3,88,0.9265549265549264
1758,2018-06-01 21:02:16.479903,1.0,1.000001000001e-06,3,34,16,55,0.3607373607373607
1759,2018-06-01 21:02:17.743093,0.4,4.000040000400005e-06,3,30,14,12,0.15602556025560257
1760,2018-06-01 21:02:18.943342,0.4,4.000040000400005e-06,4,21,11,42,0.15996559965599658
1761,2018-06-01 21:02:39.762729,10.0,2.00000040000008e-06,0,4,15,105,4.200552840110569
1762,2018-06-01 21:02:46.898759,4.0,4.000004000004e-06,2,16,19,110,1.1312331312331312
1763,2018-06-01 21:03:07.405826,10.0,2.00000040000008e-06,1,50,2,90,2.017528403505681
1764,2018-06-01 21:03:08.648210,0.2,2.0000200002000023e-06,6,28,4,51,0.060078600786007866
1765,2018-06-01 21:03:09.881904,0.4,4.000040000400005e-06,4,45,9,27,0.12912929129291295
1766,2018-06-01 21:03:16.944558,4.0,4.000004000004e-06,0,32,22,16,1.415133415133415
1767,2018-06-01 21:03:17.870754,0.004,4.004004004004004e-06,8,40,10,13,0.001977977977977978
1768,2018-06-01 21:03:19.031723,0.2,2.0000200002000023e-06,6,37,10,62,0.07027870278702789
1769,2018-06-01 21:03:26.147696,4.0,4.000004000004e-06,2,38,11,120,1.213153213153213
1770,2018-06-01 21:03:27.087401,0.01,1.0001000100010001e-06,9,17,5,47,0.0026682668266826684
1771,2018-06-01 21:03:34.220797,4.0,4.000004000004e-06,0,36,21,11,1.251293251293251
1772,2018-06-01 21:03:35.457016,0.4,4.000040000400005e-06,6,20,8,118,0.11644516445164453
1773,2018-06-01 21:03:36.436415,0.02,2.0002000200020003e-06,9,7,21,124,0.005748574857485748
1774,2018-06-01 21:03:37.680123,0.4,4.000040000400005e-06,6,50,22,102,0.10360103601036012
1775,2018-06-01 21:03:38.640685,0.01,1.0001000100010001e-06,9,24,5,79,0.0039483948394839485
1776,2018-06-01 21:03:39.527669,0.01,1.0001000100010001e-06,9,37,14,40,0.0023872387238723872
1777,2018-06-01 21:04:00.080600,10.0,2.00000040000008e-06,1,23,8,115,2.5089605017921004
1778,2018-06-01 21:04:04.269096,2.0,2.000002000002e-06,2,30,14,56,0.6807166807166807
1779,2018-06-01 21:04:05.213724,0.01,1.0001000100010001e-06,8,47,9,45,0.0040194019401940196
1780,2018-06-01 21:04:25.525978,10.0,2.00000040000008e-06,1,24,4,126,2.672878534575707
1781,2018-06-01 21:04:26.504872,0.02,2.0002000200020003e-06,8,8,0,98,0.007412741274127413
1782,2018-06-01 21:04:46.963799,10.0,2.00000040000008e-06,0,15,22,108,4.364310872862175
1783,2018-06-01 21:04:49.745991,1.0,1.000001000001e-06,2,44,2,38,
1784,2018-06-01 21:04:54.011306,2.0,2.000002000002e-06,1,21,0,15,0.7066987066987066
1785,2018-06-01 21:05:14.463310,10.0,2.00000040000008e-06,1,38,11,99,2.1813624362724875
1786,2018-06-01 21:05:15.437880,0.02,2.0002000200020003e-06,8,35,11,96,0.007280728072807281
1787,2018-06-01 21:05:35.928937,10.0,2.00000040000008e-06,0,24,9,58,2.7259185451837094
1788,2018-06-01 21:05:37.269030,0.1,1.0000100001000012e-06,6,51,-3,38,0.04979849798497986
1789,2018-06-01 21:05:40.287749,1.0,1.000001000001e-06,5,38,9,112,0.19267619267619265
1790,2018-06-01 21:05:44.580180,2.0,2.000002000002e-06,2,14,0,63,0.7217527217527216
1791,2018-06-01 21:05:45.503004,0.004,4.004004004004004e-06,9,26,8,14,0.0013453453453453452
1792,2018-06-01 21:05:46.577651,0.1,1.0000100001000012e-06,7,30,18,69,0.04421944219442195
1793,2018-06-01 21:05:49.565879,1.0,1.000001000001e-06,4,38,16,101,0.3135253135253135
1794,2018-06-01 21:05:52.445619,1.0,1.000001000001e-06,3,41,-1,35,0.2584382584382584
1795,2018-06-01 21:05:53.426807,0.02,2.0002000200020003e-06,8,20,13,128,0.009332933293329333
1796,2018-06-01 21:05:54.336333,0.02,2.0002000200020003e-06,8,15,17,120,0.00882088208820882
1797,2018-06-01 21:05:55.232001,0.004,4.004004004004004e-06,9,46,10,29,0.0019459459459459458
1798,2018-06-01 21:06:02.431062,4.0,4.000004000004e-06,2,49,-3,113,1.1313531313531313
1799,2018-06-01 21:06:03.419819,0.01,1.0001000100010001e-06,9,21,8,54,0.0029472947294729474
1800,2018-06-01 21:06:04.515136,0.1,1.0000100001000012e-06,6,10,-3,35,0.04724047240472405
1801,2018-06-01 21:06:05.453836,0.02,2.0002000200020003e-06,8,28,22,124,0.009076907690769078
1802,2018-06-01 21:06:06.741187,0.4,4.000040000400005e-06,5,46,3,88,0.15685756857568578
1803,2018-06-01 21:06:11.095331,2.0,2.000002000002e-06,1,51,4,32,
1804,2018-06-01 21:06:13.978677,1.0,1.000001000001e-06,4,22,11,81,0.2623272623272623
1805,2018-06-01 21:06:21.052852,4.0,4.000004000004e-06,1,0,8,77,1.8535258535258534
1806,2018-06-01 21:06:22.374531,0.2,2.0000200002000023e-06,7,23,4,80,0.04937849378493786
1807,2018-06-01 21:06:23.682990,0.4,4.000040000400005e-06,3,27,15,14,0.17639776397763982
1808,2018-06-01 21:06:24.639261,0.01,1.0001000100010001e-06,9,0,12,83,
1809,2018-06-01 21:06:27.527217,1.0,1.000001000001e-06,4,11,-3,97,0.30328530328530323
1810,2018-06-01 21:06:28.472599,0.01,1.0001000100010001e-06,9,19,14,40,0.00239023902390239
1811,2018-06-01 21:06:29.786645,0.4,4.000040000400005e-06,6,25,6,100,0.10107701077010772
1812,2018-06-01 21:06:36.858256,4.0,4.000004000004e-06,0,15,2,40,
1813,2018-06-01 21:06:39.850614,1.0,1.000001000001e-06,1,17,-2,3,0.46099946099946093
1814,2018-06-01 21:06:40.803931,0.02,2.0002000200020003e-06,8,1,0,63,0.0051725172517251726
1815,2018-06-01 21:06:42.000806,0.4,4.000040000400005e-06,6,42,17,94,0.09596095960959611
1816,2018-06-01 21:06:46.337181,2.0,2.000002000002e-06,3,2,12,125,0.6680326680326679
1817,2018-06-01 21:06:47.562442,0.4,4.000040000400005e-06,6,4,1,109,0.10876108761087612
1818,2018-06-01 21:07:07.982252,10.0,2.00000040000008e-06,0,32,20,90,3.7090387418077486
1819,2018-06-01 21:07:12.273164,2.0,2.000002000002e-06,2,34,20,73,0.8036728036728036
1820,2018-06-01 21:07:32.907797,10.0,2.00000040000008e-06,0,5,21,100,4.036714807342962
1821,2018-06-01 21:08:07.428142,20.0,4.00000080000016e-06,0,31,6,125,4.855904971180995
1822,2018-06-01 21:08:08.671021,0.2,2.0000200002000023e-06,6,5,5,49,0.057562575625756264
1823,2018-06-01 21:08:09.605089,0.01,1.0001000100010001e-06,9,50,16,40,0.0023872387238723872
1824,2018-06-01 21:08:10.967855,0.4,4.000040000400005e-06,5,9,16,58,0.11582115821158213
1825,2018-06-01 21:08:13.854610,1.0,1.000001000001e-06,2,29,13,36,
1826,2018-06-01 21:08:14.958624,0.2,2.0000200002000023e-06,7,11,19,113,0.06604266042660428
1827,2018-06-01 21:08:16.139153,0.2,2.0000200002000023e-06,6,1,18,58,0.06523865238652388
1828,2018-06-01 21:08:20.491900,2.0,2.000002000002e-06,1,46,21,23,0.8704988704988704
1829,2018-06-01 21:08:24.714122,2.0,2.000002000002e-06,2,17,10,46,0.5987945987945987
1830,2018-06-01 21:08:25.885655,0.1,1.0000100001000012e-06,6,24,14,22,0.03452034520345204
1831,2018-06-01 21:08:28.810657,1.0,1.000001000001e-06,3,15,11,66,0.4017764017764017
1832,2018-06-01 21:08:49.440144,10.0,2.00000040000008e-06,0,43,14,114,4.528188905637782
1833,2018-06-01 21:08:50.793787,0.4,4.000040000400005e-06,4,41,21,36,0.14964549645496458
1834,2018-06-01 21:08:55.134524,2.0,2.000002000002e-06,2,12,4,76,0.8445528445528445
1835,2018-06-01 21:08:58.043152,1.0,1.000001000001e-06,3,37,22,69,0.42219942219942214
1836,2018-06-01 21:08:59.281766,0.4,4.000040000400005e-06,6,21,16,103,0.10364103641036412
1837,2018-06-01 21:09:00.571279,0.4,4.000040000400005e-06,5,34,-3,52,0.10561705617056172
1838,2018-06-01 21:09:01.567038,0.02,2.0002000200020003e-06,8,1,19,84,0.0065166516651665165
1839,2018-06-01 21:09:02.787099,0.2,2.0000200002000023e-06,5,21,6,27,0.06975669756697568
1840,2018-06-01 21:09:03.705904,0.02,2.0002000200020003e-06,8,32,10,88,0.0067726772677267726
1841,2018-06-01 21:09:08.067618,2.0,2.000002000002e-06,2,22,3,87,0.9265129265129264
1842,2018-06-01 21:09:10.972220,1.0,1.000001000001e-06,3,22,17,40,0.2992362992362992
1843,2018-06-01 21:09:11.907788,0.01,1.0001000100010001e-06,9,23,1,38,0.0023072307230723073
