sample,time,window,precision,modulation,band,power,payload,measured
7559,45:57.1,1,5.00E-08,0,15,22,254,0.759867188
7560,45:58.8,0.002,2.00E-08,9,10,-13,225,0.000624006
7561,46:27.2,1,5.00E-08,0,37,-2,133,0.759866888
7562,46:55.4,1,5.00E-08,1,15,-5,90,0.379069619
7563,47:23.8,1,5.00E-08,0,35,16,227,0.759868738
5674,54:45.2,0.04,4.00E-08,5,24,20,242,0.023739064
5752,07:05.6,0.4,8.00E-08,2,32,-5,88,0.189185958
7566,48:02.7,1,5.00E-08,1,1,-6,219,0.379072269
7567,48:31.0,1,5.00E-08,1,49,12,246,0.379072519
7568,48:59.6,1,5.00E-08,0,27,12,223,0.759865938
7569,49:27.9,1,5.00E-08,0,36,17,83,0.759866338
7570,49:56.6,1,5.00E-08,1,35,13,89,0.379071469
6832,03:10.8,0.04,4.00E-08,5,19,15,208,0.023739064
7572,50:27.4,1,5.00E-08,1,27,3,189,0.379072419
7841,37:37.2,0.04,4.00E-08,5,5,18,233,0.023739064
4152,02:35.8,0.04,4.00E-08,6,16,-12,80,0.014051774
7575,50:35.4,0.02,2.00E-08,7,30,11,91,0.007168667
7576,51:03.8,1,5.00E-08,1,6,-17,237,0.379070119
7577,51:05.5,0.002,2.00E-08,9,28,-15,224,0.000624106
6754,49:11.1,0.04,4.00E-08,6,17,18,78,0.014051774
7579,51:10.7,0.02,2.00E-08,7,22,0,223,0.007173207
7580,51:38.5,1,5.00E-08,1,35,12,29,0.379070319
7581,52:06.0,1,5.00E-08,1,7,13,159,0.379069519
7582,52:07.6,0.002,2.00E-08,8,12,-12,211,0.000907169
7864,41:57.9,0.04,4.00E-08,5,22,-10,42,0.023739064
7584,52:38.4,1,5.00E-08,1,18,17,113,0.379070119
7585,52:41.1,0.02,2.00E-08,7,5,1,39,0.007168027
7586,53:09.6,1,5.00E-08,0,0,1,1,0.759869238
7587,53:37.8,1,5.00E-08,1,20,14,114,0.379070019
7588,53:46.0,0.1,2.00E-08,4,50,4,67,0.047281909
8172,27:45.0,0.04,4.00E-08,5,30,12,27,0.023739064
7590,53:56.8,0.1,2.00E-08,4,35,13,155,0.047281609
7591,53:58.3,0.002,2.00E-08,9,37,20,109,0.000623426
7592,54:26.4,1,5.00E-08,0,24,6,149,0.759867488
7593,54:34.3,0.1,2.00E-08,4,46,-8,30,0.047279989
7594,54:35.8,0.002,2.00E-08,9,35,-7,58,0.000623866
7595,54:37.2,0.002,2.00E-08,8,3,8,30,0.000906489
1926,19:27.5,0.2,4.00E-08,3,10,22,78,0.094498619
7597,54:47.5,0.02,2.00E-08,7,1,-15,116,0.007168687
7544,43:22.3,0.04,4.00E-08,6,33,8,245,0.014051774
7599,54:57.8,0.1,2.00E-08,4,33,-14,220,0.047282749
7600,55:00.5,0.02,2.00E-08,7,24,-8,48,0.007169407
6407,52:26.5,0.4,8.00E-08,2,39,12,9,0.189185958
7602,55:10.1,0.002,2.00E-08,8,7,-14,185,0.000906929
1272,38:48.6,0.04,4.00E-08,5,8,-8,31,0.023739104
2540,55:00.6,0.04,4.00E-08,5,28,-1,49,0.023739104
7605,55:17.0,0.002,2.00E-08,9,41,-16,148,0.000624326
2620,06:51.8,0.04,4.00E-08,6,2,5,234,0.014051814
4262,18:26.9,0.04,4.00E-08,5,43,0,147,0.023739104
3309,53:00.2,0.04,4.00E-08,6,38,-9,210,0.014051814
5190,44:35.2,0.04,4.00E-08,5,4,-4,57,0.023739104
3592,33:01.2,0.2,4.00E-08,3,32,-13,16,0.094498619
7611,56:03.6,1,5.00E-08,0,36,-2,105,0.759869088
7612,56:05.4,0.002,2.00E-08,8,9,-9,185,0.000905789
6702,42:00.8,0.2,4.00E-08,3,23,8,205,0.094498619
7614,56:14.7,0.002,2.00E-08,8,37,22,234,0.000905529
7615,56:42.8,1,5.00E-08,1,47,12,31,0.379070569
7616,57:10.5,1,5.00E-08,1,5,-14,254,0.379072819
7617,57:18.4,0.1,2.00E-08,4,48,-7,63,0.047281409
7618,57:20.1,0.002,2.00E-08,9,32,13,147,0.000624686
5908,33:48.3,0.04,4.00E-08,6,18,-12,60,0.014051814
7620,57:24.4,0.002,2.00E-08,8,2,0,34,0.000905129
7113,40:10.2,0.04,4.00E-08,6,0,-4,31,0.014051814
7622,57:55.8,1,5.00E-08,0,43,-5,142,0.759867788
7623,58:23.6,1,5.00E-08,0,41,21,139,0.759871388
7624,58:52.0,1,5.00E-08,1,31,19,226,0.379074219
7625,58:53.6,0.002,2.00E-08,8,19,9,115,0.000906169
7327,09:40.3,0.04,4.00E-08,6,20,4,216,0.014051814
7627,58:58.8,0.02,2.00E-08,7,10,19,218,0.007172487
7628,59:00.3,0.002,2.00E-08,8,12,-3,138,0.000906669
7629,59:08.3,0.1,2.00E-08,4,32,7,90,0.047281749
7630,59:35.8,1,5.00E-08,1,25,4,170,0.379075019
7631,59:37.4,0.002,2.00E-08,8,25,-1,88,0.000905569
7632,59:38.8,0.002,2.00E-08,9,34,-7,237,0.000624166
7766,21:07.5,0.04,4.00E-08,6,35,1,176,0.014051814
8029,07:15.4,0.04,4.00E-08,6,30,16,74,0.014051814
7635,59:46.7,0.02,2.00E-08,7,47,15,230,0.007171427
7636,59:49.3,0.02,2.00E-08,7,2,-17,117,0.007169267
6272,32:36.7,0.04,4.00E-08,5,22,-14,213,0.023739104
3176,32:31.6,0.2,4.00E-08,3,36,16,99,0.094498659
6858,08:22.0,0.04,4.00E-08,5,18,-5,149,0.023739104
7640,00:30.9,1,5.00E-08,0,44,8,117,0.759869638
6959,20:07.5,0.2,4.00E-08,3,36,11,250,0.094498659
7642,01:06.1,1,5.00E-08,1,31,-9,93,0.379069919
9194,05:27.4,0.04,4.00E-08,6,22,7,180,0.014051814
7644,01:37.2,1,5.00E-08,0,33,14,228,0.759867588
7645,02:06.1,1,5.00E-08,1,28,3,226,0.379073419
2463,45:23.2,0.04,4.00E-08,6,39,16,97,0.014051854
7647,02:10.3,0.002,2.00E-08,8,15,-7,215,0.000904569
2776,32:19.7,0.04,4.00E-08,6,42,4,12,0.014051854
7649,02:14.7,0.002,2.00E-08,8,24,-10,176,0.000905989
3902,23:35.7,0.04,4.00E-08,6,37,5,14,0.014051854
2535,54:16.3,0.2,4.00E-08,3,41,3,50,0.094498699
9186,04:02.0,0.04,4.00E-08,5,10,5,222,0.023739104
7653,02:30.4,0.02,2.00E-08,7,35,9,137,0.007169427
7654,02:31.9,0.002,2.00E-08,9,13,-4,156,0.000625066
7655,03:00.5,1,5.00E-08,0,23,-6,205,0.759870488
7656,03:02.3,0.002,2.00E-08,8,40,0,251,0.000904729
451,36:15.2,0.4,8.00E-08,2,25,13,171,0.189186038
5606,44:18.5,0.2,4.00E-08,3,9,2,30,0.094498699
7659,03:26.2,0.1,2.00E-08,4,38,22,236,0.047280489
7660,03:29.2,0.02,2.00E-08,7,13,-8,220,0.007168947
7661,03:57.5,1,5.00E-08,1,35,3,143,0.379070969
1346,52:33.6,0.4,8.00E-08,2,9,-6,97,0.189186038
7663,04:07.2,0.002,2.00E-08,8,27,3,193,0.000904809
7664,04:15.0,0.1,2.00E-08,4,31,-11,109,0.047281829
241,48:40.6,0.04,4.00E-08,5,5,17,121,0.023739184
7016,28:13.6,0.2,4.00E-08,3,9,10,36,0.094498699
7667,04:27.2,0.002,2.00E-08,8,50,-17,223,0.000907369
4595,12:01.5,0.04,4.00E-08,6,45,-14,55,0.014051854
7669,04:58.2,1,5.00E-08,0,26,12,231,0.759869338
7670,05:00.9,0.02,2.00E-08,7,48,-16,237,0.007170727
7671,05:28.7,1,5.00E-08,1,50,4,117,0.379072969
7672,05:31.5,0.02,2.00E-08,7,24,19,152,0.007169827
7226,56:57.3,0.04,4.00E-08,6,14,-9,108,0.014051854
8770,57:51.7,0.2,4.00E-08,3,8,-7,64,0.094498699
7675,06:09.8,1,5.00E-08,1,5,17,68,0.379069219
7676,06:38.6,1,5.00E-08,0,24,20,92,0.759867238
2270,15:21.7,0.4,8.00E-08,2,22,-9,205,0.189186038
7678,06:48.1,0.002,2.00E-08,9,12,15,239,0.000625046
173,37:54.9,0.2,4.00E-08,3,51,15,23,0.094498739
7680,06:57.4,0.002,2.00E-08,9,43,22,44,0.000625526
7681,06:58.9,0.002,2.00E-08,9,2,1,194,0.000625686
2770,31:02.9,0.2,4.00E-08,3,0,4,221,0.094498739
7732,17:28.1,0.04,4.00E-08,6,26,-3,135,0.014051854
7684,07:37.7,1,5.00E-08,0,28,-1,130,0.759867388
4998,13:29.7,0.2,4.00E-08,3,34,-15,168,0.094498739
2866,44:37.9,0.04,4.00E-08,6,10,-13,47,0.014051894
8818,03:09.3,0.2,4.00E-08,3,8,-15,161,0.094498739
9617,05:08.3,0.2,4.00E-08,3,49,11,72,0.094498739
7689,08:32.8,1,5.00E-08,1,23,-9,241,0.379072019
143,34:15.2,0.2,4.00E-08,3,33,-11,32,0.094498779
7691,08:42.3,0.002,2.00E-08,9,44,-9,55,0.000624366
7692,09:10.5,1,5.00E-08,1,35,20,155,0.379069669
7693,09:38.3,1,5.00E-08,1,31,-11,148,0.379072069
7694,09:40.8,0.02,2.00E-08,7,27,-8,18,0.007167847
7695,09:48.7,0.1,2.00E-08,4,40,-12,180,0.047279829
7696,10:17.1,1,5.00E-08,1,29,-16,19,0.379069619
7697,10:45.7,1,5.00E-08,1,12,5,98,0.379071569
7698,10:48.4,0.02,2.00E-08,7,29,-4,157,0.007172007
3606,35:46.8,0.4,8.00E-08,2,36,10,140,0.189186038
7700,11:24.9,1,5.00E-08,1,47,-2,47,0.379069319
4902,55:50.2,0.4,8.00E-08,2,0,2,150,0.189186038
7702,12:01.2,1,5.00E-08,0,38,11,108,0.759868638
7703,12:29.6,1,5.00E-08,0,6,-8,54,0.759866238
7704,12:58.0,1,5.00E-08,1,42,-8,72,0.379074269
7705,12:59.6,0.002,2.00E-08,8,37,5,26,0.000905889
2366,31:36.0,0.04,4.00E-08,5,23,16,180,0.023739184
3519,22:31.3,0.04,4.00E-08,6,11,-9,44,0.014051894
7708,13:33.4,1,5.00E-08,1,19,-3,192,0.379070319
7709,13:35.1,0.002,2.00E-08,9,45,4,140,0.000624946
7710,14:03.4,1,5.00E-08,0,35,10,156,0.759868038
7711,14:11.2,0.1,2.00E-08,4,15,-8,57,0.047280009
6811,58:46.3,0.4,8.00E-08,2,21,-10,61,0.189186038
7713,14:20.9,0.002,2.00E-08,8,29,-11,9,0.000906269
7714,14:22.3,0.002,2.00E-08,8,5,0,171,0.000907029
7715,14:30.2,0.1,2.00E-08,4,49,-6,160,0.047286989
1072,10:34.1,0.2,4.00E-08,3,28,-3,57,0.094498779
7717,14:40.7,0.02,2.00E-08,7,47,17,160,0.007170087
8941,25:09.1,0.4,8.00E-08,2,5,-12,12,0.189186038
7719,14:50.3,0.002,2.00E-08,9,2,-17,51,0.000625146
7720,14:57.9,0.1,2.00E-08,4,20,-17,75,0.047280349
2680,17:17.5,0.2,4.00E-08,3,11,11,124,0.094498779
7722,15:33.6,1,5.00E-08,1,33,5,182,0.379074369
7723,15:36.3,0.02,2.00E-08,7,17,-9,189,0.007168327
2837,41:03.4,0.2,4.00E-08,3,18,12,65,0.094498779
7725,16:12.5,1,5.00E-08,1,3,6,144,0.379072519
7726,16:41.5,1,5.00E-08,1,51,-11,150,0.379069369
4837,46:03.3,0.04,4.00E-08,5,46,22,208,0.023739184
7728,16:46.8,0.02,2.00E-08,7,33,-13,122,0.007170287
7729,16:48.3,0.002,2.00E-08,9,26,20,106,0.000623986
7730,17:16.8,1,5.00E-08,0,4,-7,40,0.759870638
355,13:19.3,0.4,8.00E-08,2,28,-17,159,0.189186118
5433,19:14.4,0.04,4.00E-08,6,9,-8,111,0.014051894
6539,14:12.8,0.04,4.00E-08,5,10,13,48,0.023739184
7734,17:33.5,0.02,2.00E-08,7,39,14,252,0.007172667
7735,17:35.0,0.002,2.00E-08,9,34,-15,91,0.000624566
2858,43:16.3,0.2,4.00E-08,3,13,-14,56,0.094498779
7737,18:11.1,1,5.00E-08,0,45,-4,38,0.759867238
573,54:15.9,0.4,8.00E-08,2,1,-9,152,0.189186118
7739,18:27.2,0.1,2.00E-08,4,32,7,62,0.047280009
1471,09:56.7,0.4,8.00E-08,2,12,2,229,0.189186118
7741,18:36.7,0.002,2.00E-08,8,20,3,156,0.000907329
7742,18:38.2,0.002,2.00E-08,9,35,8,228,0.000623506
7743,18:39.7,0.002,2.00E-08,9,47,0,82,0.000624166
7744,18:42.2,0.02,2.00E-08,7,9,0,119,0.007172907
7745,19:10.3,1,5.00E-08,0,41,-11,200,0.759866488
6153,11:34.2,0.2,4.00E-08,3,13,5,11,0.094498779
2118,51:46.6,0.4,8.00E-08,2,28,16,11,0.189186118
7748,19:27.9,0.002,2.00E-08,8,0,-17,122,0.000905649
8288,42:01.1,0.04,4.00E-08,5,19,-9,226,0.023739184
6199,20:06.1,0.2,4.00E-08,3,27,-3,226,0.094498779
3346,56:53.0,0.4,8.00E-08,2,35,1,124,0.189186118
7752,19:48.7,0.02,2.00E-08,7,34,17,62,0.007169567
5746,06:21.4,0.04,4.00E-08,6,37,0,197,0.014051894
7754,19:53.9,0.02,2.00E-08,7,44,7,208,0.007167607
9656,08:33.0,0.04,4.00E-08,5,19,12,160,0.023739184
7756,19:58.3,0.002,2.00E-08,9,47,8,12,0.000625346
7757,19:59.6,0.002,2.00E-08,8,31,-3,66,0.000905089
7758,20:01.0,0.002,2.00E-08,8,46,-13,28,0.000904829
7759,20:02.5,0.002,2.00E-08,9,38,21,238,0.000623726
2338,25:43.7,0.04,4.00E-08,5,43,-7,89,0.023739224
7761,20:32.7,1,5.00E-08,0,32,-9,137,0.759868388
8413,02:26.1,0.2,4.00E-08,3,50,2,184,0.094498779
4284,22:07.1,0.4,8.00E-08,2,2,-2,208,0.189186118
7764,20:56.6,0.1,2.00E-08,4,36,0,153,0.047283809
6640,31:11.8,0.4,8.00E-08,2,16,15,152,0.189186118
432,33:26.7,0.04,4.00E-08,6,7,8,88,0.014051934
1202,29:21.7,0.2,4.00E-08,3,11,17,155,0.094498819
7768,21:43.4,1,5.00E-08,0,28,20,48,0.759866438
7210,53:51.1,0.4,8.00E-08,2,48,-15,236,0.189186118
7770,22:22.5,0.002,2.00E-08,9,49,-13,106,
7771,22:25.2,0.02,2.00E-08,7,45,6,77,0.007168647
7772,22:53.4,1,5.00E-08,0,22,19,164,0.759867488
7773,23:01.2,0.1,2.00E-08,4,16,0,163,0.047280789
7774,23:29.4,1,5.00E-08,0,48,17,148,0.759866188
7775,23:57.9,1,5.00E-08,0,0,16,195,0.759869638
7776,23:59.5,0.002,2.00E-08,9,43,14,142,0.000624826
7777,24:27.4,1,5.00E-08,0,31,14,129,0.759867438
7778,24:55.4,1,5.00E-08,0,28,-11,144,0.759866738
7779,25:23.6,1,5.00E-08,1,26,-6,188,0.379069719
2665,14:17.4,0.04,4.00E-08,6,15,-11,133,0.014051934
7781,25:54.7,1,5.00E-08,0,6,-12,141,0.759871138
7782,25:57.4,0.02,2.00E-08,7,2,-7,113,0.007168207
8198,31:23.1,0.4,8.00E-08,2,43,-4,212,0.189186118
7784,26:07.8,0.02,2.00E-08,7,51,21,78,0.007168807
7785,26:35.5,1,5.00E-08,1,37,-4,5,0.379069819
7786,26:37.2,0.002,2.00E-08,8,41,15,94,0.000906829
7787,26:45.2,0.1,2.00E-08,4,22,9,137,0.047281669
7788,26:46.8,0.002,2.00E-08,8,49,14,210,0.000906369
8283,41:12.5,0.4,8.00E-08,2,0,19,251,0.189186118
7790,26:57.9,0.02,2.00E-08,7,11,18,57,0.007170947
9615,04:32.1,0.4,8.00E-08,2,5,-14,254,0.189186118
7792,27:35.7,1,5.00E-08,0,30,8,29,0.759867788
2539,54:58.0,0.2,4.00E-08,3,31,-6,155,0.094498819
7794,27:51.0,0.1,2.00E-08,4,16,5,103,0.047279849
7795,28:19.3,1,5.00E-08,1,40,12,72,0.379071169
2588,01:33.2,0.04,4.00E-08,5,11,-13,67,0.023739224
7797,28:23.3,0.002,2.00E-08,8,24,6,73,0.000906849
9718,18:23.2,0.4,8.00E-08,2,2,-16,143,0.189186118
7799,28:59.4,1,5.00E-08,1,15,13,15,0.379070969
3900,23:31.7,0.04,4.00E-08,6,2,16,203,0.014051934
7801,29:29.9,1,5.00E-08,1,14,13,171,0.379071119
519,45:27.5,0.4,8.00E-08,2,36,6,39,0.189186198
7803,29:45.5,0.1,2.00E-08,4,34,4,48,0.047280789
1733,48:44.7,0.2,4.00E-08,3,40,-10,107,0.094498859
7805,30:22.4,1,5.00E-08,0,13,-1,218,0.759869038
7806,30:50.9,1,5.00E-08,1,31,-3,149,0.379072219
7807,31:18.7,1,5.00E-08,0,49,19,138,0.759869438
7808,31:46.8,1,5.00E-08,0,4,5,145,0.759866338
2959,00:43.3,0.4,8.00E-08,2,30,13,80,0.189186198
7810,31:56.5,0.002,2.00E-08,9,8,14,139,
7811,31:58.1,0.002,2.00E-08,9,5,11,162,0.000623706
7812,31:59.5,0.002,2.00E-08,9,22,-17,81,0.000625106
7813,32:27.9,1,5.00E-08,1,24,-16,73,0.379071619
6803,57:24.7,0.04,4.00E-08,5,40,-13,9,0.023739224
7815,32:32.2,0.002,2.00E-08,8,43,6,210,0.000905149
7816,32:34.9,0.02,2.00E-08,7,35,21,56,0.007169287
7817,32:36.5,0.002,2.00E-08,8,41,2,108,0.000906489
7818,33:05.0,1,5.00E-08,1,15,18,168,0.379069569
1811,00:42.3,0.2,4.00E-08,3,43,22,142,0.094498859
7820,33:40.9,1,5.00E-08,1,43,4,148,0.379071219
7821,34:09.8,1,5.00E-08,0,27,-2,196,0.759866438
7822,34:38.0,1,5.00E-08,0,41,5,41,0.759867138
6872,09:31.9,0.04,4.00E-08,5,42,17,99,0.023739224
7824,35:08.6,1,5.00E-08,1,13,6,77,0.379071219
190,40:05.0,0.04,4.00E-08,5,33,8,34,0.023739264
7826,35:39.2,1,5.00E-08,0,47,-10,123,0.759865838
7827,35:46.9,0.1,2.00E-08,4,47,11,16,0.047279889
7828,35:48.5,0.002,2.00E-08,9,38,-10,156,0.000623686
7829,35:56.0,0.1,2.00E-08,4,51,-2,62,0.047281229
7830,35:57.7,0.002,2.00E-08,8,1,2,228,0.000905389
1837,04:43.3,0.2,4.00E-08,3,35,-17,222,0.094498859
3174,31:54.3,0.4,8.00E-08,2,38,-5,123,0.189186198
4642,18:06.7,0.04,4.00E-08,6,47,15,178,0.014051934
7834,36:18.8,0.02,2.00E-08,7,18,-12,202,0.007172487
7835,36:20.3,0.002,2.00E-08,8,12,20,198,0.000906949
7836,36:48.0,1,5.00E-08,0,22,-14,12,0.759867838
3595,33:18.3,0.4,8.00E-08,2,22,2,155,0.189186198
7838,37:24.1,1,5.00E-08,1,24,-16,153,0.379073269
7839,37:31.7,0.1,2.00E-08,4,24,-5,225,0.047280629
4759,33:12.0,0.04,4.00E-08,6,12,-2,20,0.014051934
809,29:14.4,0.04,4.00E-08,5,19,-12,173,0.023739264
4601,12:50.9,0.4,8.00E-08,2,35,2,149,0.189186198
7843,37:52.8,0.1,2.00E-08,4,9,5,14,0.047285549
7844,38:20.4,1,5.00E-08,1,13,-6,133,0.379070169
7845,38:48.1,1,5.00E-08,1,39,-4,12,0.379070619
7846,38:49.6,0.002,2.00E-08,8,22,21,1,0.000906529
7847,39:18.1,1,5.00E-08,0,44,11,114,0.759865588
7848,39:20.7,0.02,2.00E-08,7,37,-2,168,0.007171107
7849,39:22.2,0.002,2.00E-08,9,39,-8,149,0.000623986
2021,35:08.1,0.2,4.00E-08,3,36,13,24,0.094498859
2938,57:08.3,0.2,4.00E-08,3,43,-15,22,0.094498859
6280,34:52.3,0.4,8.00E-08,2,7,7,205,0.189186198
7853,39:47.9,0.002,2.00E-08,8,27,2,130,0.000904629
3570,29:29.0,0.2,4.00E-08,3,14,16,245,0.094498859
3895,22:26.9,0.2,4.00E-08,3,36,-14,33,0.094498859
4439,44:08.9,0.2,4.00E-08,3,46,15,163,0.094498859
7857,41:03.5,1,5.00E-08,0,13,-1,176,0.759869638
7858,41:31.7,1,5.00E-08,0,27,-12,207,0.759866738
8895,17:18.7,0.4,8.00E-08,2,50,7,15,0.189186198
7860,41:42.4,0.02,2.00E-08,7,30,2,234,0.007168447
7504,38:02.3,0.04,4.00E-08,5,41,-12,153,0.023739264
5607,44:26.3,0.2,4.00E-08,3,50,-12,124,0.094498859
7863,41:55.1,0.02,2.00E-08,7,2,-5,103,0.007169527
9742,22:39.4,0.04,4.00E-08,5,31,14,109,0.023739264
5273,57:48.6,0.04,4.00E-08,5,48,5,48,0.023739304
7866,42:03.4,0.02,2.00E-08,7,8,-8,192,0.007170847
7867,42:30.9,1,5.00E-08,1,7,-4,186,0.379073069
7868,42:32.6,0.002,2.00E-08,9,44,-1,160,0.000624506
7869,43:00.2,1,5.00E-08,0,31,4,222,0.759869488
8091,16:27.5,0.04,4.00E-08,5,5,-6,243,0.023739304
7871,43:31.1,1,5.00E-08,1,10,1,149,0.379069369
7872,43:59.2,1,5.00E-08,0,18,-14,46,0.759868688
7873,44:07.2,0.1,2.00E-08,4,37,-7,222,0.047280069
6626,27:53.2,0.04,4.00E-08,6,46,-5,140,0.014051934
7875,44:11.3,0.002,2.00E-08,9,9,-15,75,0.000624726
7876,44:12.6,0.002,2.00E-08,9,43,4,4,0.000623706
7862,41:52.6,0.2,4.00E-08,3,42,-7,217,0.094498859
4992,12:12.3,0.2,4.00E-08,3,36,-17,139,0.094498899
7879,44:56.3,1,5.00E-08,1,20,-13,19,0.379070819
2303,20:18.9,0.4,8.00E-08,2,25,-14,194,0.189186278
7280,02:17.6,0.04,4.00E-08,6,6,-17,5,0.014051934
7882,45:07.9,0.002,2.00E-08,9,27,-5,102,0.000624126
7883,45:09.3,0.002,2.00E-08,8,27,9,106,0.000905329
7884,45:12.0,0.02,2.00E-08,7,8,3,123,0.007168387
7885,45:20.0,0.1,2.00E-08,4,11,8,135,0.047279489
7886,45:21.5,0.002,2.00E-08,8,34,-17,27,0.000906069
9398,35:50.0,0.04,4.00E-08,6,37,0,10,0.014051934
149,34:39.4,0.04,4.00E-08,6,38,9,184,0.014051974
8297,43:39.3,0.04,4.00E-08,5,15,-8,34,0.023739304
1390,58:12.1,0.2,4.00E-08,3,23,-4,246,0.094498939
551,49:57.1,0.04,4.00E-08,6,25,-14,160,0.014051974
7892,46:07.9,1,5.00E-08,0,15,21,85,0.759867988
7893,46:15.8,0.1,2.00E-08,4,51,19,200,0.047284069
9636,07:34.1,0.04,4.00E-08,5,33,16,31,0.023739304
1714,45:04.7,0.04,4.00E-08,6,5,20,174,0.014051974
2454,44:19.4,0.4,8.00E-08,2,27,-1,205,0.189186278
7897,46:56.9,1,5.00E-08,0,44,17,176,0.759867488
7898,47:04.6,0.1,2.00E-08,4,30,21,1,0.047283389
6473,04:13.5,0.4,8.00E-08,2,46,18,88,0.189186278
7900,47:14.3,0.002,2.00E-08,8,50,-5,96,0.000908089
7901,47:16.7,0.02,2.00E-08,7,15,17,38,0.007171787
7902,47:18.1,0.002,2.00E-08,9,47,17,14,0.000624926
7903,47:19.5,0.002,2.00E-08,8,2,-16,114,0.000905829
7904,47:20.9,0.002,2.00E-08,9,11,-15,200,0.000625626
7565,47:34.6,0.4,8.00E-08,2,5,-5,40,0.189186278
7906,47:36.6,0.1,2.00E-08,4,29,-1,35,0.047280469
2921,54:01.4,0.2,4.00E-08,3,19,-1,46,0.094498939
7908,47:47.2,0.02,2.00E-08,7,38,8,222,0.007168227
7909,47:49.6,0.02,2.00E-08,7,29,-1,137,0.007168687
7910,47:51.2,0.002,2.00E-08,8,27,12,170,0.000905029
7911,48:19.4,1,5.00E-08,1,31,16,212,0.379070019
7912,48:46.7,1,5.00E-08,1,22,-11,181,0.379071369
7913,48:48.4,0.002,2.00E-08,9,25,-7,33,0.000624546
3135,25:40.3,0.2,4.00E-08,3,3,-8,211,0.094498939
7915,48:58.9,0.02,2.00E-08,7,6,22,210,0.007170627
7916,49:06.6,0.1,2.00E-08,4,0,1,121,0.047281869
7917,49:34.6,1,5.00E-08,1,29,-5,121,0.379070719
7918,49:36.2,0.002,2.00E-08,8,3,11,123,0.000905429
7919,49:43.9,0.1,2.00E-08,4,21,11,70,0.047281089
7920,50:12.8,1,5.00E-08,1,36,-15,138,0.379069619
7921,50:41.3,1,5.00E-08,1,29,0,38,0.379069519
7922,51:09.4,1,5.00E-08,0,28,13,64,0.759866738
7852,39:46.4,0.4,8.00E-08,2,3,5,61,0.189186278
1910,16:50.4,0.04,4.00E-08,6,26,15,46,0.014051974
7925,51:47.8,1,5.00E-08,0,11,4,202,0.759869888
3236,42:12.7,0.2,4.00E-08,3,28,15,246,0.094498939
7927,51:57.3,0.002,2.00E-08,8,33,-11,178,0.000905149
7928,51:58.7,0.002,2.00E-08,9,51,-3,139,0.000624006
7929,52:00.1,0.002,2.00E-08,9,12,6,30,0.000624646
4375,33:12.7,0.04,4.00E-08,6,0,20,244,0.014051974
4264,18:43.1,0.2,4.00E-08,3,20,-17,52,0.094498939
7932,52:39.3,1,5.00E-08,1,2,-11,136,0.379068969
67,21:28.2,0.04,4.00E-08,6,48,7,186,0.014052014
7934,52:44.6,0.02,2.00E-08,7,36,18,205,0.007171167
7935,53:12.9,1,5.00E-08,0,3,14,113,0.759870238
7814,32:30.7,0.04,4.00E-08,5,39,7,215,0.023739344
7937,53:23.6,0.1,2.00E-08,4,0,8,92,0.047281929
8642,38:33.4,0.04,4.00E-08,5,46,16,101,0.023739344
7077,34:43.1,0.2,4.00E-08,3,10,15,108,0.094498939
7940,54:02.3,1,5.00E-08,1,48,17,49,0.379069519
515,44:40.9,0.04,4.00E-08,6,4,-8,156,0.014052014
8702,48:21.8,0.04,4.00E-08,5,51,15,3,0.023739344
7943,54:10.1,0.02,2.00E-08,7,40,0,54,0.007170527
8220,33:40.7,0.4,8.00E-08,2,3,3,50,0.189186278
580,56:29.3,0.04,4.00E-08,5,23,-9,36,0.023739384
9052,43:36.9,0.4,8.00E-08,2,25,1,199,0.189186278
7947,54:30.5,0.002,2.00E-08,9,41,19,99,0.000623946
9129,55:07.7,0.4,8.00E-08,2,49,-9,156,0.189186278
7949,54:46.5,0.1,2.00E-08,4,46,-17,249,0.047280809
8152,24:41.8,0.2,4.00E-08,3,1,4,151,0.094498939
7951,54:55.8,0.002,2.00E-08,9,25,6,20,0.000624866
7952,55:03.7,0.1,2.00E-08,4,43,-1,5,0.047280769
7953,55:32.0,1,5.00E-08,0,24,-1,242,0.759867538
7954,55:33.7,0.002,2.00E-08,9,18,-8,247,0.000624726
1692,41:03.6,0.04,4.00E-08,6,42,-5,20,0.014052014
7956,55:43.6,0.1,2.00E-08,4,44,1,99,0.047280849
3938,28:11.3,0.04,4.00E-08,6,33,-10,105,0.014052014
5396,14:32.5,0.04,4.00E-08,6,4,-2,35,0.014052014
7959,56:16.4,1,5.00E-08,0,4,8,202,0.759870138
7960,56:24.4,0.1,2.00E-08,4,37,12,4,0.047279969
7961,56:27.0,0.02,2.00E-08,7,27,19,14,0.007168347
7962,56:29.4,0.02,2.00E-08,7,4,-9,173,0.007169027
7963,56:31.1,0.002,2.00E-08,9,20,13,150,0.000624566
7964,56:38.6,0.1,2.00E-08,4,14,14,244,0.047280809
8862,11:15.8,0.2,4.00E-08,3,16,7,168,0.094498939
7966,56:48.3,0.002,2.00E-08,9,2,-11,154,0.000624146
7967,56:49.8,0.002,2.00E-08,8,3,8,191,0.000904869
7968,57:17.5,1,5.00E-08,0,37,-5,3,0.759865938
7969,57:20.3,0.02,2.00E-08,7,35,5,102,0.007168147
7970,57:22.9,0.02,2.00E-08,7,40,22,150,0.007168367
