sample,time,window,precision,modulation,band,power,payload,measured
6200,20:07.7,0.002,2.00E-08,9,43,-6,231,0.000624826
6201,20:36.2,1,5.00E-08,0,8,-5,52,0.759869688
595,59:05.1,0.4,8.00E-08,2,35,-2,202,0.189185158
6203,20:51.8,0.1,2.00E-08,4,38,13,56,0.047279889
3508,20:57.0,0.04,4.00E-08,6,2,-16,68,0.014050654
6205,20:56.8,0.02,2.00E-08,7,37,8,140,0.007169547
900,44:52.3,0.4,8.00E-08,2,10,10,250,0.189185158
965,52:57.1,0.4,8.00E-08,2,12,-7,211,0.189185158
2148,55:31.8,0.4,8.00E-08,2,51,15,230,0.189185158
3654,43:15.6,0.04,4.00E-08,6,46,19,54,0.014050654
6210,21:30.8,0.1,2.00E-08,4,1,22,156,0.047280809
3242,43:15.5,0.2,4.00E-08,3,1,-3,10,0.094497819
6212,22:06.8,1,5.00E-08,1,13,-2,46,0.379071069
6213,22:09.6,0.02,2.00E-08,7,3,4,193,0.007170047
6214,22:37.6,1,5.00E-08,0,48,-5,112,0.759868688
4007,36:24.5,0.04,4.00E-08,6,36,-12,178,0.014050654
6216,23:08.5,1,5.00E-08,0,16,2,89,0.759866088
2209,05:34.6,0.4,8.00E-08,2,13,19,44,0.189185158
6218,23:17.6,0.002,2.00E-08,9,48,5,10,0.000624406
2850,42:28.2,0.4,8.00E-08,2,29,0,244,0.189185158
4128,59:08.6,0.04,4.00E-08,6,5,6,159,0.014050654
6221,23:56.7,1,5.00E-08,1,30,10,201,0.379071519
6222,23:58.3,0.002,2.00E-08,8,40,-2,104,0.000905929
6209,21:23.3,0.04,4.00E-08,6,16,10,112,0.014050694
6224,24:29.0,1,5.00E-08,1,0,-7,206,0.379072019
6225,24:30.6,0.002,2.00E-08,9,9,11,46,0.000625486
6226,24:58.8,1,5.00E-08,1,36,3,115,0.379072669
6227,25:01.4,0.02,2.00E-08,7,24,11,99,0.007172687
6228,25:08.9,0.1,2.00E-08,4,30,-11,95,0.047281429
6229,25:10.4,0.002,2.00E-08,9,16,10,117,0.000624706
6230,25:11.8,0.002,2.00E-08,8,26,-6,79,0.000905409
7760,20:05.1,0.04,4.00E-08,5,30,3,234,0.023738184
9038,40:14.4,0.04,4.00E-08,5,15,-7,119,0.023738184
6278,34:14.8,0.04,4.00E-08,6,8,-1,98,0.014050694
6234,25:47.9,1,5.00E-08,1,41,-15,135,0.379070469
2395,35:46.3,0.04,4.00E-08,5,45,20,147,0.023738224
6236,25:58.5,0.1,2.00E-08,4,41,22,216,0.047281789
6237,26:00.0,0.002,2.00E-08,9,36,20,30,0.000624526
6238,26:28.5,1,5.00E-08,1,31,-2,121,0.379070119
5953,41:52.6,0.04,4.00E-08,5,11,17,222,0.023738224
6240,26:59.7,1,5.00E-08,1,50,13,173,0.379070519
7198,52:41.9,0.04,4.00E-08,5,11,-5,41,0.023738224
6242,27:05.0,0.02,2.00E-08,7,1,21,249,0.007170247
6243,27:13.3,0.1,2.00E-08,4,45,-2,246,0.047282369
6244,27:41.6,1,5.00E-08,0,38,18,30,0.759866688
6245,27:43.2,0.002,2.00E-08,9,26,2,2,0.000624726
5097,31:31.8,0.2,4.00E-08,3,12,-7,98,0.094497819
6247,28:18.8,1,5.00E-08,1,47,15,11,0.379069969
6248,28:20.4,0.002,2.00E-08,8,38,-17,91,0.000905469
6450,59:10.9,0.2,4.00E-08,3,3,-1,92,0.094497819
6250,28:29.8,0.002,2.00E-08,8,14,11,118,0.000906289
6251,28:32.2,0.02,2.00E-08,7,46,-7,92,0.007168827
6252,29:01.3,1,5.00E-08,0,43,11,107,0.759869338
6253,29:29.6,1,5.00E-08,0,35,20,102,0.759866738
6254,29:58.0,1,5.00E-08,1,40,5,220,0.379070319
6255,29:59.6,0.002,2.00E-08,8,35,1,138,0.000905909
6256,30:01.0,0.002,2.00E-08,8,1,19,138,0.000905689
2991,04:31.3,0.4,8.00E-08,2,32,-13,121,0.189185158
6258,30:11.8,0.02,2.00E-08,7,36,13,117,0.007172047
6259,30:40.8,1,5.00E-08,1,33,1,150,0.379072319
6260,30:48.9,0.1,2.00E-08,4,30,7,231,0.047279989
8590,31:44.0,0.04,4.00E-08,6,12,7,155,0.014050694
3448,11:17.4,0.4,8.00E-08,2,29,0,223,0.189185158
6263,31:28.4,1,5.00E-08,1,15,15,181,0.379072769
6264,31:29.9,0.002,2.00E-08,8,47,22,91,0.000904809
7461,31:01.4,0.2,4.00E-08,3,34,-10,107,0.094497819
6266,31:45.8,0.1,2.00E-08,4,19,13,125,0.047281129
6267,31:53.7,0.1,2.00E-08,4,14,22,101,0.047283669
6268,31:56.4,0.02,2.00E-08,7,48,2,40,0.007172407
6269,32:04.1,0.1,2.00E-08,4,10,-13,137,0.047280149
6270,32:05.7,0.002,2.00E-08,8,3,21,121,0.000906809
6271,32:34.2,1,5.00E-08,1,6,10,230,0.379069319
8779,58:29.4,0.04,4.00E-08,5,10,9,56,0.023738224
3540,25:57.0,0.4,8.00E-08,2,44,20,178,0.189185158
6274,33:12.8,1,5.00E-08,1,42,-9,147,0.379071319
6275,33:41.2,1,5.00E-08,0,35,-12,5,0.759866988
6276,34:09.4,1,5.00E-08,1,26,-15,194,0.379070269
8860,11:06.6,0.04,4.00E-08,6,26,-6,73,0.014050694
9368,31:10.6,0.04,4.00E-08,6,41,4,243,0.014050694
6279,34:43.9,1,5.00E-08,1,29,-9,13,0.379072469
3851,14:01.0,0.4,8.00E-08,2,26,-10,167,0.189185158
464,37:46.2,0.04,4.00E-08,5,44,17,104,0.023738264
4640,17:56.5,0.4,8.00E-08,2,32,15,194,0.189185158
5895,31:57.5,0.4,8.00E-08,2,4,-14,129,0.189185158
9651,08:10.5,0.04,4.00E-08,6,32,17,201,0.014050694
6285,35:16.6,0.02,2.00E-08,7,14,-7,174,0.007169087
6286,35:18.1,0.002,2.00E-08,8,40,20,58,0.000905009
6287,35:20.6,0.02,2.00E-08,7,37,-8,67,0.007168347
6288,35:22.1,0.002,2.00E-08,8,19,14,129,0.000907049
6289,35:50.3,1,5.00E-08,0,10,11,116,0.759866238
6290,35:51.9,0.002,2.00E-08,8,3,9,109,0.000905589
9833,35:55.3,0.04,4.00E-08,6,33,11,165,0.014050694
6292,36:02.0,0.1,2.00E-08,4,35,-3,248,0.047280389
7651,02:25.2,0.2,4.00E-08,3,34,-5,220,0.094497819
6294,36:11.4,0.002,2.00E-08,9,8,6,108,0.000623806
6295,36:12.8,0.002,2.00E-08,9,2,-5,181,0.000624566
6296,36:15.4,0.02,2.00E-08,7,18,-5,199,0.007168427
6297,36:17.0,0.002,2.00E-08,8,23,5,117,0.000905409
6298,36:46.2,1,5.00E-08,1,42,16,98,0.379070369
6299,36:54.0,0.1,2.00E-08,4,4,-6,181,0.047283169
6300,37:23.2,1,5.00E-08,1,50,-9,60,0.379071819
6158,12:17.3,0.4,8.00E-08,2,27,5,30,0.189185158
6302,38:01.0,1,5.00E-08,1,15,-1,174,0.379069869
3500,19:18.1,0.04,4.00E-08,5,7,13,207,0.023738264
3517,22:20.9,0.04,4.00E-08,5,48,-12,68,0.023738264
5531,33:19.5,0.04,4.00E-08,6,21,-14,44,0.014050734
6306,38:37.0,1,5.00E-08,0,42,5,13,0.759866188
3988,34:47.1,0.04,4.00E-08,5,33,21,172,0.023738264
6308,39:08.9,1,5.00E-08,0,13,-16,167,0.759868538
6309,39:10.4,0.002,2.00E-08,9,43,-9,15,0.000623746
629,03:47.7,0.2,4.00E-08,3,9,-10,246,0.094497859
6311,39:21.0,0.02,2.00E-08,7,37,4,207,0.007168767
6305,38:09.1,0.04,4.00E-08,6,38,-9,32,0.014050734
6313,39:52.3,1,5.00E-08,0,25,2,242,0.759867988
1419,02:28.9,0.04,4.00E-08,6,1,20,224,0.014050774
6315,40:23.3,1,5.00E-08,1,51,9,34,0.379069669
5255,54:06.1,0.04,4.00E-08,5,4,18,236,0.023738264
6317,40:27.8,0.002,2.00E-08,8,49,14,79,0.000905809
1003,00:11.1,0.2,4.00E-08,3,14,-3,9,0.094497859
6319,40:38.3,0.02,2.00E-08,7,41,-17,117,0.007172027
6320,40:39.7,0.002,2.00E-08,9,35,17,69,0.000624266
7251,59:27.6,0.4,8.00E-08,2,50,5,105,0.189185158
3757,58:46.2,0.2,4.00E-08,3,22,-9,173,0.094497859
6323,40:57.2,0.002,2.00E-08,9,22,-3,14,0.000626086
6324,40:58.6,0.002,2.00E-08,9,12,7,234,0.000627526
7299,05:43.4,0.4,8.00E-08,2,11,5,50,0.189185158
6326,41:35.1,1,5.00E-08,1,22,21,89,0.379070719
104,27:35.6,0.04,4.00E-08,5,27,13,1,0.023738304
6328,42:05.8,1,5.00E-08,0,43,0,6,0.759867038
210,43:56.8,0.04,4.00E-08,5,43,-12,28,0.023738304
2031,36:38.9,0.04,4.00E-08,5,9,12,25,0.023738304
4449,45:40.6,0.2,4.00E-08,3,15,21,153,0.094497859
775,23:59.5,0.2,4.00E-08,3,19,-11,227,0.094497899
4758,33:09.5,0.2,4.00E-08,3,0,-3,158,0.094497899
6334,42:36.1,0.002,2.00E-08,8,23,6,197,0.000908089
6335,42:37.4,0.002,2.00E-08,9,35,5,50,0.000625246
7348,13:01.6,0.4,8.00E-08,2,25,7,140,0.189185158
6337,42:53.5,0.1,2.00E-08,4,42,11,248,0.047284269
6338,43:21.2,1,5.00E-08,0,17,-10,12,0.759868038
8463,10:38.4,0.4,8.00E-08,2,32,21,104,0.189185158
6340,43:30.8,0.002,2.00E-08,9,38,15,2,0.000623946
1460,08:22.7,0.04,4.00E-08,6,18,13,107,0.014050774
6342,43:35.1,0.002,2.00E-08,8,44,4,245,0.000906229
9591,01:00.4,0.4,8.00E-08,2,17,11,204,0.189185158
3095,18:24.2,0.04,4.00E-08,5,37,-10,250,0.023738304
6345,44:14.0,1,5.00E-08,0,18,-10,254,0.759866088
6346,44:16.8,0.02,2.00E-08,7,34,2,252,0.007173187
6347,44:19.3,0.02,2.00E-08,7,26,21,1,0.007171927
3260,46:07.2,0.04,4.00E-08,6,11,-9,240,0.014050774
4707,27:12.2,0.04,4.00E-08,6,18,20,19,0.014050774
6350,44:25.9,0.002,2.00E-08,9,49,-14,69,0.000626506
6351,44:33.7,0.1,2.00E-08,4,24,-1,247,0.047281429
6352,45:01.9,1,5.00E-08,1,27,2,117,0.379071919
5102,31:48.0,0.04,4.00E-08,5,42,-13,63,0.023738304
5562,38:07.5,0.2,4.00E-08,3,12,0,32,0.094497899
8893,16:43.1,0.2,4.00E-08,3,1,-8,160,0.094497899
6356,45:48.3,1,5.00E-08,1,36,0,238,0.379073669
6357,45:55.9,0.1,2.00E-08,4,8,4,16,0.047283229
6358,46:23.7,1,5.00E-08,1,10,7,171,0.379069169
6359,46:25.3,0.002,2.00E-08,9,30,1,58,0.000624246
6360,46:26.7,0.002,2.00E-08,9,18,-17,110,0.000624186
4743,31:01.3,0.04,4.00E-08,6,4,-11,59,0.014050774
5889,31:35.7,0.04,4.00E-08,5,46,-9,240,0.023738304
5234,51:02.6,0.04,4.00E-08,6,39,17,162,0.014050774
6364,47:06.4,1,5.00E-08,1,28,12,212,0.379071369
6365,47:08.0,0.002,2.00E-08,9,39,-16,105,0.000624946
6366,47:09.4,0.002,2.00E-08,9,26,15,61,0.000625286
6367,47:38.0,1,5.00E-08,0,15,-9,237,0.759866788
533,47:40.3,0.4,8.00E-08,2,16,6,194,0.189185238
6369,47:47.9,0.002,2.00E-08,9,38,-5,133,0.000623006
6370,48:16.3,1,5.00E-08,1,0,15,176,0.379075019
6371,48:17.9,0.002,2.00E-08,8,47,-11,124,0.000908129
6372,48:20.6,0.02,2.00E-08,7,20,10,201,0.007168587
6373,48:23.2,0.02,2.00E-08,7,41,14,68,0.007171807
6374,48:51.5,1,5.00E-08,1,50,-14,39,0.379069419
1035,05:39.2,0.2,4.00E-08,3,7,17,172,0.094497939
6376,49:02.3,0.02,2.00E-08,7,7,-5,62,0.007169447
854,36:09.6,0.04,4.00E-08,5,21,-10,78,0.023738344
7957,55:46.0,0.04,4.00E-08,6,33,11,1,0.014050774
1514,14:46.8,0.4,8.00E-08,2,40,5,116,0.189185238
6380,49:17.2,0.002,2.00E-08,9,34,-1,209,0.000625726
6381,49:18.6,0.002,2.00E-08,9,45,-10,60,0.000624626
6382,49:20.0,0.002,2.00E-08,9,1,2,193,0.000625286
6383,49:28.0,0.1,2.00E-08,4,51,-12,107,0.047280929
9415,36:51.2,0.04,4.00E-08,6,9,12,51,0.014050774
6385,49:32.2,0.002,2.00E-08,8,29,-9,206,0.000904829
2521,52:30.5,0.4,8.00E-08,2,0,-9,203,0.189185238
6387,50:09.2,1,5.00E-08,0,41,-6,221,0.759870838
1281,41:01.5,0.2,4.00E-08,3,2,16,2,0.094497939
6389,50:24.9,0.1,2.00E-08,4,22,-9,249,0.047282989
2599,03:38.9,0.4,8.00E-08,2,31,-7,178,0.189185238
6391,50:34.5,0.002,2.00E-08,8,20,16,130,0.000906469
6392,50:42.3,0.1,2.00E-08,4,0,16,108,0.047283229
6393,50:43.8,0.002,2.00E-08,8,16,-13,40,0.000905069
6394,50:45.2,0.002,2.00E-08,8,0,2,230,0.000908029
6395,51:13.5,1,5.00E-08,1,30,-11,106,0.379071769
996,58:50.3,0.04,4.00E-08,6,51,12,223,0.014050814
1745,50:53.6,0.2,4.00E-08,3,22,11,177,0.094497939
6398,51:25.7,0.002,2.00E-08,9,24,1,160,0.000624566
1174,25:20.3,0.04,4.00E-08,5,1,1,34,0.023738344
3273,48:30.2,0.4,8.00E-08,2,11,3,117,0.189185238
6401,51:44.1,0.1,2.00E-08,4,14,15,236,0.047281949
2637,10:03.7,0.04,4.00E-08,6,0,-4,170,0.014050814
1854,07:27.2,0.2,4.00E-08,3,6,7,191,0.094497939
6404,52:02.5,0.1,2.00E-08,4,9,18,19,0.047283829
3534,25:09.7,0.2,4.00E-08,3,9,-10,175,0.094497939
4069,48:01.7,0.4,8.00E-08,2,28,-3,20,0.189185238
4740,30:49.5,0.4,8.00E-08,2,43,8,242,0.189185238
4820,41:55.5,0.4,8.00E-08,2,48,-16,5,0.189185238
2803,35:45.3,0.04,4.00E-08,5,22,0,201,0.023738344
3010,06:43.2,0.04,4.00E-08,5,47,8,216,0.023738344
6411,52:47.7,0.1,2.00E-08,4,50,3,172,0.047284129
4030,39:24.3,0.04,4.00E-08,5,23,16,69,0.023738344
6413,52:57.9,0.1,2.00E-08,4,32,-14,119,0.047285109
6414,53:26.4,1,5.00E-08,0,7,15,56,0.759869388
6415,53:54.2,1,5.00E-08,0,34,5,165,0.759867488
6416,53:56.9,0.02,2.00E-08,7,0,-12,63,0.007171527
6417,53:59.4,0.02,2.00E-08,7,40,20,58,0.007168727
6418,54:00.9,0.002,2.00E-08,9,39,19,165,0.000624166
5123,33:40.1,0.4,8.00E-08,2,35,11,27,0.189185238
8512,19:13.2,0.2,4.00E-08,3,10,3,59,0.094497939
3942,28:33.0,0.04,4.00E-08,6,35,20,42,0.014050814
5539,33:55.7,0.04,4.00E-08,5,49,3,150,0.023738344
6423,54:23.3,0.002,2.00E-08,8,28,19,235,0.000905829
6424,54:51.1,1,5.00E-08,0,7,-14,79,0.759867988
6425,54:53.8,0.02,2.00E-08,7,22,-16,67,0.007170287
6426,55:01.6,0.1,2.00E-08,4,23,11,96,0.047283729
5143,36:44.9,0.4,8.00E-08,2,19,0,44,0.189185238
417,30:50.0,0.2,4.00E-08,3,38,1,163,0.094497979
6429,55:19.6,0.02,2.00E-08,7,33,-14,161,0.007171147
6430,55:21.2,0.002,2.00E-08,8,13,15,60,0.000906749
6431,55:28.9,0.1,2.00E-08,4,42,-12,53,0.047284509
4467,48:07.9,0.2,4.00E-08,3,21,-12,145,0.094497979
6433,56:06.2,1,5.00E-08,0,39,2,134,0.759870188
6434,56:13.8,0.1,2.00E-08,4,10,-9,169,0.047282129
6435,56:16.5,0.02,2.00E-08,7,20,-2,189,0.007169387
6436,56:24.4,0.1,2.00E-08,4,2,20,139,0.047283589
6437,56:52.4,1,5.00E-08,0,18,-7,149,0.759866138
6438,56:55.0,0.02,2.00E-08,7,17,18,1,0.007168347
6439,57:23.0,1,5.00E-08,0,25,22,103,0.759867388
6440,57:24.6,0.002,2.00E-08,8,10,3,149,0.000905769
4529,58:02.2,0.2,4.00E-08,3,5,-3,37,0.094497979
5996,45:35.9,0.2,4.00E-08,3,32,20,113,0.094497979
6443,57:47.7,0.1,2.00E-08,4,34,3,11,0.047279749
6444,58:18.8,0.002,2.00E-08,8,4,19,32,
6529,12:46.5,0.04,4.00E-08,6,34,11,131,0.014050814
6446,58:24.1,0.02,2.00E-08,7,33,-17,242,0.007171647
1198,29:02.6,0.04,4.00E-08,6,2,22,66,0.014050854
7265,00:44.3,0.2,4.00E-08,3,39,9,248,0.094497979
6449,59:03.0,1,5.00E-08,1,9,12,97,0.379072769
7984,59:44.8,0.2,4.00E-08,3,7,1,173,0.094497979
6451,59:39.6,1,5.00E-08,1,5,-5,229,0.379070519
6452,00:07.8,1,5.00E-08,1,43,-5,72,0.379069269
6453,00:10.5,0.02,2.00E-08,7,1,17,177,0.007169147
9632,06:52.8,0.2,4.00E-08,3,21,-13,234,0.094497979
4403,37:37.6,0.04,4.00E-08,6,11,-3,164,0.014050854
6456,00:22.4,0.002,2.00E-08,9,20,2,120,0.000624966
6457,00:23.9,0.002,2.00E-08,8,13,-14,249,0.000907049
6458,00:52.0,1,5.00E-08,0,4,11,22,0.759870188
6946,18:06.6,0.04,4.00E-08,5,42,17,64,0.023738344
6460,01:02.6,0.1,2.00E-08,4,15,9,175,0.047283929
6461,01:30.7,1,5.00E-08,0,17,10,97,0.759869938
8096,16:51.4,0.04,4.00E-08,5,33,-13,188,0.023738344
6463,01:34.8,0.002,2.00E-08,8,9,4,38,0.000906829
6464,02:02.5,1,5.00E-08,0,26,12,95,0.759870838
6465,02:31.4,1,5.00E-08,0,44,4,190,0.759868138
6466,03:00.3,1,5.00E-08,1,18,4,91,0.379069919
6467,03:28.4,1,5.00E-08,0,41,7,17,0.759866388
6468,03:29.9,0.002,2.00E-08,9,27,-17,92,0.000624446
9250,13:42.1,0.04,4.00E-08,6,51,13,130,0.014050854
9736,21:47.3,0.04,4.00E-08,5,26,-9,224,0.023738344
6471,04:03.5,1,5.00E-08,1,27,8,174,0.379071869
6472,04:05.1,0.002,2.00E-08,9,47,-13,218,0.000623686
6009,47:39.7,0.4,8.00E-08,2,6,17,248,0.189185238
6474,04:41.4,1,5.00E-08,1,35,-14,1,0.379071269
6475,04:44.0,0.02,2.00E-08,7,22,-4,230,0.007170547
1257,35:55.8,0.04,4.00E-08,6,51,1,52,0.014050894
6915,13:55.5,0.4,8.00E-08,2,39,-15,21,0.189185238
2313,22:24.2,0.04,4.00E-08,6,17,0,232,0.014050894
6479,04:58.9,0.002,2.00E-08,9,39,17,124,0.000624226
2993,04:35.6,0.04,4.00E-08,6,7,5,64,0.014050894
3834,12:00.9,0.04,4.00E-08,6,33,-17,21,0.014050894
9379,33:09.8,0.4,8.00E-08,2,10,-6,21,0.189185238
2906,50:35.2,0.04,4.00E-08,5,48,-15,150,0.023738384
6484,05:17.5,0.02,2.00E-08,7,5,-17,88,0.007172707
6485,05:20.1,0.02,2.00E-08,7,40,-15,155,0.007168207
6486,05:22.7,0.02,2.00E-08,7,36,-6,176,0.007168827
4652,19:25.6,0.04,4.00E-08,5,48,-15,125,0.023738384
9690,13:16.3,0.4,8.00E-08,2,35,10,106,0.189185238
6489,05:40.9,0.1,2.00E-08,4,47,-1,98,0.047283349
6490,06:09.2,1,5.00E-08,1,2,-3,56,0.379072969
6491,06:11.8,0.02,2.00E-08,7,10,19,60,0.007167867
9910,50:20.1,0.2,4.00E-08,3,1,8,57,0.094497979
6493,06:48.9,1,5.00E-08,1,23,-17,110,0.379070569
6126,06:24.6,0.04,4.00E-08,6,8,-8,1,0.014050894
6495,06:54.3,0.02,2.00E-08,7,5,-10,17,0.007172527
6496,07:03.7,0.1,2.00E-08,4,7,-8,207,0.047279889
7192,52:16.9,0.04,4.00E-08,6,35,21,127,0.014050894
6498,07:41.3,1,5.00E-08,0,38,20,124,0.759868388
6499,08:10.3,1,5.00E-08,0,39,10,181,0.759870088
6577,20:51.5,0.04,4.00E-08,5,33,-2,126,0.023738384
6501,08:41.1,1,5.00E-08,1,48,3,119,0.379074169
6502,09:10.1,1,5.00E-08,0,2,18,248,0.759869338
6503,09:11.7,0.002,2.00E-08,9,48,-12,98,0.000624106
7646,02:08.7,0.04,4.00E-08,6,43,15,27,0.014050894
8113,19:40.5,0.04,4.00E-08,6,3,-8,157,0.014050894
6506,09:45.7,1,5.00E-08,0,31,14,217,0.759866638
8140,23:16.4,0.04,4.00E-08,6,0,-4,231,0.014050894
7199,52:44.5,0.04,4.00E-08,5,50,-15,196,0.023738384
6509,09:52.6,0.002,2.00E-08,8,26,-5,11,0.000905109
6510,10:21.7,1,5.00E-08,1,15,22,215,0.379069669
8606,34:00.1,0.04,4.00E-08,5,20,4,101,0.023738384
6512,10:53.2,1,5.00E-08,1,14,-8,68,0.379071319
8791,59:32.0,0.04,4.00E-08,5,33,-4,49,0.023738384
6514,10:57.4,0.002,2.00E-08,9,18,2,136,0.000624686
6515,11:05.2,0.1,2.00E-08,4,43,-5,105,0.047279569
6516,11:06.8,0.002,2.00E-08,9,8,22,150,0.000623886
6517,11:08.3,0.002,2.00E-08,8,16,-13,204,0.000905229
6518,11:37.5,1,5.00E-08,0,0,-15,38,0.759869488
6519,11:39.2,0.002,2.00E-08,8,10,-9,172,0.000905249
6520,12:08.2,1,5.00E-08,1,27,7,37,0.379071719
6521,12:09.8,0.002,2.00E-08,9,9,1,22,0.000625626
8908,18:55.2,0.04,4.00E-08,5,28,18,105,0.023738384
6523,12:19.9,0.1,2.00E-08,4,22,18,38,0.047283509
2944,58:10.8,0.2,4.00E-08,3,28,12,73,0.094498019
280,59:57.5,0.04,4.00E-08,5,41,-1,142,0.023738424
953,52:07.2,0.04,4.00E-08,5,37,17,71,0.023738424
6527,12:35.5,0.02,2.00E-08,7,17,-8,81,0.007170527
6528,12:43.7,0.1,2.00E-08,4,13,20,252,0.047282169
8811,02:29.9,0.04,4.00E-08,6,45,-7,222,0.014050894
6530,12:54.4,0.1,2.00E-08,4,17,-9,184,0.047281929
6531,12:55.9,0.002,2.00E-08,9,38,17,188,0.000623726
6532,12:58.5,0.02,2.00E-08,7,3,-12,174,0.007169967
6533,13:26.9,1,5.00E-08,0,39,5,223,0.759866688
6534,13:55.2,1,5.00E-08,1,23,7,170,0.379071069
6535,13:56.8,0.002,2.00E-08,8,17,21,124,0.000905589
9698,14:06.6,0.4,8.00E-08,2,48,17,229,0.189185238
1252,35:11.2,0.04,4.00E-08,5,22,19,105,0.023738424
6538,14:10.3,0.02,2.00E-08,7,23,22,20,0.007170927
4718,28:18.4,0.04,4.00E-08,5,25,11,202,0.023738424
6540,14:40.7,1,5.00E-08,1,43,8,54,0.379071819
6541,15:09.7,1,5.00E-08,1,36,19,137,0.379071819
8514,19:18.8,0.04,4.00E-08,5,8,20,182,0.023738424
9817,33:32.2,0.04,4.00E-08,6,28,4,51,0.014050894
6544,15:16.4,0.002,2.00E-08,8,15,3,13,0.000905369
545,49:38.6,0.4,8.00E-08,2,12,-5,197,0.189185318
3822,10:03.0,0.2,4.00E-08,3,13,7,48,0.094498019
6547,16:00.6,1,5.00E-08,1,50,-17,210,0.379073419
6548,16:28.6,1,5.00E-08,0,47,13,124,0.759867188
1617,30:43.0,0.4,8.00E-08,2,44,9,179,0.189185318
6550,16:38.6,0.002,2.00E-08,8,15,-8,58,0.000905029
6551,16:41.1,0.02,2.00E-08,7,5,10,12,0.007169607
1919,18:03.7,0.4,8.00E-08,2,6,-12,219,0.189185318
9871,42:25.8,0.04,4.00E-08,6,41,8,12,0.014050894
6554,17:20.0,1,5.00E-08,1,36,-7,233,0.379073869
6555,17:22.5,0.02,2.00E-08,7,17,-6,32,0.007172987
2417,38:35.9,0.4,8.00E-08,2,33,-4,174,0.189185318
6557,17:32.3,0.002,2.00E-08,9,15,-17,165,0.000623966
6558,18:01.2,1,5.00E-08,0,32,-9,204,0.759869388
9638,07:39.3,0.04,4.00E-08,5,43,-6,187,0.023738424
6560,18:05.2,0.002,2.00E-08,8,30,20,92,0.000905609
3087,16:54.7,0.04,4.00E-08,6,42,-9,57,0.014050934
2462,45:20.6,0.4,8.00E-08,2,0,8,84,0.189185318
2557,57:45.0,0.4,8.00E-08,2,31,-13,241,0.189185318
2488,47:43.5,0.04,4.00E-08,5,12,17,252,0.023738464
6826,02:00.3,0.04,4.00E-08,5,34,2,16,0.023738464
4078,50:18.6,0.2,4.00E-08,3,2,4,16,0.094498019
6567,18:39.6,0.02,2.00E-08,7,24,-5,101,0.007170887
6568,18:41.1,0.002,2.00E-08,8,5,16,120,0.000904909
2615,06:16.6,0.4,8.00E-08,2,38,11,95,0.189185318
6570,19:17.9,1,5.00E-08,1,32,14,41,0.379072269
6571,19:19.5,0.002,2.00E-08,9,0,4,150,0.000625426
6572,19:22.1,0.02,2.00E-08,7,36,11,22,0.007168847
6573,19:50.5,1,5.00E-08,0,35,-2,116,0.759865938
6574,20:18.5,1,5.00E-08,0,24,9,239,0.759865438
3909,24:22.7,0.04,4.00E-08,6,24,22,10,0.014050934
6576,20:49.0,1,5.00E-08,0,13,-4,118,0.759867188
8529,21:07.6,0.04,4.00E-08,5,22,17,155,0.023738464
6578,20:53.1,0.002,2.00E-08,8,38,-14,122,0.000905109
6579,20:54.5,0.002,2.00E-08,8,40,-14,51,0.000905629
6580,20:57.1,0.02,2.00E-08,7,47,-17,184,0.007167927
6581,20:59.7,0.02,2.00E-08,7,14,18,232,0.007167887
6582,21:27.8,1,5.00E-08,0,34,6,189,0.759870538
4382,33:31.7,0.2,4.00E-08,3,1,-3,200,0.094498019
6584,21:38.6,0.02,2.00E-08,7,9,-6,110,0.007171827
6585,21:41.0,0.02,2.00E-08,7,9,-15,60,0.007169147
6586,21:42.5,0.002,2.00E-08,8,31,2,152,0.000905329
6587,21:43.8,0.002,2.00E-08,8,47,-6,57,0.000905529
6588,21:50.9,0.1,2.00E-08,4,46,1,128,0.047281689
6589,21:52.5,0.002,2.00E-08,9,6,2,123,0.000624386
6590,21:55.0,0.02,2.00E-08,7,46,-3,127,0.007171327
6591,21:57.5,0.02,2.00E-08,7,4,20,142,0.007168267
6592,21:59.0,0.002,2.00E-08,8,25,7,152,0.000905869
2645,11:09.2,0.4,8.00E-08,2,19,16,103,0.189185318
6594,22:14.8,0.1,2.00E-08,4,50,14,16,0.047284369
6397,51:24.2,0.2,4.00E-08,3,44,-11,54,0.094498019
6596,22:50.2,1,5.00E-08,0,42,15,71,0.759865988
6597,22:52.7,0.02,2.00E-08,7,51,2,12,0.007173267
6598,22:54.3,0.002,2.00E-08,8,24,0,151,0.000907849
6599,23:02.2,0.1,2.00E-08,4,34,18,6,0.047280789
6600,23:03.7,0.002,2.00E-08,8,32,-16,77,0.000908729
6601,23:05.1,0.002,2.00E-08,9,48,21,65,0.000625586
6602,23:13.1,0.1,2.00E-08,4,47,-7,170,0.047280449
6603,23:14.6,0.002,2.00E-08,9,42,15,235,0.000624106
6604,23:42.7,1,5.00E-08,0,36,20,67,0.759868188
354,13:07.2,0.04,4.00E-08,5,0,7,73,0.023738504
2949,58:44.9,0.4,8.00E-08,2,5,8,129,0.189185318
1427,03:23.1,0.04,4.00E-08,5,22,14,171,0.023738504
3553,28:05.2,0.4,8.00E-08,2,45,13,127,0.189185318
6609,24:31.8,1,5.00E-08,1,26,10,235,0.379073269
6610,25:00.2,1,5.00E-08,0,19,9,156,0.759866588
