sample,time,window,precision,modulation,band,preamble,offset,valid
309,2018-06-14 17:18:36.180368,0.1,1.0001000100010001e-05,6,14,3,29567,True
310,2018-06-14 17:18:37.553351,0.04,4.004004004004004e-05,8,35,11,11937,False
311,2018-06-14 17:18:39.000005,0.1,1.0001000100010001e-05,5,4,12,14593,False
312,2018-06-14 17:18:40.441663,0.1,1.0001000100010001e-05,7,6,9,55132,True
313,2018-06-14 17:18:43.752829,1.0,1.000010000100001e-05,1,35,3,1773852,True
314,2018-06-14 17:18:45.191381,0.1,1.0001000100010001e-05,5,12,7,89395,True
315,2018-06-14 17:18:48.604229,1.0,1.000010000100001e-05,0,49,3,343023,False
316,2018-06-14 17:18:54.605761,2.0,2.000020000200002e-05,0,44,8,1390004,False
317,2018-06-14 17:18:56.068798,0.1,1.0001000100010001e-05,7,43,4,49106,True
318,2018-06-14 17:18:57.605337,0.2,2.0002000200020003e-05,4,46,4,257748,True
319,2018-06-14 17:18:59.039817,0.1,1.0001000100010001e-05,7,49,5,10915,True
320,2018-06-14 17:19:00.412876,0.04,4.004004004004004e-05,8,8,12,12136,False
321,2018-06-14 17:19:01.731516,0.04,4.004004004004004e-05,8,35,3,1757,True
322,2018-06-14 17:19:03.063182,0.04,4.004004004004004e-05,9,9,5,2714,True
323,2018-06-14 17:19:08.910071,2.0,2.000020000200002e-05,1,51,11,3774179,False
324,2018-06-14 17:19:10.336052,0.1,1.0001000100010001e-05,6,23,6,24202,True
325,2018-06-14 17:19:11.708225,0.04,4.004004004004004e-05,8,44,4,1493,False
326,2018-06-14 17:19:13.153958,0.1,1.0001000100010001e-05,5,22,8,159534,True
327,2018-06-14 17:19:14.893350,0.4,4.0004000400040005e-05,3,28,3,434689,True
328,2018-06-14 17:19:16.674031,0.4,4.0004000400040005e-05,3,8,12,539987,True
329,2018-06-14 17:19:18.052877,0.04,4.004004004004004e-05,8,50,12,6514,True
330,2018-06-14 17:19:24.141645,2.0,2.000020000200002e-05,0,23,11,2233552,True
331,2018-06-14 17:19:25.508237,0.04,4.004004004004004e-05,9,11,4,8,False
332,2018-06-14 17:19:26.835306,0.04,4.004004004004004e-05,8,21,3,386,False
333,2018-06-14 17:19:28.281427,0.1,1.0001000100010001e-05,6,45,10,80543,True
334,2018-06-14 17:19:29.653583,0.04,4.004004004004004e-05,8,20,12,12132,False
335,2018-06-14 17:19:40.539357,4.0,4.000040000400004e-05,0,51,11,7152623,False
336,2018-06-14 17:19:42.334336,0.4,4.0004000400040005e-05,2,41,6,467983,True
337,2018-06-14 17:19:43.716888,0.04,4.004004004004004e-05,9,34,6,89,False
338,2018-06-14 17:19:47.071088,1.0,1.000010000100001e-05,2,1,9,893059,True
339,2018-06-14 17:19:48.440503,0.04,4.004004004004004e-05,9,50,12,9372,False
340,2018-06-14 17:19:50.003446,0.2,2.0002000200020003e-05,3,29,3,77137,False
341,2018-06-14 17:19:51.784983,0.4,4.0004000400040005e-05,2,49,4,356362,False
342,2018-06-14 17:19:53.157057,0.04,4.004004004004004e-05,8,11,4,3981,True
343,2018-06-14 17:19:54.956585,0.4,4.0004000400040005e-05,2,25,7,92711,False
344,2018-06-14 17:19:56.340394,0.04,4.004004004004004e-05,9,25,11,1112,True
345,2018-06-14 17:19:59.648274,1.0,1.000010000100001e-05,2,11,10,1530149,True
346,2018-06-14 17:20:01.181602,0.2,2.0002000200020003e-05,4,21,5,345244,False
347,2018-06-14 17:20:02.616042,0.1,1.0001000100010001e-05,7,3,4,48333,True
348,2018-06-14 17:20:04.206950,0.2,2.0002000200020003e-05,3,28,11,54913,False
349,2018-06-14 17:20:07.535515,1.0,1.000010000100001e-05,2,27,12,2050615,False
350,2018-06-14 17:20:08.916063,0.04,4.004004004004004e-05,9,44,7,3844,True
351,2018-06-14 17:20:10.245607,0.04,4.004004004004004e-05,9,35,4,206,False
352,2018-06-14 17:20:21.009004,4.0,4.000040000400004e-05,0,11,6,5199804,True
353,2018-06-14 17:20:22.560271,0.2,2.0002000200020003e-05,4,51,8,108495,False
354,2018-06-14 17:20:24.093509,0.2,2.0002000200020003e-05,3,30,3,92264,False
355,2018-06-14 17:20:25.530383,0.1,1.0001000100010001e-05,6,8,10,110973,True
356,2018-06-14 17:20:27.080361,0.2,2.0002000200020003e-05,4,32,4,316500,False
357,2018-06-14 17:20:30.509223,1.0,1.000010000100001e-05,1,22,11,966061,True
358,2018-06-14 17:20:31.878586,0.04,4.004004004004004e-05,9,26,4,1788,True
359,2018-06-14 17:20:33.202502,0.04,4.004004004004004e-05,8,14,2,88,False
360,2018-06-14 17:20:34.529139,0.04,4.004004004004004e-05,8,22,5,4847,True
361,2018-06-14 17:20:37.865842,1.0,1.000010000100001e-05,1,4,4,2488977,False
362,2018-06-14 17:20:39.622347,0.4,4.0004000400040005e-05,3,44,6,813151,False
363,2018-06-14 17:20:41.171764,0.2,2.0002000200020003e-05,4,7,7,221006,True
364,2018-06-14 17:20:42.535978,0.04,4.004004004004004e-05,8,4,7,6792,True
365,2018-06-14 17:20:45.869338,1.0,1.000010000100001e-05,1,38,4,1603382,True
366,2018-06-14 17:20:47.415357,0.2,2.0002000200020003e-05,3,7,3,238776,True
367,2018-06-14 17:20:48.953112,0.2,2.0002000200020003e-05,6,26,11,174993,False
368,2018-06-14 17:20:50.321877,0.04,4.004004004004004e-05,9,51,9,2566,True
369,2018-06-14 17:20:56.450139,2.0,2.000020000200002e-05,0,8,11,3319863,True
370,2018-06-14 17:20:58.191637,0.4,4.0004000400040005e-05,3,49,7,750159,False
371,2018-06-14 17:21:03.990691,2.0,2.000020000200002e-05,1,29,9,4109255,False
372,2018-06-14 17:21:14.913484,4.0,4.000040000400004e-05,0,45,11,6736471,False
373,2018-06-14 17:21:16.343512,0.1,1.0001000100010001e-05,7,30,3,35111,True
374,2018-06-14 17:21:22.394969,2.0,2.000020000200002e-05,0,19,10,2463766,True
375,2018-06-14 17:21:23.933487,0.2,2.0002000200020003e-05,4,8,5,318068,True
376,2018-06-14 17:21:25.302652,0.04,4.004004004004004e-05,9,6,4,3177,True
377,2018-06-14 17:21:26.629735,0.04,4.004004004004004e-05,8,39,7,7793,True
378,2018-06-14 17:21:27.958421,0.04,4.004004004004004e-05,9,11,11,7696,False
379,2018-06-14 17:21:29.502662,0.2,2.0002000200020003e-05,4,47,3,203595,True
380,2018-06-14 17:21:30.942239,0.1,1.0001000100010001e-05,6,2,8,69635,True
381,2018-06-14 17:21:32.739290,0.4,4.0004000400040005e-05,2,23,7,205427,False
382,2018-06-14 17:21:34.114589,0.04,4.004004004004004e-05,8,48,7,4995,True
383,2018-06-14 17:21:35.558166,0.1,1.0001000100010001e-05,5,22,5,37036,False
384,2018-06-14 17:21:36.929531,0.04,4.004004004004004e-05,8,31,2,2330,False
385,2018-06-14 17:21:38.698462,0.4,4.0004000400040005e-05,3,23,10,814936,True
386,2018-06-14 17:21:40.243943,0.2,2.0002000200020003e-05,5,44,10,290479,False
387,2018-06-14 17:21:41.677003,0.1,1.0001000100010001e-05,5,3,4,6208,False
388,2018-06-14 17:21:43.056182,0.04,4.004004004004004e-05,9,5,5,1389,False
389,2018-06-14 17:21:44.386354,0.04,4.004004004004004e-05,8,11,8,5978,False
390,2018-06-14 17:21:55.211687,4.0,4.000040000400004e-05,0,21,9,6975790,False
391,2018-06-14 17:21:56.796995,0.2,2.0002000200020003e-05,3,37,9,205541,False
392,2018-06-14 17:21:58.328429,0.2,2.0002000200020003e-05,3,24,5,77615,False
393,2018-06-14 17:21:59.759995,0.1,1.0001000100010001e-05,6,18,5,100460,True
394,2018-06-14 17:22:01.317215,0.2,2.0002000200020003e-05,4,38,11,248879,True
395,2018-06-14 17:22:02.785382,0.1,1.0001000100010001e-05,7,29,6,11322,True
396,2018-06-14 17:22:04.210407,0.1,1.0001000100010001e-05,6,49,8,97376,True
397,2018-06-14 17:22:05.746415,0.2,2.0002000200020003e-05,5,47,9,241460,False
398,2018-06-14 17:22:07.189754,0.1,1.0001000100010001e-05,7,42,3,46993,True
399,2018-06-14 17:22:08.931530,0.4,4.0004000400040005e-05,3,15,7,687783,True
400,2018-06-14 17:22:10.489321,0.2,2.0002000200020003e-05,3,48,3,157763,False
401,2018-06-14 17:22:14.033855,1.0,1.000010000100001e-05,1,23,8,70774,False
402,2018-06-14 17:22:15.461487,0.1,1.0001000100010001e-05,7,7,12,51794,True
403,2018-06-14 17:22:18.883155,1.0,1.000010000100001e-05,0,28,3,309744,False
404,2018-06-14 17:22:20.635326,0.4,4.0004000400040005e-05,3,49,9,679252,True
405,2018-06-14 17:22:22.019310,0.04,4.004004004004004e-05,8,26,9,6688,True
406,2018-06-14 17:22:25.331134,1.0,1.000010000100001e-05,2,30,9,1421179,True
407,2018-06-14 17:22:26.775068,0.1,1.0001000100010001e-05,5,36,8,157575,True
408,2018-06-14 17:22:28.205556,0.1,1.0001000100010001e-05,7,27,4,51889,False
409,2018-06-14 17:22:29.567977,0.04,4.004004004004004e-05,9,6,3,2016,True
410,2018-06-14 17:22:31.053031,0.1,1.0001000100010001e-05,6,1,6,40840,True
411,2018-06-14 17:22:32.624029,0.2,2.0002000200020003e-05,3,17,6,77010,False
412,2018-06-14 17:22:34.422458,0.4,4.0004000400040005e-05,2,51,7,332111,False
413,2018-06-14 17:22:35.854312,0.1,1.0001000100010001e-05,7,11,9,52792,True
414,2018-06-14 17:22:37.408601,0.2,2.0002000200020003e-05,4,5,8,434905,False
415,2018-06-14 17:22:38.843711,0.1,1.0001000100010001e-05,7,9,11,55046,True
416,2018-06-14 17:22:40.391510,0.2,2.0002000200020003e-05,4,38,5,187834,True
417,2018-06-14 17:22:42.130448,0.4,4.0004000400040005e-05,3,31,5,555154,True
418,2018-06-14 17:22:47.911747,2.0,2.000020000200002e-05,1,44,8,3399100,False
419,2018-06-14 17:22:49.339316,0.1,1.0001000100010001e-05,7,47,12,31300,True
420,2018-06-14 17:22:50.716750,0.04,4.004004004004004e-05,8,51,3,976,True
421,2018-06-14 17:22:52.268431,0.2,2.0002000200020003e-05,4,5,7,229650,True
422,2018-06-14 17:22:53.646397,0.04,4.004004004004004e-05,9,11,11,1698,True
423,2018-06-14 17:22:55.207804,0.2,2.0002000200020003e-05,3,47,3,371148,True
424,2018-06-14 17:23:06.023834,4.0,4.000040000400004e-05,0,21,9,5685090,True
425,2018-06-14 17:23:09.318958,1.0,1.000010000100001e-05,2,6,9,1838383,False
426,2018-06-14 17:23:12.614787,1.0,1.000010000100001e-05,1,27,4,2577072,False
427,2018-06-14 17:23:14.401906,0.4,4.0004000400040005e-05,2,49,7,440061,False
428,2018-06-14 17:23:25.114228,4.0,4.000040000400004e-05,0,1,5,5476947,False
429,2018-06-14 17:23:26.656105,0.2,2.0002000200020003e-05,4,9,8,192401,True
430,2018-06-14 17:23:29.905733,1.0,1.000010000100001e-05,3,30,12,1079763,False
431,2018-06-14 17:23:35.851743,2.0,2.000020000200002e-05,0,17,6,1858633,True
432,2018-06-14 17:23:39.138730,1.0,1.000010000100001e-05,2,29,9,783163,True
433,2018-06-14 17:23:45.188909,2.0,2.000020000200002e-05,0,41,10,571868,False
434,2018-06-14 17:23:51.046306,2.0,2.000020000200002e-05,0,23,6,4792898,True
435,2018-06-14 17:23:52.484186,0.1,1.0001000100010001e-05,4,37,3,29319,False
436,2018-06-14 17:23:54.028517,0.2,2.0002000200020003e-05,5,1,12,165652,True
437,2018-06-14 17:23:55.467175,0.1,1.0001000100010001e-05,5,3,5,127392,True
438,2018-06-14 17:23:56.892508,0.1,1.0001000100010001e-05,6,35,11,52773,True
439,2018-06-14 17:24:07.823903,4.0,4.000040000400004e-05,0,51,12,9560226,False
440,2018-06-14 17:24:11.108895,1.0,1.000010000100001e-05,2,4,8,1932363,False
441,2018-06-14 17:24:14.326278,1.0,1.000010000100001e-05,2,34,7,795423,True
442,2018-06-14 17:24:15.872145,0.2,2.0002000200020003e-05,4,17,10,132046,True
443,2018-06-14 17:24:17.401341,0.2,2.0002000200020003e-05,4,38,5,270948,True
444,2018-06-14 17:24:18.836880,0.1,1.0001000100010001e-05,6,22,10,73921,True
445,2018-06-14 17:24:20.396452,0.2,2.0002000200020003e-05,4,46,9,408202,True
446,2018-06-14 17:24:21.925673,0.2,2.0002000200020003e-05,4,47,7,459395,False
447,2018-06-14 17:24:23.294140,0.04,4.004004004004004e-05,8,27,7,5639,True
448,2018-06-14 17:24:24.618777,0.04,4.004004004004004e-05,8,33,3,402,False
449,2018-06-14 17:24:26.067436,0.1,1.0001000100010001e-05,4,36,3,126429,True
450,2018-06-14 17:24:31.890908,2.0,2.000020000200002e-05,1,19,8,3428451,False
451,2018-06-14 17:24:33.321733,0.1,1.0001000100010001e-05,7,3,9,59533,True
452,2018-06-14 17:24:34.698870,0.04,4.004004004004004e-05,8,7,5,3005,False
453,2018-06-14 17:24:36.031336,0.04,4.004004004004004e-05,9,47,11,6111,False
454,2018-06-14 17:24:37.472548,0.1,1.0001000100010001e-05,6,5,12,46686,True
455,2018-06-14 17:24:39.214193,0.4,4.0004000400040005e-05,3,17,3,515977,True
456,2018-06-14 17:24:42.561172,1.0,1.000010000100001e-05,1,5,5,2264046,True
457,2018-06-14 17:24:48.745893,2.0,2.000020000200002e-05,0,7,9,925496,False
458,2018-06-14 17:24:50.305591,0.2,2.0002000200020003e-05,3,8,5,233655,True
459,2018-06-14 17:24:51.737665,0.1,1.0001000100010001e-05,6,12,3,26308,True
460,2018-06-14 17:24:55.071614,1.0,1.000010000100001e-05,1,9,4,1971839,True
461,2018-06-14 17:24:56.515570,0.1,1.0001000100010001e-05,7,16,10,7050,False
462,2018-06-14 17:24:57.946750,0.1,1.0001000100010001e-05,7,34,12,87728,False
463,2018-06-14 17:24:59.322147,0.04,4.004004004004004e-05,8,32,12,8053,False
464,2018-06-14 17:25:02.721420,1.0,1.000010000100001e-05,2,37,11,1311715,True
465,2018-06-14 17:25:04.174839,0.1,1.0001000100010001e-05,7,27,6,34191,True
466,2018-06-14 17:25:05.550113,0.04,4.004004004004004e-05,9,28,12,783,True
467,2018-06-14 17:25:11.601763,2.0,2.000020000200002e-05,0,50,10,2843756,True
468,2018-06-14 17:25:13.453551,0.4,4.0004000400040005e-05,2,34,11,143001,False
469,2018-06-14 17:25:14.883594,0.1,1.0001000100010001e-05,6,28,9,113078,True
470,2018-06-14 17:25:16.275071,0.04,4.004004004004004e-05,9,38,12,8445,False
471,2018-06-14 17:25:17.586553,0.04,4.004004004004004e-05,9,29,4,1573,True
472,2018-06-14 17:25:19.149693,0.2,2.0002000200020003e-05,3,1,5,9896,False
473,2018-06-14 17:25:20.566992,0.1,1.0001000100010001e-05,7,26,8,34532,True
474,2018-06-14 17:25:21.974357,0.1,1.0001000100010001e-05,5,35,3,128371,True
475,2018-06-14 17:25:23.336300,0.04,4.004004004004004e-05,9,0,8,791,True
476,2018-06-14 17:25:26.758271,1.0,1.000010000100001e-05,1,14,9,1816745,True
477,2018-06-14 17:25:28.342272,0.2,2.0002000200020003e-05,4,42,11,369116,True
478,2018-06-14 17:25:31.896272,1.0,1.000010000100001e-05,0,47,4,364680,False
479,2018-06-14 17:25:33.660271,0.4,4.0004000400040005e-05,3,49,12,283075,True
480,2018-06-14 17:25:39.620284,2.0,2.000020000200002e-05,0,15,3,4417180,True
481,2018-06-14 17:25:41.148729,0.2,2.0002000200020003e-05,4,21,6,162659,True
482,2018-06-14 17:25:42.570996,0.1,1.0001000100010001e-05,7,23,4,43866,True
483,2018-06-14 17:25:43.932009,0.04,4.004004004004004e-05,9,46,2,1321,True
484,2018-06-14 17:25:47.356676,1.0,1.000010000100001e-05,1,17,12,1430584,True
485,2018-06-14 17:25:48.772706,0.1,1.0001000100010001e-05,7,1,12,896,False
486,2018-06-14 17:25:50.186536,0.1,1.0001000100010001e-05,5,20,11,8740,False
487,2018-06-14 17:25:56.247538,2.0,2.000020000200002e-05,0,37,11,1699526,False
488,2018-06-14 17:25:57.681544,0.1,1.0001000100010001e-05,5,14,11,93124,True
489,2018-06-14 17:25:59.090535,0.1,1.0001000100010001e-05,4,30,4,99871,False
490,2018-06-14 17:26:00.498536,0.1,1.0001000100010001e-05,7,15,11,60826,True
491,2018-06-14 17:26:02.036535,0.2,2.0002000200020003e-05,4,33,6,181991,True
492,2018-06-14 17:26:07.855537,2.0,2.000020000200002e-05,1,4,6,3151654,False
493,2018-06-14 17:26:13.804536,2.0,2.000020000200002e-05,0,36,6,2614600,True
494,2018-06-14 17:26:15.573580,0.4,4.0004000400040005e-05,2,33,4,131975,False
495,2018-06-14 17:26:26.520323,4.0,4.000040000400004e-05,0,15,12,7619202,False
496,2018-06-14 17:26:29.876325,1.0,1.000010000100001e-05,2,49,9,1410585,True
497,2018-06-14 17:26:31.413324,0.2,2.0002000200020003e-05,4,8,8,114239,False
498,2018-06-14 17:26:32.876321,0.1,1.0001000100010001e-05,7,47,10,11074,False
499,2018-06-14 17:26:34.327325,0.1,1.0001000100010001e-05,4,9,3,128926,True
500,2018-06-14 17:26:35.878324,0.2,2.0002000200020003e-05,4,33,11,46485,False
501,2018-06-14 17:26:37.303464,0.1,1.0001000100010001e-05,5,48,8,128109,True
502,2018-06-14 17:26:38.667003,0.04,4.004004004004004e-05,8,41,7,2739,True
503,2018-06-14 17:26:40.099846,0.1,1.0001000100010001e-05,7,13,4,7629,True
504,2018-06-14 17:26:41.639308,0.2,2.0002000200020003e-05,6,18,12,170930,False
505,2018-06-14 17:26:43.013322,0.04,4.004004004004004e-05,9,38,5,3764,True
506,2018-06-14 17:26:44.560854,0.2,2.0002000200020003e-05,4,35,4,288059,True
507,2018-06-14 17:26:50.460445,2.0,2.000020000200002e-05,0,1,5,4931675,True
508,2018-06-14 17:26:56.238595,2.0,2.000020000200002e-05,1,15,5,2731357,False
509,2018-06-14 17:26:57.609900,0.04,4.004004004004004e-05,8,2,10,5092,True
510,2018-06-14 17:26:59.153638,0.2,2.0002000200020003e-05,5,8,7,205737,False
511,2018-06-14 17:27:00.529193,0.04,4.004004004004004e-05,8,20,12,9026,True
512,2018-06-14 17:27:04.041692,1.0,1.000010000100001e-05,1,51,8,330227,False
513,2018-06-14 17:27:14.851309,4.0,4.000040000400004e-05,0,35,8,4847434,True
514,2018-06-14 17:27:16.226111,0.04,4.004004004004004e-05,9,33,5,3577,True
515,2018-06-14 17:27:22.084993,2.0,2.000020000200002e-05,0,38,4,3430219,True
516,2018-06-14 17:27:23.682103,0.2,2.0002000200020003e-05,2,6,4,57404,False
517,2018-06-14 17:27:25.112879,0.1,1.0001000100010001e-05,6,29,5,49281,True
518,2018-06-14 17:27:26.681062,0.2,2.0002000200020003e-05,3,25,5,261964,True
519,2018-06-14 17:27:28.427816,0.4,4.0004000400040005e-05,3,18,7,435748,True
520,2018-06-14 17:27:29.858014,0.1,1.0001000100010001e-05,7,32,5,4136,True
521,2018-06-14 17:27:31.612840,0.4,4.0004000400040005e-05,3,17,7,496607,True
522,2018-06-14 17:27:33.040078,0.1,1.0001000100010001e-05,7,5,10,67295,False
523,2018-06-14 17:27:34.474843,0.1,1.0001000100010001e-05,7,51,4,12217,True
524,2018-06-14 17:27:35.845150,0.04,4.004004004004004e-05,9,34,11,1698,True
525,2018-06-14 17:27:37.170141,0.04,4.004004004004004e-05,9,11,11,8110,False
526,2018-06-14 17:27:47.936773,4.0,4.000040000400004e-05,0,6,7,7148167,False
527,2018-06-14 17:27:51.377959,1.0,1.000010000100001e-05,0,35,3,1548493,False
528,2018-06-14 17:27:52.805068,0.1,1.0001000100010001e-05,5,24,6,143816,True
529,2018-06-14 17:27:56.112418,1.0,1.000010000100001e-05,2,30,8,1406969,True
530,2018-06-14 17:27:57.863710,0.4,4.0004000400040005e-05,4,12,12,599382,False
531,2018-06-14 17:27:59.251457,0.04,4.004004004004004e-05,8,49,11,11065,False
532,2018-06-14 17:28:00.690679,0.1,1.0001000100010001e-05,6,2,9,114236,True
533,2018-06-14 17:28:02.121400,0.1,1.0001000100010001e-05,7,44,9,14387,True
534,2018-06-14 17:28:03.492868,0.04,4.004004004004004e-05,9,39,9,531,False
535,2018-06-14 17:28:04.823266,0.04,4.004004004004004e-05,8,10,8,776,False
536,2018-06-14 17:28:06.258064,0.1,1.0001000100010001e-05,7,50,3,10222,True
537,2018-06-14 17:28:08.023128,0.4,4.0004000400040005e-05,2,13,3,469097,False
538,2018-06-14 17:28:13.759083,2.0,2.000020000200002e-05,1,22,5,2708235,False
539,2018-06-14 17:28:17.021439,1.0,1.000010000100001e-05,3,4,12,1104641,False
540,2018-06-14 17:28:18.401844,0.04,4.004004004004004e-05,9,48,8,70,False
541,2018-06-14 17:28:21.755080,1.0,1.000010000100001e-05,2,17,9,1544578,True
542,2018-06-14 17:28:23.303128,0.2,2.0002000200020003e-05,4,12,9,191814,True
543,2018-06-14 17:28:24.830027,0.2,2.0002000200020003e-05,4,37,9,396880,False
544,2018-06-14 17:28:26.272051,0.1,1.0001000100010001e-05,5,21,9,2896,False
545,2018-06-14 17:28:27.708970,0.1,1.0001000100010001e-05,7,44,4,20847,True
546,2018-06-14 17:28:29.135405,0.1,1.0001000100010001e-05,6,35,3,17265,True
547,2018-06-14 17:28:30.565765,0.1,1.0001000100010001e-05,5,36,11,4426,False
548,2018-06-14 17:28:31.944373,0.04,4.004004004004004e-05,9,50,6,668,True
549,2018-06-14 17:28:33.692308,0.4,4.0004000400040005e-05,3,0,5,607486,True
550,2018-06-14 17:28:39.522543,2.0,2.000020000200002e-05,1,21,8,2291907,True
551,2018-06-14 17:28:50.339228,4.0,4.000040000400004e-05,0,34,9,5255618,True
552,2018-06-14 17:28:53.875449,1.0,1.000010000100001e-05,0,32,6,1059407,False
553,2018-06-14 17:28:55.309189,0.1,1.0001000100010001e-05,7,21,10,35291,True
554,2018-06-14 17:28:57.056067,0.4,4.0004000400040005e-05,3,9,4,612324,True
555,2018-06-14 17:28:58.429114,0.04,4.004004004004004e-05,9,16,8,104,False
556,2018-06-14 17:28:59.868314,0.1,1.0001000100010001e-05,6,46,12,60527,True
557,2018-06-14 17:29:01.296895,0.1,1.0001000100010001e-05,7,13,11,3200,False
558,2018-06-14 17:29:03.077781,0.4,4.0004000400040005e-05,2,19,4,552760,True
559,2018-06-14 17:29:13.905932,4.0,4.000040000400004e-05,0,45,9,6570211,False
560,2018-06-14 17:29:15.707540,0.4,4.0004000400040005e-05,2,13,8,656181,True
561,2018-06-14 17:29:17.140370,0.1,1.0001000100010001e-05,5,17,3,13611,False
562,2018-06-14 17:29:20.455467,1.0,1.000010000100001e-05,2,20,8,1751931,False
563,2018-06-14 17:29:21.894571,0.1,1.0001000100010001e-05,5,27,5,57342,False
564,2018-06-14 17:29:23.647908,0.4,4.0004000400040005e-05,3,47,5,546655,True
565,2018-06-14 17:29:25.024937,0.04,4.004004004004004e-05,8,51,4,2014,True
566,2018-06-14 17:29:26.474147,0.1,1.0001000100010001e-05,4,9,4,125273,True
567,2018-06-14 17:29:27.908955,0.1,1.0001000100010001e-05,7,33,4,33830,True
568,2018-06-14 17:29:29.289109,0.04,4.004004004004004e-05,8,1,9,645,True
569,2018-06-14 17:29:30.616390,0.04,4.004004004004004e-05,9,41,10,1564,True
570,2018-06-14 17:29:41.329454,4.0,4.000040000400004e-05,0,31,5,5518738,False
571,2018-06-14 17:29:42.886349,0.2,2.0002000200020003e-05,4,14,8,406683,False
572,2018-06-14 17:29:48.879883,2.0,2.000020000200002e-05,0,38,8,3683852,True
573,2018-06-14 17:29:50.630619,0.4,4.0004000400040005e-05,4,33,11,414571,True
574,2018-06-14 17:29:52.066379,0.1,1.0001000100010001e-05,6,12,12,114325,True
575,2018-06-14 17:29:53.442974,0.04,4.004004004004004e-05,8,2,12,10704,False
576,2018-06-14 17:29:54.882219,0.1,1.0001000100010001e-05,5,1,6,110577,True
577,2018-06-14 17:29:56.310285,0.1,1.0001000100010001e-05,6,47,7,785,False
578,2018-06-14 17:29:57.859342,0.2,2.0002000200020003e-05,4,34,5,278178,True
579,2018-06-14 17:30:01.187150,1.0,1.000010000100001e-05,1,13,4,860487,False
580,2018-06-14 17:30:02.624322,0.1,1.0001000100010001e-05,6,26,4,9593,True
581,2018-06-14 17:30:04.000321,0.04,4.004004004004004e-05,9,48,3,1084,True
582,2018-06-14 17:30:05.561379,0.2,2.0002000200020003e-05,4,46,10,97068,False
583,2018-06-14 17:30:07.040273,0.1,1.0001000100010001e-05,6,6,9,21815,False
584,2018-06-14 17:30:10.389860,1.0,1.000010000100001e-05,1,34,5,2448277,True
585,2018-06-14 17:30:11.763521,0.04,4.004004004004004e-05,8,27,12,9103,True
586,2018-06-14 17:30:17.710611,2.0,2.000020000200002e-05,0,22,6,1742485,False
