sample,time,window,precision,modulation,band,power,payload,tx2txdone
839,2018-06-07 02:06:06.734912,0.1,2.0000004000000802e-08,7,1,8,42,0.029968745993749202
840,2018-06-07 02:06:08.834698,0.01,1.000001000001e-08,8,30,8,19,0.0023564623564623567
841,2018-06-07 02:06:42.139467,2.0,1.0000000500000025e-07,4,46,6,246,
842,2018-06-07 02:07:10.454062,1.0,5.0000002500000126e-08,5,30,-2,160,0.26363056318152817
843,2018-06-07 02:07:17.652336,0.4,8.000001600000321e-08,4,21,12,37,0.14817618963523793
844,2018-06-07 02:07:24.911303,0.2,4.0000008000001605e-08,7,42,13,75,0.04660860932172187
845,2018-06-07 02:08:12.869378,10.0,5.000000250000012e-07,1,5,21,103,2.2488911124445554
846,2018-06-07 02:08:41.157934,2.0,1.0000000500000025e-07,4,19,10,176,0.5065721253286063
847,2018-06-07 02:08:43.495611,0.01,1.000001000001e-08,9,20,11,61,0.003232803232803233
848,2018-06-07 02:09:10.151237,1.0,5.0000002500000126e-08,5,34,8,205,0.33018986650949333
849,2018-06-07 02:09:57.801886,10.0,5.000000250000012e-07,1,34,7,154,3.231922661596133
850,2018-06-07 02:10:00.027893,0.04,4.000004000004e-08,8,1,17,223,0.015412215412215413
851,2018-06-07 02:10:01.122539,0.004,4.000040000400004e-08,9,0,4,30,0.0019938999389993903
852,2018-06-07 02:11:13.048328,20.0,1.0000000500000025e-06,0,20,0,167,6.299795314989765
853,2018-06-07 02:11:41.741378,2.0,1.0000000500000025e-07,2,4,6,44,0.5511160275558014
854,2018-06-07 02:11:48.700096,0.2,4.0000008000001605e-08,6,21,6,53,0.0622896924579385
855,2018-06-07 02:11:50.886298,0.04,4.000004000004e-08,8,20,15,143,0.010292530292530293
856,2018-06-07 02:12:20.353883,2.0,1.0000000500000025e-07,3,22,1,167,0.8695781434789072
857,2018-06-07 02:12:46.460186,1.0,5.0000002500000126e-08,2,48,18,27,0.42823747141187357
858,2018-06-07 02:12:48.544609,0.02,2.000002000002e-08,8,24,2,88,0.006772246772246773
859,2018-06-07 02:13:21.968367,4.0,2.000000100000005e-07,1,28,10,46,1.2658614632930731
860,2018-06-07 02:13:28.982528,0.2,4.0000008000001605e-08,6,39,21,40,0.049488929897785985
861,2018-06-07 02:13:36.123211,0.4,8.000001600000321e-08,4,3,0,32,0.13793578758715752
862,2018-06-07 02:13:43.295460,0.2,4.0000008000001605e-08,7,51,5,111,0.06580853316170664
863,2018-06-07 02:14:31.549617,10.0,5.000000250000012e-07,1,27,12,183,3.723436686171834
864,2018-06-07 02:14:39.411481,0.4,8.000001600000321e-08,5,40,22,84,0.15099155019831006
865,2018-06-07 02:15:05.358616,1.0,5.0000002500000126e-08,3,30,9,79,0.45998077299903867
866,2018-06-07 02:15:07.371825,0.01,1.000001000001e-08,8,10,0,33,0.0032523632523632526
867,2018-06-07 02:15:40.745510,4.0,2.000000100000005e-07,3,10,8,220,1.1153354557667727
868,2018-06-07 02:15:47.437306,0.1,2.0000004000000802e-08,5,24,19,13,0.04859352971870595
869,2018-06-07 02:16:20.566517,4.0,2.000000100000005e-07,2,3,21,154,1.4522268726113436
870,2018-06-07 02:16:22.794269,0.02,2.000002000002e-08,8,45,5,98,0.007414127414127415
871,2018-06-07 02:16:30.064656,0.2,4.0000008000001605e-08,6,37,3,83,0.08788825757765152
872,2018-06-07 02:17:17.867761,10.0,5.000000250000012e-07,1,7,12,121,2.5765686288284315
873,2018-06-07 02:18:29.949944,20.0,1.0000000500000025e-06,0,19,5,215,7.774342388717119
874,2018-06-07 02:18:56.379657,1.0,5.0000002500000126e-08,4,33,0,143,0.42465297123264856
875,2018-06-07 02:19:03.779933,0.4,8.000001600000321e-08,3,24,11,15,0.17326339465267895
876,2018-06-07 02:19:11.204404,0.4,8.000001600000321e-08,6,34,11,119,0.11860954372190875
877,2018-06-07 02:19:13.475460,0.04,4.000004000004e-08,9,5,0,234,0.010152250152250153
878,2018-06-07 02:19:20.764147,0.4,8.000001600000321e-08,7,9,17,216,0.11956890391378079
879,2018-06-07 02:19:28.094117,0.4,8.000001600000321e-08,7,24,13,182,0.10164810032962007
880,2018-06-07 02:19:35.191717,0.2,4.0000008000001605e-08,7,15,15,94,0.05684857136971428
881,2018-06-07 02:20:22.987013,10.0,5.000000250000012e-07,1,51,20,131,2.822326641116332
882,2018-06-07 02:20:53.898257,0.04,4.000004000004e-08,9,32,9,249,
883,2018-06-07 02:21:41.660802,10.0,5.000000250000012e-07,1,43,18,233,4.624547731227387
884,2018-06-07 02:21:48.927640,0.2,4.0000008000001605e-08,6,36,21,47,0.057168531433706295
885,2018-06-07 02:22:22.422138,4.0,2.000000100000005e-07,2,41,2,161,1.5341460767073039
886,2018-06-07 02:23:10.464346,10.0,5.000000250000012e-07,1,8,4,139,2.9042451452122573
887,2018-06-07 02:23:17.935258,0.4,8.000001600000321e-08,6,5,16,178,0.1672473934494787
888,2018-06-07 02:23:25.041243,0.1,2.0000004000000802e-08,6,6,6,38,0.04948858989771798
889,2018-06-07 02:23:54.060022,2.0,1.0000000500000025e-07,1,45,6,23,0.8562671428133571
890,2018-06-07 02:24:01.109500,0.2,4.0000008000001605e-08,5,43,14,47,0.0946721789344358
891,2018-06-07 02:24:49.064162,10.0,5.000000250000012e-07,1,22,-3,147,3.0680831534041575
892,2018-06-07 02:25:49.388957,20.0,1.0000000500000025e-06,1,38,5,254,
893,2018-06-07 02:26:14.781363,0.2,4.0000008000001605e-08,7,1,0,99,0.059408891881778385
894,2018-06-07 02:27:15.143997,20.0,1.0000000500000025e-06,0,8,16,246,
895,2018-06-07 02:27:59.979488,1.0,5.0000002500000126e-08,6,48,20,219,0.2030873101543655
896,2018-06-07 02:29:12.254736,20.0,1.0000000500000025e-06,0,21,9,235,8.429695421484771
897,2018-06-07 02:29:19.910585,0.4,8.000001600000321e-08,7,50,1,168,0.09396873879374777
898,2018-06-07 02:29:22.058433,0.01,1.000001000001e-08,9,27,1,58,0.0031122831122831125
899,2018-06-07 02:29:53.020185,0.04,4.000004000004e-08,9,24,19,246,
900,2018-06-07 02:30:26.656275,4.0,2.000000100000005e-07,3,33,7,231,1.1562938578146928
901,2018-06-07 02:30:56.098666,2.0,1.0000000500000025e-07,2,18,9,88,0.9197521459876074
902,2018-06-07 02:31:03.729746,0.2,4.0000008000001605e-08,7,10,5,96,0.05812849162569833
903,2018-06-07 02:31:11.063610,0.2,4.0000008000001605e-08,7,16,10,115,0.06708945341789069
904,2018-06-07 02:31:13.225305,0.02,2.000002000002e-08,9,46,13,115,0.0007948607948607949
905,2018-06-07 02:31:20.876489,0.4,8.000001600000321e-08,5,45,5,96,0.16635163327032668
906,2018-06-07 02:31:28.018805,0.1,2.0000004000000802e-08,4,30,8,1,0.05601647120329425
907,2018-06-07 02:31:35.800205,0.4,8.000001600000321e-08,7,33,7,173,0.09652817930563587
908,2018-06-07 02:31:43.026031,0.2,4.0000008000001605e-08,4,5,-1,12,0.08673649734729948
909,2018-06-07 02:31:50.648270,0.4,8.000001600000321e-08,5,24,19,54,0.1049135409827082
910,2018-06-07 02:32:19.754155,2.0,1.0000000500000025e-07,3,37,5,104,0.5828596291429815
911,2018-06-07 02:32:53.552467,4.0,2.000000100000005e-07,3,10,19,198,1.0129352506467626
912,2018-06-07 02:33:01.013885,0.4,8.000001600000321e-08,7,13,12,187,0.10420810084162017
913,2018-06-07 02:33:03.108671,0.02,2.000002000002e-08,9,38,8,111,0.005233765233765234
914,2018-06-07 02:33:10.432245,0.2,4.0000008000001605e-08,7,37,11,78,0.04789016957803392
915,2018-06-07 02:33:17.746243,0.4,8.000001600000321e-08,3,38,-1,9,0.15278539055707813
916,2018-06-07 02:33:24.714302,0.2,4.0000008000001605e-08,7,0,11,138,0.07860929572185915
917,2018-06-07 02:33:26.830651,0.02,2.000002000002e-08,8,30,3,60,0.004980344980344981
918,2018-06-07 02:34:39.164210,20.0,1.0000000500000025e-06,0,4,8,174,6.463633323181666
919,2018-06-07 02:34:41.298744,0.02,2.000002000002e-08,9,40,0,133,0.006112246112246113
920,2018-06-07 02:34:48.685513,0.2,4.0000008000001605e-08,7,10,3,84,0.051730050346010074
921,2018-06-07 02:34:55.573391,0.2,4.0000008000001605e-08,4,18,-2,3,0.06625657325131466
922,2018-06-07 02:35:02.460921,0.4,8.000001600000321e-08,2,35,-1,1,0.22343988468797696
923,2018-06-07 02:35:04.669720,0.02,2.000002000002e-08,9,20,4,170,0.007592267592267592
924,2018-06-07 02:35:11.568712,0.1,2.0000004000000802e-08,6,23,4,25,0.036690387338077474
925,2018-06-07 02:35:45.968913,4.0,2.000000100000005e-07,1,0,14,49,1.2658606632930332
926,2018-06-07 02:36:14.651090,2.0,1.0000000500000025e-07,3,26,7,140,0.7466993373349669
927,2018-06-07 02:37:02.421260,10.0,5.000000250000012e-07,1,35,12,141,2.9861636493081822
928,2018-06-07 02:37:50.188069,10.0,5.000000250000012e-07,0,2,0,98,4.00605820030291
929,2018-06-07 02:38:38.571228,10.0,5.000000250000012e-07,1,34,17,214,4.296872714843635
930,2018-06-07 02:38:40.723519,0.02,2.000002000002e-08,8,22,4,78,0.006132266132266133
931,2018-06-07 02:39:52.664401,20.0,1.0000000500000025e-06,0,24,18,155,5.808282290414114
932,2018-06-07 02:40:26.601792,4.0,2.000000100000005e-07,3,49,15,215,1.0743750537187526
933,2018-06-07 02:41:38.719547,20.0,1.0000000500000025e-06,0,7,1,207,7.610502380525118
934,2018-06-07 02:42:04.907571,1.0,5.0000002500000126e-08,2,14,6,9,0.26439946321997315
935,2018-06-07 02:42:12.247769,0.4,8.000001600000321e-08,3,30,4,4,0.1323037864607573
936,2018-06-07 02:43:00.377221,10.0,5.000000250000012e-07,1,31,-1,215,4.296870714843536
937,2018-06-07 02:43:26.232908,1.0,5.0000002500000126e-08,4,23,0,82,0.26081496304074814
938,2018-06-07 02:43:28.392372,0.02,2.000002000002e-08,8,17,-1,60,0.004980244980244981
939,2018-06-07 02:43:35.621097,0.4,8.000001600000321e-08,7,3,8,209,0.11572802314560464
940,2018-06-07 02:44:23.383842,10.0,5.000000250000012e-07,1,49,22,164,3.395760169788008
941,2018-06-07 02:45:11.710397,10.0,5.000000250000012e-07,1,42,6,174,3.559598677979934
942,2018-06-07 02:45:18.856681,0.2,4.0000008000001605e-08,5,15,1,43,0.0895522179104436
943,2018-06-07 02:46:30.575844,20.0,1.0000000500000025e-06,0,13,8,179,6.6274733313736665
944,2018-06-07 02:46:37.724992,0.4,8.000001600000321e-08,4,44,8,45,0.16865635373127078
945,2018-06-07 02:46:39.918148,0.01,1.000001000001e-08,9,18,13,70,0.0035923035923035927
946,2018-06-07 02:46:42.175428,0.04,4.000004000004e-08,8,50,7,193,0.013492213492213493
947,2018-06-07 02:47:30.366649,10.0,5.000000250000012e-07,1,46,-2,92,2.0850526042526303
948,2018-06-07 02:47:37.432436,0.1,2.0000004000000802e-08,7,2,20,56,0.03764922752984551
949,2018-06-07 02:48:04.026767,1.0,5.0000002500000126e-08,5,40,6,168,0.2738707636935382
950,2018-06-07 02:48:11.267475,0.2,4.0000008000001605e-08,5,12,1,20,0.05883253176650636
951,2018-06-07 02:48:45.431881,4.0,2.000000100000005e-07,1,13,0,61,1.5116196755809839
952,2018-06-07 02:49:30.719175,10.0,5.000000250000012e-07,2,51,0,251,
953,2018-06-07 02:50:27.586073,10.0,5.000000250000012e-07,1,43,-1,158,3.313842165692108
954,2018-06-07 02:50:35.023704,0.1,2.0000004000000802e-08,6,0,6,11,0.02645000529000106
955,2018-06-07 02:51:04.097445,2.0,1.0000000500000025e-07,3,11,19,125,0.6647796332389817
956,2018-06-07 02:51:30.687888,1.0,5.0000002500000126e-08,5,20,16,152,0.24827066241353313
957,2018-06-07 02:51:38.165329,0.4,8.000001600000321e-08,6,22,3,160,0.1518891503778301
958,2018-06-07 02:52:11.577786,4.0,2.000000100000005e-07,1,49,0,64,1.593538079676904
959,2018-06-07 02:52:13.821106,0.01,1.000001000001e-08,9,28,18,69,0.0035523235523235524
960,2018-06-07 02:52:20.993120,0.4,8.000001600000321e-08,6,48,16,127,0.12372802474560496
961,2018-06-07 02:52:49.896945,2.0,1.0000000500000025e-07,3,10,11,126,0.6852583342629167
962,2018-06-07 02:52:52.064074,0.01,1.000001000001e-08,9,44,-1,56,0.0030340330340330344
963,2018-06-07 02:53:18.307041,1.0,5.0000002500000126e-08,5,18,3,134,0.22267086113354306
964,2018-06-07 02:54:30.750400,20.0,1.0000000500000025e-06,0,2,-3,193,7.118988355949417
965,2018-06-07 02:55:41.998142,20.0,1.0000000500000025e-06,0,12,3,141,5.480604274030213
966,2018-06-07 02:56:30.369470,10.0,5.000000250000012e-07,0,45,21,62,2.859191642959582
967,2018-06-07 02:57:03.687843,4.0,2.000000100000005e-07,1,11,13,54,1.3477798673889934
968,2018-06-07 02:57:10.855980,0.1,2.0000004000000802e-08,7,19,13,71,0.045328649065729816
969,2018-06-07 02:57:13.103348,0.01,1.000001000001e-08,9,19,12,73,0.0037122637122637124
970,2018-06-07 02:57:15.265844,0.02,2.000002000002e-08,8,12,3,81,0.006326306326306327
971,2018-06-07 02:57:48.847536,4.0,2.000000100000005e-07,3,25,19,218,1.0948546547427327
972,2018-06-07 02:57:51.155117,0.04,4.000004000004e-08,8,9,17,142,0.01022969022969023
973,2018-06-07 02:58:19.860820,2.0,1.0000000500000025e-07,1,5,6,10,0.6105070305253515
974,2018-06-07 02:58:51.695305,1.0,5.0000002500000126e-08,6,6,4,251,
975,2018-06-07 02:59:22.090618,2.0,1.0000000500000025e-07,1,47,9,17,0.6924272346213618
976,2018-06-07 03:00:22.422335,20.0,1.0000000500000025e-06,0,0,8,241,
977,2018-06-07 03:00:47.346782,0.1,2.0000004000000802e-08,7,32,10,35,0.026128945225789048
978,2018-06-07 03:01:59.368513,20.0,1.0000000500000025e-06,0,47,3,191,7.1189873559493675
979,2018-06-07 03:02:47.855155,10.0,5.000000250000012e-07,0,18,13,115,4.4975732248786615
980,2018-06-07 03:03:16.982745,2.0,1.0000000500000025e-07,3,9,18,96,0.5419003270950163
981,2018-06-07 03:03:51.081326,4.0,2.000000100000005e-07,3,2,20,204,1.0334150516707525
982,2018-06-07 03:04:25.094717,4.0,2.000000100000005e-07,2,8,16,144,1.3703078685153935
983,2018-06-07 03:04:32.382489,0.2,4.0000008000001605e-08,7,34,22,92,0.05556985111397023
984,2018-06-07 03:05:20.196769,10.0,5.000000250000012e-07,1,7,11,183,3.723436686171834
985,2018-06-07 03:06:07.992628,10.0,5.000000250000012e-07,1,30,21,90,2.00313360015668
986,2018-06-07 03:06:10.262712,0.02,2.000002000002e-08,8,0,3,92,0.007028207028207029
987,2018-06-07 03:06:39.264060,2.0,1.0000000500000025e-07,4,5,20,168,0.48609232430461624
988,2018-06-07 03:07:08.094890,2.0,1.0000000500000025e-07,2,47,17,57,0.6739959336997967
989,2018-06-07 03:07:15.444153,0.1,2.0000004000000802e-08,6,30,-3,9,0.02388884477776896
990,2018-06-07 03:07:17.579458,0.02,2.000002000002e-08,8,40,10,74,0.0058762858762858765
991,2018-06-07 03:07:51.474819,4.0,2.000000100000005e-07,3,30,5,231,1.156293657814683
992,2018-06-07 03:08:17.908842,1.0,5.0000002500000126e-08,1,24,1,7,0.5285878764293939
993,2018-06-07 03:08:46.942393,2.0,1.0000000500000025e-07,3,8,-1,155,0.808138740406937
994,2018-06-07 03:09:59.572882,20.0,1.0000000500000025e-06,0,27,10,215,7.774342388717119
995,2018-06-07 03:10:27.154508,1.0,5.0000002500000126e-08,4,47,15,111,0.34273431713671587
996,2018-06-07 03:10:34.688666,0.4,8.000001600000321e-08,7,46,6,225,0.12340818468163695
997,2018-06-07 03:11:06.523351,1.0,5.0000002500000126e-08,5,12,14,247,
998,2018-06-07 03:11:14.552748,0.1,2.0000004000000802e-08,7,43,6,70,0.04404930880986177
999,2018-06-07 03:11:16.702745,0.01,1.000001000001e-08,8,31,0,40,0.0037002637002637004
1000,2018-06-07 03:11:23.874501,0.4,8.000001600000321e-08,3,32,11,4,0.1323038664607733
1001,2018-06-07 03:12:11.644228,10.0,5.000000250000012e-07,1,20,5,195,3.969194698459735
1002,2018-06-07 03:12:59.972265,10.0,5.000000250000012e-07,1,38,18,118,2.576567628828381
1003,2018-06-07 03:13:33.461133,4.0,2.000000100000005e-07,2,7,0,112,1.1245500562275028
1004,2018-06-07 03:14:02.585534,2.0,1.0000000500000025e-07,4,44,1,167,0.4860935243046762
1005,2018-06-07 03:14:04.676608,0.01,1.000001000001e-08,9,40,21,32,0.0020723120723120723
1006,2018-06-07 03:14:31.176678,1.0,5.0000002500000126e-08,5,12,14,197,0.3148313657415683
1007,2018-06-07 03:14:57.384671,1.0,5.0000002500000126e-08,3,25,10,60,0.37806256890312845
1008,2018-06-07 03:14:59.578101,0.02,2.000002000002e-08,8,38,10,80,0.006260286260286261
1009,2018-06-07 03:15:01.892734,0.04,4.000004000004e-08,9,12,18,234,0.010153010153010154
1010,2018-06-07 03:16:14.508699,20.0,1.0000000500000025e-06,0,13,20,166,6.299796314989815
1011,2018-06-07 03:16:47.848680,2.0,1.0000000500000025e-07,4,25,5,251,
1012,2018-06-07 03:17:24.075410,4.0,2.000000100000005e-07,2,39,7,111,1.1245500562275028
1013,2018-06-07 03:17:31.196109,0.4,8.000001600000321e-08,5,49,-2,61,0.11515194303038861
1014,2018-06-07 03:17:38.752370,0.2,4.0000008000001605e-08,4,28,0,22,0.1072160614432123
1015,2018-06-07 03:17:39.811786,0.004,4.000040000400004e-08,8,1,4,10,0.001780337803378034
1016,2018-06-07 03:17:42.074610,0.02,2.000002000002e-08,9,9,4,142,0.006473626473626474
1017,2018-06-07 03:18:54.108366,20.0,1.0000000500000025e-06,0,36,-2,144,5.480603274030163
1018,2018-06-07 03:18:56.181740,0.04,4.000004000004e-08,8,31,21,192,0.013428173428173429
1019,2018-06-07 03:19:03.681623,0.4,8.000001600000321e-08,4,9,4,37,0.14817562963512595
1020,2018-06-07 03:19:05.849899,0.04,4.000004000004e-08,7,3,15,13,0.01460893460893461
1021,2018-06-07 03:19:54.274782,10.0,5.000000250000012e-07,1,21,-2,183,3.7234376861718843
1022,2018-06-07 03:20:42.823040,10.0,5.000000250000012e-07,1,42,3,149,3.1500031575001577
1023,2018-06-07 03:21:09.379354,1.0,5.0000002500000126e-08,3,2,15,74,0.4395013219750661
1024,2018-06-07 03:21:16.607428,0.4,8.000001600000321e-08,7,49,6,240,0.13108770621754126
1025,2018-06-07 03:22:04.130222,10.0,5.000000250000012e-07,2,4,9,225,2.0666211033310553
1026,2018-06-07 03:22:33.166186,2.0,1.0000000500000025e-07,2,10,12,82,0.8787925439396272
1027,2018-06-07 03:22:35.304670,0.01,1.000001000001e-08,8,8,0,51,0.0044042344042344046
1028,2018-06-07 03:23:23.315173,10.0,5.000000250000012e-07,0,12,4,68,3.0230301511515076
1029,2018-06-07 03:23:30.382101,0.1,2.0000004000000802e-08,7,37,16,45,0.031248906249781255
1030,2018-06-07 03:23:56.797627,1.0,5.0000002500000126e-08,3,45,-3,79,0.45998147299907366
1031,2018-06-07 03:24:26.291846,2.0,1.0000000500000025e-07,0,48,5,9,1.0569667528483377
1032,2018-06-07 03:24:53.250266,1.0,5.0000002500000126e-08,4,51,9,116,0.35297406764870337
1033,2018-06-07 03:25:25.070508,1.0,5.0000002500000126e-08,6,37,0,251,
1034,2018-06-07 03:25:33.533462,0.2,4.0000008000001605e-08,6,5,9,43,0.05204857040971409
1035,2018-06-07 03:25:40.530327,0.1,2.0000004000000802e-08,5,1,9,1,0.028112945622589126
1036,2018-06-07 03:26:09.654246,2.0,1.0000000500000025e-07,0,38,3,7,1.0569666528483326
1037,2018-06-07 03:26:10.831968,0.002,2.000020000200002e-08,9,2,17,1,0.0008327483274832749
1038,2018-06-07 03:26:42.743378,2.0,1.0000000500000025e-07,2,49,6,85,0.9197520459876023
1039,2018-06-07 03:27:31.151089,10.0,5.000000250000012e-07,1,0,10,228,4.542630227131511
1040,2018-06-07 03:27:38.428942,0.1,2.0000004000000802e-08,5,50,16,9,0.043472968694593744
1041,2018-06-07 03:28:05.376655,1.0,5.0000002500000126e-08,3,18,1,36,0.2756624137831207
1042,2018-06-07 03:28:12.885477,0.4,8.000001600000321e-08,3,19,11,23,0.21422340284468058
1043,2018-06-07 03:28:14.972300,0.01,1.000001000001e-08,9,27,8,40,0.0023934623934623936
1044,2018-06-07 03:28:44.902288,2.0,1.0000000500000025e-07,4,46,1,228,0.6396930319846517
1045,2018-06-07 03:29:16.745223,1.0,5.0000002500000126e-08,5,33,16,247,
1046,2018-06-07 03:30:04.930810,10.0,5.000000250000012e-07,2,14,20,221,2.025663101283155
1047,2018-06-07 03:30:36.749845,1.0,5.0000002500000126e-08,6,40,11,248,
1048,2018-06-07 03:31:06.772641,2.0,1.0000000500000025e-07,2,16,15,66,0.7559140377957019
1049,2018-06-07 03:31:36.236066,2.0,1.0000000500000025e-07,4,41,-3,239,0.6704114335205716
1050,2018-06-07 03:32:48.204401,20.0,1.0000000500000025e-06,0,33,10,134,5.152927257646363
1051,2018-06-07 03:33:15.282225,1.0,5.0000002500000126e-08,4,20,20,148,0.4348928217446411
1052,2018-06-07 03:33:17.369256,0.02,2.000002000002e-08,9,8,13,148,0.0007922007922007922
1053,2018-06-07 03:34:05.849652,10.0,5.000000250000012e-07,1,26,14,171,3.4776791738839585
1054,2018-06-07 03:34:08.081772,0.04,4.000004000004e-08,8,18,13,130,0.00946024946024946
1055,2018-06-07 03:34:10.259326,0.02,2.000002000002e-08,9,0,4,208,0.009112589112589112
1056,2018-06-07 03:34:43.431416,4.0,2.000000100000005e-07,1,21,16,67,1.593537479676874
1057,2018-06-07 03:35:28.739292,10.0,5.000000250000012e-07,2,21,-3,251,
1058,2018-06-07 03:35:40.026120,0.01,1.000001000001e-08,8,13,19,43,0.0038933038933038934
1059,2018-06-07 03:36:09.014943,2.0,1.0000000500000025e-07,3,1,12,125,0.6647797332389866
1060,2018-06-07 03:36:16.190059,0.2,4.0000008000001605e-08,6,43,0,64,0.0699696139939228
1061,2018-06-07 03:36:23.277880,0.1,2.0000004000000802e-08,7,45,4,39,0.028689705737941152
1062,2018-06-07 03:36:25.542659,0.04,4.000004000004e-08,8,40,19,236,0.016244176244176244
1063,2018-06-07 03:36:33.018449,0.4,8.000001600000321e-08,6,5,14,132,0.12884778576955716
1064,2018-06-07 03:37:06.325328,2.0,1.0000000500000025e-07,4,0,8,246,
1065,2018-06-07 03:37:10.433618,0.04,4.000004000004e-08,8,28,16,142,0.01022817022817023
1066,2018-06-07 03:37:58.965946,10.0,5.000000250000012e-07,1,24,8,163,3.3957606697880336
1067,2018-06-07 03:38:06.441103,0.4,8.000001600000321e-08,6,16,4,172,0.1621275524255105
1068,2018-06-07 03:38:40.564623,4.0,2.000000100000005e-07,2,22,10,122,1.206470060323503
1069,2018-06-07 03:38:42.841751,0.02,2.000002000002e-08,8,47,12,103,0.007732227732227733
1070,2018-06-07 03:39:11.755194,2.0,1.0000000500000025e-07,4,28,-1,225,0.6294509314725466
1071,2018-06-07 03:39:18.848923,0.2,4.0000008000001605e-08,6,30,12,82,0.08532857706571542
1072,2018-06-07 03:40:07.267052,10.0,5.000000250000012e-07,1,2,18,101,2.2488911124445554
1073,2018-06-07 03:40:36.906660,2.0,1.0000000500000025e-07,4,27,10,182,0.5168123258406163
1074,2018-06-07 03:40:43.998285,0.1,2.0000004000000802e-08,7,36,5,72,0.045330409066081816
1075,2018-06-07 03:41:13.194310,2.0,1.0000000500000025e-07,1,46,17,11,0.6105081305254065
1076,2018-06-07 03:41:39.883902,1.0,5.0000002500000126e-08,4,45,0,162,0.46561247328062366
1077,2018-06-07 03:41:42.117298,0.02,2.000002000002e-08,9,28,17,139,0.006352226352226353
1078,2018-06-07 03:42:11.709203,2.0,1.0000000500000025e-07,2,13,11,65,0.7559148377957419
1079,2018-06-07 03:42:19.626660,0.4,8.000001600000321e-08,6,36,2,115,0.11349002269800455
1080,2018-06-07 03:43:08.090357,10.0,5.000000250000012e-07,2,13,12,234,2.10758060537903
1081,2018-06-07 03:43:10.288330,0.02,2.000002000002e-08,9,11,21,151,0.006834126834126835
1082,2018-06-07 03:43:43.574873,2.0,1.0000000500000025e-07,4,32,16,253,
1083,2018-06-07 03:43:47.668435,0.02,2.000002000002e-08,9,37,11,113,0.005312425312425313
1084,2018-06-07 03:43:49.679776,0.02,2.000002000002e-08,8,19,8,99,0.007477587477587478
1085,2018-06-07 03:44:37.755182,10.0,5.000000250000012e-07,1,51,0,220,4.378790718939536
1086,2018-06-07 03:45:04.232426,1.0,5.0000002500000126e-08,5,0,13,223,0.3557902677895134
1087,2018-06-07 03:45:06.398919,0.04,4.000004000004e-08,6,38,16,6,0.02132886132886133
1088,2018-06-07 03:45:32.600257,1.0,5.0000002500000126e-08,3,20,19,82,0.4804603740230187
1089,2018-06-07 03:45:39.936589,0.2,4.0000008000001605e-08,7,26,0,115,0.0670883734176747
1090,2018-06-07 03:45:42.112697,0.02,2.000002000002e-08,9,51,13,158,0.007112307112307112
1091,2018-06-07 03:45:44.324785,0.04,4.000004000004e-08,9,18,14,239,0.010352210352210353
1092,2018-06-07 03:46:13.561237,2.0,1.0000000500000025e-07,3,45,-1,96,0.5419016270950814
1093,2018-06-07 03:46:47.394141,4.0,2.000000100000005e-07,0,33,5,23,1.5484818774240938
1094,2018-06-07 03:47:19.243065,1.0,5.0000002500000126e-08,6,13,2,245,
1095,2018-06-07 03:48:32.385655,20.0,1.0000000500000025e-06,0,28,11,199,7.282826364141318
1096,2018-06-07 03:49:44.750566,20.0,1.0000000500000025e-06,0,24,18,173,6.463634323181716
1097,2018-06-07 03:50:32.396948,10.0,5.000000250000012e-07,1,7,22,94,2.0850526042526303
1098,2018-06-07 03:51:01.611232,2.0,1.0000000500000025e-07,4,15,-3,190,0.5372917268645864
1099,2018-06-07 03:51:29.916927,2.0,1.0000000500000025e-07,2,0,8,86,0.9197520459876023
1100,2018-06-07 03:51:56.204295,1.0,5.0000002500000126e-08,5,33,19,192,0.30971021548551075
1101,2018-06-07 03:52:03.283880,0.1,2.0000004000000802e-08,7,32,3,59,0.03892928778585756
1102,2018-06-07 03:52:11.023937,0.4,8.000001600000321e-08,6,26,15,126,0.12372930474586097
1103,2018-06-07 03:52:18.268036,0.4,8.000001600000321e-08,7,33,0,214,0.11828794365758874
1104,2018-06-07 03:52:25.388605,0.1,2.0000004000000802e-08,7,2,9,48,0.032529366505873306
1105,2018-06-07 03:52:27.585239,0.04,4.000004000004e-08,8,28,3,142,0.010228410228410229
1106,2018-06-07 03:53:01.277239,4.0,2.000000100000005e-07,3,28,8,234,1.176774658838733
1107,2018-06-07 03:53:48.874548,10.0,5.000000250000012e-07,0,21,5,56,2.6953511347675567
1108,2018-06-07 03:54:34.183443,10.0,5.000000250000012e-07,2,19,1,248,
1109,2018-06-07 03:55:09.755013,1.0,5.0000002500000126e-08,5,22,-1,155,0.25339231266961565
1110,2018-06-07 03:55:43.420681,4.0,2.000000100000005e-07,2,26,3,142,1.3703078685153935
1111,2018-06-07 03:56:09.812150,1.0,5.0000002500000126e-08,5,27,7,148,0.2431512121575606
1112,2018-06-07 03:56:43.113164,4.0,2.000000100000005e-07,3,23,12,236,1.1767750588387529
1113,2018-06-07 03:57:16.751282,4.0,2.000000100000005e-07,1,28,16,72,1.6754576837728843
1114,2018-06-07 03:57:50.665797,4.0,2.000000100000005e-07,2,47,18,127,1.2474306623715332
1115,2018-06-07 03:58:24.122646,4.0,2.000000100000005e-07,0,11,20,27,1.7123208856160443
1116,2018-06-07 03:58:57.989309,4.0,2.000000100000005e-07,2,13,17,160,1.5341472767073638
