sample,time,window,precision,modulation,rx2rxtimeout
312,2018-05-31 20:30:56.620077,0.04,4.0000400004000043e-07,6,0.00933609336093361
313,2018-05-31 20:30:59.015449,0.2,2.000002000002e-07,3,0.05727325727325727
314,2018-05-31 20:31:09.429655,2.0,4.00000080000016e-07,0,0.45704529140905825
315,2018-05-31 20:31:10.441912,0.04,4.0000400004000043e-07,5,0.014428144281442816
316,2018-05-31 20:31:12.946835,0.2,2.000002000002e-07,3,0.05728425728425729
317,2018-05-31 20:31:23.529908,2.0,4.00000080000016e-07,0,0.4571228914245783
318,2018-05-31 20:31:34.225573,2.0,4.00000080000016e-07,0,0.45695049139009825
319,2018-05-31 20:31:43.475117,1.0,2.00000040000008e-07,1,0.22851504570300915
320,2018-05-31 20:31:44.510417,0.02,2.0000200002000021e-07,7,0.004750647506475065
321,2018-05-31 20:31:45.416321,0.002,2.0002000200020003e-07,9,0.0006010601060106011
322,2018-05-31 20:31:46.266532,0.002,2.0002000200020003e-07,8,0.0008734873487348735
323,2018-05-31 20:31:47.129022,0.002,2.0002000200020003e-07,8,0.0008644864486448646
324,2018-05-31 20:31:48.209474,0.04,4.0000400004000043e-07,6,0.00933329333293333
325,2018-05-31 20:31:57.403369,1.0,2.00000040000008e-07,1,0.22859384571876915
326,2018-05-31 20:31:58.413105,0.04,4.0000400004000043e-07,6,0.00933329333293333
327,2018-05-31 20:31:59.494499,0.02,2.0000200002000021e-07,7,0.004746447464474645
328,2018-05-31 20:32:00.559489,0.04,4.0000400004000043e-07,5,0.014445344453444536
329,2018-05-31 20:32:01.603837,0.04,4.0000400004000043e-07,5,0.014442144421444215
330,2018-05-31 20:32:02.508356,0.002,2.0002000200020003e-07,8,0.0008678867886788679
331,2018-05-31 20:32:11.560123,1.0,2.00000040000008e-07,1,0.22867364573472915
332,2018-05-31 20:32:14.208401,0.4,4.000004000004e-07,2,0.11441851441851442
333,2018-05-31 20:32:16.411126,0.1,1.000001000001e-07,4,0.02871892871892872
334,2018-05-31 20:32:25.116925,1.0,2.00000040000008e-07,1,0.22865504573100914
335,2018-05-31 20:32:26.027165,0.002,2.0002000200020003e-07,9,0.0006062606260626062
336,2018-05-31 20:32:34.806956,1.0,2.00000040000008e-07,1,0.22864584572916916
337,2018-05-31 20:32:37.326878,0.1,1.000001000001e-07,4,0.028697028697028698
338,2018-05-31 20:32:38.338316,0.04,4.0000400004000043e-07,5,0.014436944369443696
339,2018-05-31 20:32:39.266467,0.04,4.0000400004000043e-07,6,0.00932729327293273
340,2018-05-31 20:32:40.226045,0.04,4.0000400004000043e-07,6,0.00933169331693317
341,2018-05-31 20:32:41.192744,0.04,4.0000400004000043e-07,6,0.00934409344093441
342,2018-05-31 20:32:42.245818,0.04,4.0000400004000043e-07,6,0.00933209332093321
343,2018-05-31 20:32:43.181364,0.04,4.0000400004000043e-07,6,0.00933249332493325
344,2018-05-31 20:32:44.237953,0.02,2.0000200002000021e-07,7,0.004742247422474225
345,2018-05-31 20:32:46.790994,0.1,1.000001000001e-07,4,0.028731428731428733
346,2018-05-31 20:32:47.809491,0.04,4.0000400004000043e-07,5,0.014427344273442735
347,2018-05-31 20:32:48.855090,0.04,4.0000400004000043e-07,6,0.00932689326893269
348,2018-05-31 20:32:51.324424,0.1,1.000001000001e-07,4,0.02872062872062872
349,2018-05-31 20:32:52.232283,0.002,2.0002000200020003e-07,9,0.0005982598259825983
350,2018-05-31 20:32:54.543443,0.1,1.000001000001e-07,4,0.028723428723428725
351,2018-05-31 20:32:56.980088,0.4,4.000004000004e-07,2,0.11440211440211441
352,2018-05-31 20:32:57.983411,0.04,4.0000400004000043e-07,5,0.014432144321443215
353,2018-05-31 20:33:00.517669,0.4,4.000004000004e-07,2,0.11434971434971436
354,2018-05-31 20:33:09.804640,1.0,2.00000040000008e-07,1,0.22861324572264916
355,2018-05-31 20:33:10.716937,0.002,2.0002000200020003e-07,8,0.0008704870487048705
356,2018-05-31 20:33:20.870948,2.0,4.00000080000016e-07,0,0.4570192914038583
357,2018-05-31 20:33:23.504373,0.4,4.000004000004e-07,2,0.1143853143853144
358,2018-05-31 20:33:24.506914,0.04,4.0000400004000043e-07,6,0.00933609336093361
359,2018-05-31 20:33:25.408897,0.002,2.0002000200020003e-07,8,0.0008610861086108611
360,2018-05-31 20:33:26.466075,0.02,2.0000200002000021e-07,7,0.004749847498474985
361,2018-05-31 20:33:27.374542,0.002,2.0002000200020003e-07,8,0.0008666866686668668
362,2018-05-31 20:33:28.221939,0.002,2.0002000200020003e-07,9,0.0006086608660866087
363,2018-05-31 20:33:37.149132,1.0,2.00000040000008e-07,1,0.22864664572932913
364,2018-05-31 20:33:39.593349,0.4,4.000004000004e-07,2,0.11442411442411443
365,2018-05-31 20:33:49.018123,1.0,2.00000040000008e-07,1,0.22865004573000913
366,2018-05-31 20:33:51.657478,0.4,4.000004000004e-07,2,0.11434251434251434
367,2018-05-31 20:33:52.649226,0.02,2.0000200002000021e-07,7,0.004739847398473985
368,2018-05-31 20:33:53.577653,0.02,2.0000200002000021e-07,7,0.0047404474044740455
369,2018-05-31 20:33:54.564368,0.04,4.0000400004000043e-07,5,0.014428544285442855
370,2018-05-31 20:33:56.825773,0.1,1.000001000001e-07,4,0.028721828721828723
371,2018-05-31 20:33:59.254233,0.4,4.000004000004e-07,2,0.11437731437731438
372,2018-05-31 20:34:00.160174,0.002,2.0002000200020003e-07,9,0.0005972597259725973
373,2018-05-31 20:34:02.411971,0.1,1.000001000001e-07,4,0.02871982871982872
374,2018-05-31 20:34:03.524622,0.02,2.0000200002000021e-07,7,0.004749447494474945
375,2018-05-31 20:34:04.495483,0.04,4.0000400004000043e-07,6,0.00933809338093381
376,2018-05-31 20:34:14.740766,2.0,4.00000080000016e-07,0,0.45703849140769826
377,2018-05-31 20:34:15.745757,0.04,4.0000400004000043e-07,5,0.014427344273442735
378,2018-05-31 20:34:18.044429,0.2,2.000002000002e-07,3,0.05728865728865729
379,2018-05-31 20:34:18.952794,0.002,2.0002000200020003e-07,9,0.0006006600660066007
380,2018-05-31 20:34:21.505173,0.4,4.000004000004e-07,2,0.1144045144045144
381,2018-05-31 20:34:22.409836,0.002,2.0002000200020003e-07,8,0.0008690869086908691
382,2018-05-31 20:34:23.437588,0.02,2.0000200002000021e-07,7,0.004740047400474005
383,2018-05-31 20:34:25.846833,0.4,4.000004000004e-07,2,0.1143901143901144
384,2018-05-31 20:34:34.936765,1.0,2.00000040000008e-07,1,0.22860884572176915
385,2018-05-31 20:34:36.008994,0.02,2.0000200002000021e-07,7,0.004742647426474265
386,2018-05-31 20:34:36.968868,0.02,2.0000200002000021e-07,7,0.004748447484474845
387,2018-05-31 20:34:37.873762,0.002,2.0002000200020003e-07,8,0.0008606860686068607
388,2018-05-31 20:34:40.152197,0.2,2.000002000002e-07,3,0.05728425728425729
389,2018-05-31 20:34:41.055588,0.002,2.0002000200020003e-07,9,0.0005962596259625962
390,2018-05-31 20:34:42.113731,0.04,4.0000400004000043e-07,6,0.009340893408934091
391,2018-05-31 20:34:44.366641,0.1,1.000001000001e-07,4,0.02871142871142871
392,2018-05-31 20:34:53.522529,1.0,2.00000040000008e-07,1,0.22864944572988916
393,2018-05-31 20:34:54.520475,0.02,2.0000200002000021e-07,7,0.004746047460474605
394,2018-05-31 20:34:56.926077,0.4,4.000004000004e-07,2,0.1143965143965144
395,2018-05-31 20:34:58.068851,0.02,2.0000200002000021e-07,7,0.004747447474474745
396,2018-05-31 20:35:00.521716,0.2,2.000002000002e-07,3,0.05728065728065728
397,2018-05-31 20:35:10.732283,2.0,4.00000080000016e-07,0,0.4570416914083383
398,2018-05-31 20:35:21.177288,2.0,4.00000080000016e-07,0,0.4570928914185783
399,2018-05-31 20:35:22.294135,0.04,4.0000400004000043e-07,5,0.014439344393443935
400,2018-05-31 20:35:23.333790,0.02,2.0000200002000021e-07,7,0.004738847388473885
401,2018-05-31 20:35:24.252170,0.002,2.0002000200020003e-07,9,0.0006004600460046004
402,2018-05-31 20:35:26.725537,0.2,2.000002000002e-07,3,0.0573006573006573
403,2018-05-31 20:35:28.896224,0.1,1.000001000001e-07,4,0.028721028721028722
404,2018-05-31 20:35:39.716602,2.0,4.00000080000016e-07,0,0.45691529138305825
405,2018-05-31 20:35:42.151306,0.1,1.000001000001e-07,4,0.028723328723328723
406,2018-05-31 20:35:51.151921,1.0,2.00000040000008e-07,1,0.22864964572992913
407,2018-05-31 20:35:52.233232,0.04,4.0000400004000043e-07,5,0.014446144461444616
408,2018-05-31 20:35:54.721372,0.2,2.000002000002e-07,3,0.05727305727305727
409,2018-05-31 20:35:55.755855,0.04,4.0000400004000043e-07,6,0.00933009330093301
410,2018-05-31 20:35:58.192965,0.1,1.000001000001e-07,4,0.028717328717328718
411,2018-05-31 20:36:00.313727,0.1,1.000001000001e-07,4,0.028731828731828734
412,2018-05-31 20:36:02.808956,0.2,2.000002000002e-07,3,0.05728885728885729
413,2018-05-31 20:36:05.252007,0.1,1.000001000001e-07,4,0.028703428703428704
414,2018-05-31 20:36:06.197496,0.002,2.0002000200020003e-07,9,0.0006014601460146015
415,2018-05-31 20:36:08.641796,0.4,4.000004000004e-07,2,0.11437371437371438
416,2018-05-31 20:36:09.644876,0.04,4.0000400004000043e-07,6,0.00934329343293433
417,2018-05-31 20:36:11.916031,0.1,1.000001000001e-07,4,0.02872902872902873
418,2018-05-31 20:36:12.950024,0.02,2.0000200002000021e-07,7,0.004736047360473605
419,2018-05-31 20:36:22.063650,1.0,2.00000040000008e-07,1,0.22864804572960915
420,2018-05-31 20:36:23.107053,0.02,2.0000200002000021e-07,7,0.004750647506475065
421,2018-05-31 20:36:32.539126,1.0,2.00000040000008e-07,1,0.22856664571332913
422,2018-05-31 20:36:33.657800,0.04,4.0000400004000043e-07,6,0.00933369333693337
423,2018-05-31 20:36:36.167620,0.4,4.000004000004e-07,2,0.11439331439331439
424,2018-05-31 20:36:37.072062,0.002,2.0002000200020003e-07,9,0.0005992599259925993
425,2018-05-31 20:36:47.443620,2.0,4.00000080000016e-07,0,0.45724289144857827
426,2018-05-31 20:36:57.666077,2.0,4.00000080000016e-07,0,0.4572888914577783
427,2018-05-31 20:37:07.086507,1.0,2.00000040000008e-07,1,0.22866324573264915
428,2018-05-31 20:37:08.084815,0.02,2.0000200002000021e-07,7,0.004745047450474505
429,2018-05-31 20:37:10.406533,0.2,2.000002000002e-07,3,0.05731665731665732
430,2018-05-31 20:37:11.414869,0.04,4.0000400004000043e-07,6,0.00934369343693437
431,2018-05-31 20:37:12.395431,0.04,4.0000400004000043e-07,5,0.014440944409444096
432,2018-05-31 20:37:14.762803,0.4,4.000004000004e-07,2,0.11444611444611445
433,2018-05-31 20:37:15.837573,0.04,4.0000400004000043e-07,6,0.00933729337293373
434,2018-05-31 20:37:16.740955,0.002,2.0002000200020003e-07,9,0.0006064606460646065
435,2018-05-31 20:37:17.795616,0.04,4.0000400004000043e-07,5,0.014442544425444256
436,2018-05-31 20:37:20.416856,0.2,2.000002000002e-07,3,0.05727905727905728
437,2018-05-31 20:37:32.587944,2.0,4.00000080000016e-07,0,0.45708129141625825
438,2018-05-31 20:37:33.498568,0.002,2.0002000200020003e-07,9,0.0006020602060206021
439,2018-05-31 20:37:42.273160,1.0,2.00000040000008e-07,1,0.22868104573620915
440,2018-05-31 20:37:43.296365,0.02,2.0000200002000021e-07,7,0.004738447384473845
441,2018-05-31 20:37:45.811147,0.2,2.000002000002e-07,3,0.057283857283857285
442,2018-05-31 20:37:48.199941,0.4,4.000004000004e-07,2,0.11440051440051441
443,2018-05-31 20:37:49.317602,0.04,4.0000400004000043e-07,5,0.014444944449444495
444,2018-05-31 20:37:51.481329,0.1,1.000001000001e-07,4,0.028735628735628738
445,2018-05-31 20:37:52.495205,0.04,4.0000400004000043e-07,6,0.00933689336893369
446,2018-05-31 20:37:53.537853,0.02,2.0000200002000021e-07,7,0.004739647396473965
447,2018-05-31 20:37:54.585441,0.04,4.0000400004000043e-07,6,0.00933329333293333
448,2018-05-31 20:37:56.939122,0.4,4.000004000004e-07,2,0.11441291441291442
449,2018-05-31 20:38:05.988484,1.0,2.00000040000008e-07,1,0.22865164573032914
450,2018-05-31 20:38:07.113619,0.04,4.0000400004000043e-07,5,0.014434544345443456
451,2018-05-31 20:38:09.555120,0.1,1.000001000001e-07,4,0.028736628736628737
452,2018-05-31 20:38:10.566442,0.04,4.0000400004000043e-07,6,0.00933169331693317
453,2018-05-31 20:38:11.570404,0.04,4.0000400004000043e-07,6,0.00932729327293273
454,2018-05-31 20:38:12.535171,0.02,2.0000200002000021e-07,7,0.004740247402474025
455,2018-05-31 20:38:14.963500,0.1,1.000001000001e-07,4,0.028736728736728737
456,2018-05-31 20:38:17.431574,0.4,4.000004000004e-07,2,0.11440411440411441
457,2018-05-31 20:38:18.539409,0.04,4.0000400004000043e-07,6,0.00933449334493345
458,2018-05-31 20:38:19.519837,0.04,4.0000400004000043e-07,6,0.00934049340493405
459,2018-05-31 20:38:29.402447,1.0,2.00000040000008e-07,1,0.22861104572220914
460,2018-05-31 20:38:30.441304,0.02,2.0000200002000021e-07,7,0.004741847418474185
461,2018-05-31 20:38:31.416632,0.04,4.0000400004000043e-07,5,0.014437744377443775
462,2018-05-31 20:38:33.749201,0.2,2.000002000002e-07,3,0.0572962572962573
463,2018-05-31 20:38:36.042559,0.1,1.000001000001e-07,4,0.02873042873042873
464,2018-05-31 20:38:37.058502,0.04,4.0000400004000043e-07,5,0.014436944369443696
465,2018-05-31 20:38:38.075535,0.02,2.0000200002000021e-07,7,0.004741847418474185
466,2018-05-31 20:38:40.522207,0.1,1.000001000001e-07,4,0.02872722872722873
467,2018-05-31 20:38:52.307644,2.0,4.00000080000016e-07,0,0.4568912913782583
468,2018-05-31 20:38:54.977323,0.2,2.000002000002e-07,3,0.05731105731105731
469,2018-05-31 20:38:55.979344,0.04,4.0000400004000043e-07,5,0.014437744377443775
470,2018-05-31 20:38:57.060039,0.04,4.0000400004000043e-07,5,0.014444944449444495
471,2018-05-31 20:39:07.784583,2.0,4.00000080000016e-07,0,0.45713969142793826
472,2018-05-31 20:39:08.874234,0.04,4.0000400004000043e-07,6,0.00933529335293353
473,2018-05-31 20:39:11.335611,0.4,4.000004000004e-07,2,0.11437731437731438
474,2018-05-31 20:39:12.241838,0.002,2.0002000200020003e-07,8,0.0008720872087208721
475,2018-05-31 20:39:13.289619,0.04,4.0000400004000043e-07,5,0.014440944409444096
476,2018-05-31 20:39:14.237082,0.002,2.0002000200020003e-07,9,0.0006020602060206021
477,2018-05-31 20:39:15.084268,0.002,2.0002000200020003e-07,8,0.0008680868086808682
478,2018-05-31 20:39:24.322065,1.0,2.00000040000008e-07,1,0.22859724571944914
479,2018-05-31 20:39:33.536673,1.0,2.00000040000008e-07,1,0.22860664572132913
480,2018-05-31 20:39:36.107028,0.4,4.000004000004e-07,2,0.11441291441291442
481,2018-05-31 20:39:37.214180,0.04,4.0000400004000043e-07,6,0.00933889338893389
482,2018-05-31 20:39:39.463087,0.1,1.000001000001e-07,4,0.028722928722928726
483,2018-05-31 20:39:49.229553,1.0,2.00000040000008e-07,1,0.22864704572940914
484,2018-05-31 20:39:50.145911,0.002,2.0002000200020003e-07,8,0.0008738873887388739
485,2018-05-31 20:39:50.997535,0.002,2.0002000200020003e-07,8,0.0008672867286728674
486,2018-05-31 20:39:51.988483,0.04,4.0000400004000043e-07,6,0.00932329323293233
487,2018-05-31 20:39:52.958912,0.02,2.0000200002000021e-07,7,0.004749247492474925
488,2018-05-31 20:39:55.514095,0.2,2.000002000002e-07,3,0.05726985726985727
489,2018-05-31 20:39:57.817865,0.2,2.000002000002e-07,3,0.05730885730885731
490,2018-05-31 20:39:58.722886,0.002,2.0002000200020003e-07,8,0.0008674867486748675
491,2018-05-31 20:40:07.583498,1.0,2.00000040000008e-07,1,0.22866264573252915
492,2018-05-31 20:40:18.045765,2.0,4.00000080000016e-07,0,0.4571816914363383
493,2018-05-31 20:40:18.954873,0.002,2.0002000200020003e-07,8,0.000865886588658866
494,2018-05-31 20:40:19.970170,0.04,4.0000400004000043e-07,6,0.00933289332893329
495,2018-05-31 20:40:22.179733,0.1,1.000001000001e-07,4,0.02872732872732873
496,2018-05-31 20:40:23.185259,0.04,4.0000400004000043e-07,6,0.00933249332493325
497,2018-05-31 20:40:25.633015,0.2,2.000002000002e-07,3,0.057282857282857286
498,2018-05-31 20:40:26.545014,0.002,2.0002000200020003e-07,8,0.0008688868886888689
499,2018-05-31 20:40:28.816689,0.1,1.000001000001e-07,4,0.028715328715328715
500,2018-05-31 20:40:39.083778,2.0,4.00000080000016e-07,0,0.45709089141817827
501,2018-05-31 20:40:41.499906,0.1,1.000001000001e-07,4,0.02872862872862873
502,2018-05-31 20:40:50.830702,1.0,2.00000040000008e-07,1,0.22864344572868914
503,2018-05-31 20:40:51.744676,0.002,2.0002000200020003e-07,9,0.0006086608660866087
504,2018-05-31 20:40:52.717863,0.04,4.0000400004000043e-07,6,0.00933809338093381
505,2018-05-31 20:40:53.753537,0.02,2.0000200002000021e-07,7,0.004750247502475025
506,2018-05-31 20:40:54.771131,0.04,4.0000400004000043e-07,5,0.014442944429444295
507,2018-05-31 20:40:55.688403,0.002,2.0002000200020003e-07,8,0.0008688868886888689
508,2018-05-31 20:40:56.533554,0.002,2.0002000200020003e-07,8,0.0008676867686768677
509,2018-05-31 20:40:58.973451,0.4,4.000004000004e-07,2,0.11434171434171435
510,2018-05-31 20:41:00.041705,0.02,2.0000200002000021e-07,7,0.004744247442474425
511,2018-05-31 20:41:08.988836,1.0,2.00000040000008e-07,1,0.22862604572520914
512,2018-05-31 20:41:18.375260,1.0,2.00000040000008e-07,1,0.22865284573056915
513,2018-05-31 20:41:21.078282,0.4,4.000004000004e-07,2,0.1144017144017144
514,2018-05-31 20:41:22.015675,0.002,2.0002000200020003e-07,9,0.0005980598059805981
515,2018-05-31 20:41:32.176928,2.0,4.00000080000016e-07,0,0.45695769139153825
516,2018-05-31 20:41:41.230064,1.0,2.00000040000008e-07,1,0.22854484570896913
517,2018-05-31 20:41:43.807095,0.4,4.000004000004e-07,2,0.1142945142945143
518,2018-05-31 20:41:44.729654,0.002,2.0002000200020003e-07,9,0.0006032603260326033
519,2018-05-31 20:41:45.735841,0.04,4.0000400004000043e-07,5,0.014429744297442976
520,2018-05-31 20:41:55.083435,1.0,2.00000040000008e-07,1,0.22860044572008914
521,2018-05-31 20:41:57.306669,0.1,1.000001000001e-07,4,0.028736728736728737
522,2018-05-31 20:42:07.296105,2.0,4.00000080000016e-07,0,0.4570648914129783
523,2018-05-31 20:42:08.304097,0.02,2.0000200002000021e-07,7,0.004739647396473965
524,2018-05-31 20:42:17.647963,1.0,2.00000040000008e-07,1,0.22859844571968915
525,2018-05-31 20:42:18.564479,0.002,2.0002000200020003e-07,8,0.0008732873287328733
526,2018-05-31 20:42:19.542523,0.02,2.0000200002000021e-07,7,0.004736847368473685
527,2018-05-31 20:42:22.225931,0.4,4.000004000004e-07,2,0.11438731438731439
528,2018-05-31 20:42:24.833122,0.2,2.000002000002e-07,3,0.05726785726785727
529,2018-05-31 20:42:27.328006,0.4,4.000004000004e-07,2,0.11441851441851442
530,2018-05-31 20:42:36.364601,1.0,2.00000040000008e-07,1,0.22866204573240914
531,2018-05-31 20:42:37.275160,0.002,2.0002000200020003e-07,9,0.0006104610461046104
532,2018-05-31 20:42:46.214607,1.0,2.00000040000008e-07,1,0.22861024572204913
533,2018-05-31 20:42:47.220768,0.04,4.0000400004000043e-07,6,0.00934009340093401
534,2018-05-31 20:42:49.667631,0.1,1.000001000001e-07,4,0.028701528701528704
535,2018-05-31 20:42:50.579188,0.002,2.0002000200020003e-07,9,0.0006000600060006001
536,2018-05-31 20:42:52.929494,0.1,1.000001000001e-07,4,0.028742228742228742
537,2018-05-31 20:43:03.340618,2.0,4.00000080000016e-07,0,0.45711129142225826
538,2018-05-31 20:43:05.744840,0.4,4.000004000004e-07,2,0.11432851432851433
539,2018-05-31 20:43:06.653191,0.002,2.0002000200020003e-07,8,0.0008614861486148615
540,2018-05-31 20:43:07.632198,0.04,4.0000400004000043e-07,6,0.00934249342493425
541,2018-05-31 20:43:08.574363,0.002,2.0002000200020003e-07,9,0.0006072607260726073
542,2018-05-31 20:43:09.424259,0.002,2.0002000200020003e-07,9,0.0006032603260326033
543,2018-05-31 20:43:19.736338,2.0,4.00000080000016e-07,0,0.4571164914232983
544,2018-05-31 20:43:20.742805,0.02,2.0000200002000021e-07,7,0.004745247452474525
545,2018-05-31 20:43:21.670619,0.02,2.0000200002000021e-07,7,0.0047358473584735855
546,2018-05-31 20:43:24.118379,0.4,4.000004000004e-07,2,0.11433691433691434
547,2018-05-31 20:43:25.060641,0.002,2.0002000200020003e-07,9,0.0006116611661166117
548,2018-05-31 20:43:27.540452,0.1,1.000001000001e-07,4,0.028713728713728716
549,2018-05-31 20:43:28.559993,0.04,4.0000400004000043e-07,5,0.014438944389443896
550,2018-05-31 20:43:29.467785,0.002,2.0002000200020003e-07,8,0.0008736873687368737
551,2018-05-31 20:43:30.556119,0.02,2.0000200002000021e-07,7,0.004748447484474845
552,2018-05-31 20:43:31.494573,0.02,2.0000200002000021e-07,7,0.004751647516475165
553,2018-05-31 20:43:32.410677,0.002,2.0002000200020003e-07,9,0.0005978597859785979
554,2018-05-31 20:43:33.414262,0.04,4.0000400004000043e-07,6,0.00932689326893269
555,2018-05-31 20:43:35.529509,0.2,2.000002000002e-07,3,0.057283857283857285
556,2018-05-31 20:43:45.920701,2.0,4.00000080000016e-07,0,0.45711929142385826
557,2018-05-31 20:43:46.833496,0.002,2.0002000200020003e-07,8,0.0008612861286128613
558,2018-05-31 20:43:57.079930,2.0,4.00000080000016e-07,0,0.45701889140377827
559,2018-05-31 20:43:58.199252,0.04,4.0000400004000043e-07,5,0.014430544305443056
560,2018-05-31 20:43:59.179581,0.04,4.0000400004000043e-07,6,0.009340893408934091
561,2018-05-31 20:44:09.399491,2.0,4.00000080000016e-07,0,0.45682689136537824
562,2018-05-31 20:44:10.479206,0.04,4.0000400004000043e-07,5,0.014440544405444055
563,2018-05-31 20:44:12.946530,0.2,2.000002000002e-07,3,0.05726725726725727
564,2018-05-31 20:44:15.311974,0.1,1.000001000001e-07,4,0.028705528705528706
